,cat_num,cat_name,Question,optA,optB,optC,optD,optE,correct
65,3.3,Conjunction,Find the error. (Conjunction),She was shocked at your hostile attitude,for she had always,treated you like,you were her brother.,No error,C
66,3.3,Conjunction,Find the error. (Conjunction),The flowers had hardly,come with bloom in the park,than they were scooped,open by the children.,No error,C
67,3.3,Conjunction,Find the error. (Conjunction),Neither of the,children reached,his home after,many wonderings.,No error,A
68,3.3,Conjunction,Find the error. (Conjunction),I handed over,the money to,the cashier because,I might not lose it.,No error,C
69,3.3,Conjunction,Find the error. (Conjunction),This rake is as good,"if not better,",than the one,we bought last year.,No error,A
70,3.3,Conjunction,Find the error. (Conjunction),He will not bring,the car here,except I,tell him.,No error,C
71,3.3,Conjunction,Find the error. (Conjunction),When you say so,we must take,your word and,start the proceedings.,No error,A
72,3.3,Conjunction,Find the error. (Conjunction),The man who has been,hesitating which of the two,things he will do first,will do none.,No error,D
73,3.3,Conjunction,Find the error. (Conjunction),It was the first time,in the history of India when,a British king was crowned,in the ancient capital of India.,No error,B
74,3.3,Conjunction,Find the error. (Conjunction),His brother neither has,the personality,nor the ability,to become an executive.,No error,A
75,3.3,Conjunction,Find the error. (Conjunction),Fifteen years have passed,that I returned from,London and settled,in this part of the country.,No error,B
76,3.3,Conjunction,Find the error. (Conjunction),It was almost,ten years ago since he wrote,a letter to me to,remind me of my lapses.,No error,B
77,3.3,Conjunction,Find the error. (Conjunction),The patient would not,have died,when the doctor had,come in time.,No error,C
78,3.3,Conjunction,Find the error. (Conjunction),The programme was,almost fixed and it was,my friend’s insincerity that upset the whole,thing and disappointed us.,No error,B
79,3.3,Conjunction,Find the error. (Conjunction),He did not,succeed in the examination,yet he,worked hard.,No error,C
80,3.3,Conjunction,Find the error. (Conjunction),"Because he is intelligent,",therefore he gets good,marks in all the,examinations he takes.,No error,B
81,3.3,Conjunction,Find the error. (Conjunction),Both the rich along with,the poor are responsible for a,great many vices with which our society,as well as country is inflicted.,No error,A
82,3.3,Conjunction,Find the error. (Conjunction),His offence was such,as he was bound to suffer,and ultimately,meet his doom.,No error,B
83,3.3,Conjunction,Find the error. (Conjunction),Maria was too beautiful,to be rejected by any,youngman who wished,to make her his wife.,No error,E
84,3.3,Conjunction,Find the error. (Conjunction),"Since Diwali is fast approaching,",my teenager daughter has bought many fireworks,"as rockets, crackers etc.",all of which cost much.,No error,C
85,3.3,Conjunction,Find the error. (Conjunction),No sooner did,he find out any solution,to the problem when,another problem appeared.,No error,C
86,3.3,Conjunction,Find the error. (Conjunction),Not only has he built,a hospital for the poor,but he has also built an,orphanage for orphans.,No error,E
87,3.3,Conjunction,Find the error. (Conjunction),The robbers had,hardly put the ornaments,in his bag than,the housewife woke up.,No error,C
88,3.3,Conjunction,Find the error. (Conjunction),Scarcely had he,gone a few steps,that he was told by someone,that his mother was no more.,No error,C
89,3.3,Conjunction,Find the error. (Conjunction),Scarcely had I,walked out of my house,when I saw my,friend coming towards me.,No error,E
90,3.3,Conjunction,Find the error. (Conjunction),Many of the founding fathers,of our constitution are,so reverend as Ambedkar,if not more.,No error,C
91,3.3,Conjunction,Find the error. (Conjunction),This is not such,a major problem,which cannot be solved,with a little effort.,No error,C
92,3.3,Conjunction,Find the error. (Conjunction),This is perhaps,the same dog which,bit her while she was returning,from market.,No error,B
93,3.3,Conjunction,Find the error. (Conjunction),He asked me,that why I was,not preparing for the,Civil Service Examination.,No error,B
94,3.3,Conjunction,Find the error. (Conjunction),Both Stuart,as well as his wife,are determined to bring,about some changes in the plan.,No error,B
95,3.3,Conjunction,Find the error. (Conjunction),Seldom or,ever have I turned,a beggar away without,giving him some alms.,No error,B
96,3.3,Conjunction,Find the error. (Conjunction),The officer was doubtful,if some of the clerks,of his office were,involved in bribery.,No error,E
97,3.3,Conjunction,Find the error. (Conjunction),Neither the doctor,nor his assistants,were asleep when,the phone rang up.,No error,E
98,3.3,Conjunction,Find the error. (Conjunction),Because he has,been ill for a month,so he does not,come to the office.,No error,C
99,3.3,Conjunction,Find the error. (Conjunction),You must either,inform the police,else be prepared,to suffer any loss.,No error,C
100,3.3,Conjunction,Find the error. (Conjunction),He was not,so well versed in,English that we,had expected.,No error,C
101,3.3,Conjunction,Find the error. (Conjunction),Mrs. Varun,not only stopped coming,here but also going to any place,which is related to her past tragedy.,No error,B
102,3.3,Conjunction,Find the error. (Conjunction),Nobody else but,you might be declared,responsible for the,loss of those articles.,No error,E
103,3.3,Conjunction,Find the error. (Conjunction),The teacher said,"to the students, go through the",notes as many times as possible,lest you would fail.,No error,D
104,3.3,Conjunction,Find the error. (Conjunction),Seldom or,ever have I tried my,"best to defend my friends, who are after",all guilty to some extent.,No error,A
105,3.3,Conjunction,Find the error. (Conjunction),As soon as the peon,"rings the first bell, then all",the students assemble,on the ground for prayer.,No error,B
106,3.3,Conjunction,Find the error. (Conjunction),He not only comes,here for shopping but also for,having a glimpse of,the extremely beautiful sales girl.,No error,A
107,3.3,Conjunction,Find the error. (Conjunction),Hardly had he,come out of the bus,then the bomb exploded,and shattered the bus into pieces.,No error,C
108,3.3,Conjunction,Find the error. (Conjunction),Scarcely had he bought,the ticket when the guard,showed the flag and,the train started.,No error,E
109,3.3,Conjunction,Find the error. (Conjunction),I don’t know,if any of the members,of the party is conspiring,against the President or not.,No error,B
110,3.3,Conjunction,Find the error. (Conjunction),As he is,"a perfectionist,",so he always insists,or regular practice.,No error,C
111,3.3,Conjunction,Find the error. (Conjunction),Although these rooms,"are in need of repair,",but the owner does not take,any notice of their condition.,No error,C
112,3.3,Conjunction,Find the error. (Conjunction),The teacher asked,the students to go to,market and buy some fruit,"as apples, oranges, guavas etc.",No error,D
113,3.3,Conjunction,Find the error. (Conjunction),He suggested to me,that I should,do all the work as,quickly like him.,No error,D
114,3.3,Conjunction,Find the error. (Conjunction),He was so clever,that everybody’s attempt,to misguide him,proved to be futile.,No error,E
115,3.3,Conjunction,Find the error. (Conjunction),Mrs. Gupta told me that though,her son had worked hard but,he failed to make,any mark in the last examination.,No error,B
116,3.3,Conjunction,Find the error. (Conjunction),Hardly had the speaker,"finished speaking, then",the lights went out and,there was an uproar in the hall.,No error,B
117,3.3,Conjunction,Find the error. (Conjunction),Dr. Sinha was not only,sympathetic to the rich,patients but also,to the poor ones.,No error,A
118,3.3,Conjunction,Find the error. (Conjunction),He has lots,of money and,he dare not start,a factory.,No error,B
119,3.3,Conjunction,Find the error. (Conjunction),The newsman was doubtful,that the man who had been run over,by some vehicles had lain,there for more than one day.,No error,B
120,3.3,Conjunction,Find the error. (Conjunction),Scarcely had he gone,than a policeman knocked,at the door to enquire,about his whereabouts.,No error,B
121,3.3,Conjunction,Find the error. (Conjunction),No sooner had the train,arrived then the crowd rushed,towards the compartment to greet their leader,who was travelling by that train.,No error,B
122,3.3,Conjunction,Find the error. (Conjunction),Hardly had the wheels touched,the ground than the pilot indicated,with his fingers how many,injured people he was carrying.,No error,B
123,3.3,Conjunction,Find the error. (Conjunction),No sooner was the agitation,"in Darjeeling silenced,",the Bodo Land activity,in Assam erupted.,No error,C
124,3.3,Conjunction,Find the error. (Conjunction),I cannot confirm,you if he has paid,the bill or returned,the goods.,No error,B
125,3.3,Conjunction,Find the error. (Conjunction),The relatives of the deceased,threatened to avenge,his death.,No error,Noopt,D
