,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
141,1.3,One Word Substitution,One who hates women,Misogynist,Misanthrope,Feminist,Effeminate,A,One word Substitution
142,1.3,One Word Substitution,A woman with dark brown hair,Blonde,Philogynist,Brunette,Dotard,C,One word Substitution
143,1.3,One Word Substitution,speech for the first time,Introductory speech,Maiden speech,Concluding speech,Initial speech,B,One word Substitution
144,1.3,One Word Substitution,"A group of three books, films etc. that have the same subject of characters",Trinity,Trilogy,Trio,Tripod,B,One word Substitution
145,1.3,One Word Substitution,A study of the human race,Anthropology,Archaeology,Ethnology,Etymology,C,One word Substitution
146,1.3,One Word Substitution,An expert in an area of the fine or other arts,Neophyte,Amateur,Connoisseur,Enthustast,C,One word Substitution
147,1.3,One Word Substitution,"The art of preserving skin of animals, birds, fishes",Topology,Taxonomy,Seismology,Taxidermy,D,One word Substitution
148,1.3,One Word Substitution,Chanting of magic spells,Narration,Recitation,Incantation,Utterance,C,One word Substitution
149,1.3,One Word Substitution,Having infinite power,Omnipotent,Omniscient,Impotent,Omnipresent,A,One word Substitution
150,1.3,One Word Substitution,One who hates women,Misogynist,Polyandrist,Altruist,Celibate,A,One word Substitution
151,1.3,One Word Substitution,"A feeling of fondness, mixed with some sadness, for something in the past",Nostalgia,Nausea,Oblivion,Noxiousness,A,One word Substitution
152,1.3,One Word Substitution,One who looks at the bright side of things in life,Misanthrope,Altruist,Optimist,Pessimist,C,One word Substitution
153,1.3,One Word Substitution,Dying without making a will,Posthumous,Bequeath,Premature,Intestate,D,One word Substitution
154,1.3,One Word Substitution,The book won the prestigious award after the death of its author.,Inordinately,Successively,Vicariously,Posthumously,D,One word Substitution
156,1.3,One Word Substitution,Socio-economic order that existed in medieval Europe,Socialism,Feudalism,Communism,Democracy,B,One word Substitution
157,1.3,One Word Substitution,Scholarly and learned,Wise,Vivacious,Stoic,Erudite,D,One word Substitution
158,1.3,One Word Substitution,A system of government in which the laws of the State are believed to be the laws of God,Theocracy,Democracy,Secularism,Socialism,A,One word Substitution
159,1.3,One Word Substitution,"A round or cylindrical container used for storing things such as food, chemicals or rolls of film",Tankard,Vessel,Canister,Casket,B,One word Substitution
160,1.3,One Word Substitution,A place of permanent residence,Abode,Dormitory,Domicile,Apartment,C,One word Substitution
161,1.3,One Word Substitution,That cannot be altered or withdraw,Irrevocable,Irretrievable,Irrefutable,Irresistible,A,One word Substitution
162,1.3,One Word Substitution,Money paid to employees on retirement,Gratuity,Gift,Pension,Arrears,A,One word Substitution
163,1.3,One Word Substitution,A place where clothes are kept,Closet,Drawer,Wardrobe,Cupboard,C,One word Substitution
164,1.3,One Word Substitution,A raised place on which offerings to a God are made,Rostrum,Church,Altar,Mound,C,One word Substitution
165,1.3,One Word Substitution,Something that cannot be explained,Unthinkable,Impregnable,Mysterious,Inexplicable,D,One word Substitution
166,1.3,One Word Substitution,A written declaration made on oath in the presence of a magistrate,Affidavit,Dossier,Voucher,Document,A,One word Substitution
167,1.3,One Word Substitution,A person who thinks only about himself and not about others needs,Egomanical,Egoistic,Egotistic,Egocentric,D,One word Substitution
168,1.3,One Word Substitution,A guide-post pointing out the way for a place,Finger-post,Lamp-post,Check-post,Last-post,A,One word Substitution
169,1.3,One Word Substitution,Government by a small group of all powerful persons,Monarchy,Democracy,Anarchy,Oligarchy,D,One word Substitution
170,1.3,One Word Substitution,One indifferent to art and literature is,Critic,Philistine,Scholar,Aromantic,B,One word Substitution
171,1.3,One Word Substitution,Open to injury or criticism,Vulnerable,Naive,Sensitive,Invincible,A,One word Substitution
172,1.3,One Word Substitution,One who collects coins as a hobby,Ornithologist,Statistician,Numismatist,Philatelist,C,One word Substitution
173,1.3,One Word Substitution,A narrow piece of land connecting two large masses of land,Isthmus,Continent,Gulf,Peninsula,A,One word Substitution
174,1.3,One Word Substitution,A person eighty years of age,Septuagenarian,Nanogenarian,Octogenarian,Sexagenarian,C,One word Substitution
175,1.3,One Word Substitution,Too much official formality,Bureaucracy,Red-Tapism,Diplomacy,Autocracy,B,One word Substitution
176,1.3,One Word Substitution,Enclosure for birds,Pen,Nest,Lair,Aviary,D,One word Substitution
177,1.3,One Word Substitution,That cannot be conquered,Invincible,Invulnerable,Intangible,Inevitable,A,One word Substitution
178,1.3,One Word Substitution,Hard to please,Loquacious,Stubborn,Fastidious,Epicurean,C,One word Substitution
179,1.3,One Word Substitution,One who loves books,Bibliophile,Bibliophagist,Bibliophobe,Bibliographer,A,One word Substitution
180,1.3,One Word Substitution,Speaking without preparation,Deliberate,Fluent,Loquacious,Extempore,D,One word Substitution
181,1.3,One Word Substitution,Special trial of the Head of State by Parliament,Impingement,Infringement,Impeachment,Impediment,C,One word Substitution
182,1.3,One Word Substitution,Someone able to use both hands with equal skill,Ambivalent,Amphibious,Ambiguous,Ambidextrous,D,One word Substitution
183,1.3,One Word Substitution,Cure for all diseases,Curable,Panacea,Incurable,Curative,B,One word Substitution
184,1.3,One Word Substitution,An act or notion to look back in the past,Retrospective,Postnatal,Retrogressive,Primitive,A,One word Substitution
185,1.3,One Word Substitution,Medicine to counteract the effect of a poison,Emetic,Antidote,Anti-venom,Antiseptic,B,One word Substitution
186,1.3,One Word Substitution,A collection of poems,Pathology,Anthology,Oncology,Pedology,B,One word Substitution
187,1.3,One Word Substitution,One who studies mankind,Anthropologist,Physicist,Pathologist,Philanthropist,A,One word Substitution
188,1.3,One Word Substitution,An opinion contrary to popular belief,Paradox,Orthodoxy,Hearsay,Heresy,D,One word Substitution
189,1.3,One Word Substitution,A study of words and the way words develop,Phraseology,Phonography,Philology,Phonology,C,One word Substitution
190,1.3,One Word Substitution,Something which is not in harmony,Cacophonous,Noisy,Smooth,Quiet,A,One word Substitution
191,1.3,One Word Substitution,A list of books,Catalogue,Index,Anthology,Glossary,A,One word Substitution
192,1.3,One Word Substitution,Man with womanly habits and manners,Effeminate,Gay,Bovine,Suave,A,One word Substitution
193,1.3,One Word Substitution,"Something unusual or strange, having peculiar notions",Whimsical,Aggressive,Dramatic,Reasonable,A,One word Substitution
194,1.3,One Word Substitution,A person who pretends to be what he is not,Explorer,Prompter,Imposter,Diviner,C,One word Substitution
195,1.3,One Word Substitution,In a threatening manner,Ominously,Sprightly,Ghastly,Terribly,A,One word Substitution
196,1.3,One Word Substitution,The process of deciding the nature of a disease by examination,Test,Perusal,Diagnosis,Operation,C,One word Substitution
197,1.3,One Word Substitution,That which cannot be easily read,Illegible,Incomprehensible,Unreadable,Unintelligible,A,One word Substitution
198,1.3,One Word Substitution,One who finds nothing good in anything,Critic,Satirist,Cynic,Slanderer,C,One word Substitution
199,1.3,One Word Substitution,Talking about the affairs of other people,Teasing,Gossiping,Criticising,Slandering,D,One word Substitution
200,1.3,One Word Substitution,Medical examination of the body after death,Diagnosis,Irradiation,Corpse,Autopsy,D,One word Substitution
201,1.3,One Word Substitution,A person born or living at the same time as another,Corollary,Accessory,Contemporary,Auxiliary,C,One word Substitution
202,1.3,One Word Substitution,Bad beyond reform,Irreversible,Irrevocable,Irredeemable,Irreparable,D,One word Substitution
203,1.3,One Word Substitution,That which is certain to happen,Inevitable,Invincible,Incorrigible,Immediate,A,One word Substitution
204,1.3,One Word Substitution,Ability to go on in spite of difficulties,Delirious,Desirous,Perseverance,Pervasive,C,One word Substitution
205,1.3,One Word Substitution,"A number of ships, vehicles etc. travelling together under escort",Retinue,Fleet,Posse,Convoy,D,One word Substitution
206,1.3,One Word Substitution,An instrument for measuring wind pressure,Manometer,Micrometer,Temperature,Barometer,D,One word Substitution
207,1.3,One Word Substitution,To destroy completely,Annihilate,Rehabilitate,Incapacitate,Dislocate,A,One word Substitution
208,1.3,One Word Substitution,To die in water or any other liquid because one is unable to breathe,Sink,Drown,Flounder,Founder,B,One word Substitution
209,1.3,One Word Substitution,The quality of being faithful,Genuineness,Fidelity,Loyalty,Honesty,B,One word Substitution
210,1.3,One Word Substitution,One who spends money extravagantly,Sceptic,Spendthrift,Miser,Vagabond,B,One word Substitution
211,1.3,One Word Substitution,Settlement of a dispute by the decision of a person chosen and accepted as a judge or umpire.,Amalgamation,Assignation,Arbitration,Asseveration,C,One word Substitution
212,1.3,One Word Substitution,More than is needed or wanted,Abundant,Adequate,Sufficient,Superfluous,D,One word Substitution
213,1.3,One Word Substitution,The extreme fondness for books is known as,Bibliomania,Pyromania,Cleptomania,Agromania,A,One word Substitution
214,1.3,One Word Substitution,A person who believes in the total abolition of war,Bellicose,Pacifist,Flautist,Fatalist,B,One word Substitution
215,1.3,One Word Substitution,A solution for all,Panacea,Treatment,Cure,Well being,A,One word Substitution
216,1.3,One Word Substitution,"Witty, ready replies",Repartees,Rhetorics,Puns,Refrains,A,One word Substitution
217,1.3,One Word Substitution,Very delicate and beautiful,Exquisite,Requisite,Exemplary,Resplendent,A,One word Substitution
218,1.3,One Word Substitution,A book containing various branches of knowledge arranged in alphabetical order,Encyclopedia,Dictionary,Thesaurus,Atlas,A,One word Substitution
219,1.3,One Word Substitution,A person who loves wealth and spends as little money as possible,Curmudgeon,Money grabber,Scrimp,Miser,D,One word Substitution
220,1.3,One Word Substitution,State of anxiety or dismay causing mental confusion,Constriction,Consternation,Concentration,Contraction,B,One word Substitution
221,1.3,One Word Substitution,A person who is fluent in two languages,Versatile,Expert,Bilingual,Knowledgeable,C,One word Substitution
222,1.3,One Word Substitution,One who eats human flesh,Man eater,Cannibal,Beast,Savage,B,One word Substitution
223,1.3,One Word Substitution,The quality of being politely firm and demanding,Assertive,Bossy,Aggressive,Lordy,A,One word Substitution
224,1.3,One Word Substitution,Speed of an object in one direction,Pace,Tempo,Velodrome,Velocity,D,One word Substitution
225,1.3,One Word Substitution,"The place where public, government or historical records are kept ",Coffer,Pantry,Archives,Scullery,C,One word Substitution
226,1.3,One Word Substitution,Theft of another person s writings or ideas and passing them off as one s own ,Slandering,Imposter,Plagiarism,Burglary,C,One word Substitution
227,1.3,One Word Substitution,The study of insects,Anthropology,Zoology,Etymology,Entomology,D,One word Substitution
228,1.3,One Word Substitution,List of issues to be discussed at a meeting,Schedule,Agenda,Time-table,Plan,B,One word Substitution
229,1.3,One Word Substitution,A person who has no money to pay off his debts,Insolvent,Poor,Destitute,Pauper,A,One word Substitution
230,1.3,One Word Substitution,Words uttered impiously about God,Amoral,Philosophy,Logic,Blasphemy,D,One word Substitution
231,1.3,One Word Substitution,Quibble,Premeditate,Prenominate,Prevaricate,Preponderate,C,One word Substitution
232,1.3,One Word Substitution,One who compiles a dictionary,Geographer,Lexicographer,Lapidist,Linguist,B,One word Substitution
233,1.3,One Word Substitution,A test in which cells from diseased organs are removed and tested,Biopsy,Autopsy,Operation,Amputation,A,One word Substitution
234,1.3,One Word Substitution,A person who writes decoratively,Calligrapher,Collier,Choreographer,Cartographer,A,One word Substitution
235,1.3,One Word Substitution,Pertaining to cattle,Canine,Feline,Bovine,Verminous,C,One word Substitution
236,1.3,One Word Substitution,To look at someone in an angry or threatening way,Glower,Gnaw,Gnash,Grind,A,One word Substitution
237,1.3,One Word Substitution,A post with little work but high salary,Director,Trustee,Sinecure,Ombudsman,C,One word Substitution
238,1.3,One Word Substitution,Something that causes death,Dangerous,Fatal,Brutal,Horrible,B,One word Substitution
239,1.3,One Word Substitution,An inscription on a tomb,Espionage,Epilogue,Epitaph,Elegy,C,One word Substitution
240,1.3,One Word Substitution,Feeling inside you which tells you what is right and what is wrong,Cleverness,Conscience,Consciousness,Fear,B,One word Substitution
241,1.3,One Word Substitution,Release of a prisoner from jail on certain terms and condition,Parole,Parley,Pardon,Acquittal,A,One word Substitution
242,1.3,One Word Substitution,Loss of memory,Ambrosia,Amnesia,Insomnia,Forgetting,B,One word Substitution
243,1.3,One Word Substitution,To struggle helplessly,Flounder,Founder,Fumble,Finger,A,One word Substitution
244,1.3,One Word Substitution,An object or portion serving as a sample,Specification,Spectre,Spectacle,Specimen,D,One word Substitution
245,1.3,One Word Substitution,The practice of submitting a proposal to popular vote,Election,Reference,Popularity,Referendum,D,One word Substitution
246,1.3,One Word Substitution,Code of diplomatic etiquette and precedence,Statesmanship,Diplomacy,Hierarchy,Protocol,D,One word Substitution
