,cat_num,cat_name,Question,optA,optB,optC,optD,optE,correct
88,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),One of the secrets,of success is,to keep up trying,and not to give up.,No error,E
89,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A large number of,human beings visit zoo,and makes it difficult,to maintain them.,No error,C
90,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The Principal indicated that,the issue of improved quality of teaching,in the college were high,in his list of priorities.,No error,C
91,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The number of foreign tourists,residing India are increasing,day by day during,this tourist season.,No error,B
92,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),After 50 years of independence,many social problems,is still remaining,to be solved in India.,No error,C
93,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The success of our efforts,depend upon the,number of people who,actually use the new methods.,No error,B
94,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He does,whatever his father,want him,to do.,No error,C
95,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),If I was you,I would have,first introduced him,of the guests.,No error,A
96,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Neither of the salary,nor the work,atmosphere were,good in that office.,No error,C
97,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He always want,to get the best,of facilities whether,he deserves it or not.,No error,A
98,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),It depend on,how they,tackle this,political issue.,No error,A
99,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),If I comes to,"your house, I will",bring my family,also with me.,No error,A
100,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),You must pay,due respect to,those who has,respect for you.,No error,C
101,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Vinod has collected,all the necessary documents,and have written a good paper,for this conference.,No error,C
102,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The course provide,not only,theoretical inputs,but also practical training.,No error,A
103,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),In spite of our several requests,the owner of the house,did not open,the door of his house.,No error,E
104,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The manager concluded that,either Naresh,or Deepu were,responsibilities for the last week’s theft.,No error,C
105,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He along with his friends want,to visit a temple,at 10o’clock after we finish,our business meeting.,No error,A
106,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He who do not,learn from his,mistake is,bound to fail.,No error,A
107,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),"The king, along with all his soldiers",were received,with due honour,by the poor men.,No error,B
108,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Every one are requested,to attend the,dinner party hosted by,the party President.,No error,A
109,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The person whom,you met yesterday,is one of,my best friends.,No error,E
110,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Many a man,have been,working,under me.,No error,B
111,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),We looks,into the water,and were frightened,at the sight.,No error,A
112,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Payal and,I am good friends,and we often meet,each other.,No error,B
113,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),She complain,that her watch,does not show,right time.,No error,A
114,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He remark,that there are,many thieves,in big cities.,No error,A
115,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),I with my family which consists,of my wife,and three children resides,in a village near Poona.,No error,C
116,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),This is the,only one of his,poems that are,worth reading.,No error,E
117,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),She use,my knife,for cutting,the paper.,No error,A
118,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A few drops of oil,does,the trick.,No error,Noopt,B
119,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),As per the revised rules,refusing to accept,soiled and torn notes are,a cognizable offence.,No error,C
120,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Nupur always takes,her umbrella with,her when she,go to the office.,No error,D
121,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),While the guests,were busy in,"talking, the host were",making arrangements.,No error,C
122,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),When a student does,"not have confidence,",he feel insecure,about every subject.,No error,C
123,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A ray of light passing through,the centre,of a thin lens keep,its original direction.,No error,C
124,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Does book for children,use shorter sentences,than those,for adults ?,No error,A
125,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Neither Rina,nor her sister,have taken my pen.,No error,Noopt,C
126,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),In a report issued by Indian Statistical Institute,the Iron and Steel Industry are investing more than any other,Indian Industry in fighting pollution.,No error,Noopt,B
127,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Twenty five kilometers,from Bhubaneshwar to Cuttak,are,a long distance.,No error,C
128,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The information supplied,to us were not as,useful as we first,thought it would be.,No error,B
129,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),One of the most,widely spread,bad habits,is the use of tobacco.,No error,E
130,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Everyone of us know,that he is not capable of,remaining under water,for such a long time.,No error,A
131,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Not only he,but also his sons were blamed,for the act and rightly so.,No error,Noopt,D
132,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The number of people,applying were so large,that the college had to,stop issuing application forms.,No error,B
133,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),"The director, along with",the staff members,were present for,the annual day celebrations.,No error,C
134,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),One of my desires,are to become,a doctor.,No error,Noopt,B
135,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Thirty five kilometers,from Patna to Ranchi,are a long,distance.,No error,C
136,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The chairman decided that,the board meeting would commence despite the fact that,two thirds of the board,was absent.,No error,D
137,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Two great men whose,birth centenary have been celebrated,this year have expressed,strong views against capitalism.,No error,B
138,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The entire cabinet as well as,most of the members of the opposition,have denounced,the president’s decision.,No error,C
139,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),There is,only one of his novels,that are interesting.,No error,Noopt,D
140,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Knowledge of,at least two languages,are required to pass the examination,by the students.,No error,C
141,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The ways of communication,has changed dramatically,since,the last century.,No error,B
142,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),In most of the states,forty percent of people under thirty years,is undernourished.,No error,Noopt,C
143,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),We insisted,but neither Sheela nor her sister,are ready,to work on a holiday.,No error,C
144,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),These days,news are travelling,faster than before.,No error,Noopt,B
145,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Some people feels depressed,whenever they think of future,because they do not believe,in their own capabilities.,No error,C
146,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),I am fully aware that,my boss is one of those,who is totally dedicated,to work and proper discipline.,No error,C
147,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Mumbai is full of tall buildings,which is at once its,strength as well as weakness,depending upon how one looks at it.,No error,D
148,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The head of the department,alongwith his colleagues are coming,to attend the conference which is,scheduled after this noon.,No error,B
149,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The investment by the government,in science and technology,have increased considerably,in the recent past.,No error,C
150,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The vegetable which,is sold here,are cheap in price,and rich in taste.,No error,C
151,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A person,with a sharp,tongue will make,many enemies.,No error,E
152,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The employees union offers,scholarship to children,who has stood,first in the class.,No error,C
153,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A vote of thanks,were proposed,at the end of,the convocation.,No error,B
154,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Do she learn,from her mistakes,or does she keep,making the same one?,No error,A
155,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The investment by the government,in science and technology,have increased considerably,in the recent past.,No error,C
156,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Some people feels,that with local language,no progress,is possible.,No error,A
157,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Our country have,the largest number,of educated unemployed,in the world.,No error,A
158,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),All the committee,members except one,of them was present,in the meeting.,No error,C
159,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),There is,a lovely road,that run from,Kullu into the hills.,No error,C
160,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Neither the father,not the mother,of the girl,was aware of her activities.,No error,B
161,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Not only he but,also his sons,were blamed for the,act and rightly so.,No error,E
162,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),We are happy that,our Prime Minister with the members,of his cabinet are,to be present at the function.,No error,C
163,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Neither the size nor the colour,of the clothes which,I purchased for him,yesterday were right.,No error,D
164,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Mr. Bose,accompanied by his wife and children,were present here.,No error,Noopt,C
165,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Most of the students,of our college,believes that the,terminal examination is unnecessary.,No error,C
166,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Each of the,girls are good,and has contributed,immensely to our success.,No error,B
167,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Layman is blind with one eye,and therefore experience,difficulties in reading and writing,and also crossing a road.,No error,B
168,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),"The dean, alongwith all his professors",were received,with due honour,by the students.,No error,B
169,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Rivers have an,intrinsic beauty of their own,which provide great,aesthetic pleasure to man.,No error,C
170,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),My brother-in-law with his wife,now in Hongkong,were present at the function.,No error,Noopt,C
171,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A person performs,well if he is,required to do,a thing that interest him most.,No error,D
172,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Fragments of ancient cultures,indicate that the first wheels,was probably developed,in logical steps.,No error,C
173,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),People who are,fortunate enough to own,a house in the city,are very few.,No error,E
174,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Hritik along with his family,are visiting,the Prince of Wales Museum,day after tomorrow.,No error,B
175,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Knowledge of,at least two languages,are required to pass the examination.,No error,Noopt,C
176,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Everyone of the films,you suggested,are not worth seeing.,No error,Noopt,C
177,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Each of them,along with their families and their pets,is going to Goa,for the summer vacation.,No error,B
178,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The Secretary and the principal of the college,are attending,the District Development Council Meeting at the Collectorate.,No error,Noopt,E
179,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),We all are aware,that Haramb certainly is,one of those who is,interested in all kinds of sports.,No error,C
180,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Do you know that it was I,who has done,this piece of beautiful work ?,No error,Noopt,B
181,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Daily prayer and meditation,is the keys,to a peaceful,and happy life.,No error,B
182,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),These are among,the many contentious points,that the author make,in his controversial book.,No error,C
183,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),"In real terms, it",means passing up on,opportunities that presents,themselves to us.,No error,C
184,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A garden,usually have,flowers and,trees in it.,No error,B
185,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The door was,open but no one,were there at,home last night.,No error,C
186,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The whole block of flats,including two shops,was destroyed in fire.,No error,Noopt,D
187,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The district authorities are making,a last ditch attempt to provide,alternative solutions to farmers but,the options is clearly inadequate.,No error,D
188,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The decision to open,offices in Shimla,were taken at,the last Board meeting.,No error,C
189,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The actress believes in,being fit and feels that there,are too much hype around size zero,in the entertainment world.,No error,C
190,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),My elder sister and I am,interested in painting,and therefore have joined,the coaching classes.,No error,A
191,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The need for alternate,sources of energy are,essential to conserve,the environment.,No error,B
192,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),She immediately quit,the job in which,neither the skill nor,knowledge were required.,No error,D
193,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The journalist alongwith,the camera crew were,kidnapped by the,militants last night.,No error,B
194,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Nine tenths,of the pillar,have rotted away.,No error,Noopt,C
195,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The Reserve Bank of India’s decision,to waive ATM charges,have put banks,in a difficult position.,No error,C
196,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),This project which is funded,by the United Nations,has helped over four,lakh Indians to overcome poverty.,No error,E
197,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The number of tourists,is expected to rise,from four to ten percent,in the next ten years.,No error,E
198,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A variety of pleasant items,in the shop please,everybody.,No error,Noopt,B
199,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Most of the funds,we get from,America is used to,build roads and bridges.,No error,C
200,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),There have been,a fall of,the profits of,our company recently.,No error,A
201,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The decision to appoint,officers in Shimla,were taken at,the last party meeting.,No error,C
202,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The majority of,the Board are,in favour,of implementing the proposal.,No error,B
203,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The RBI which monitors,banking operations do not,have the resources to,carry out investigations also.,No error,B
204,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Unfortunately many not hospitals,in rural areas,are still deprived,of adequate healthcare facilities.,No error,E
205,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),A hot and,a cold spring,was found near each other.,No error,Noopt,C
206,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Either of the roads,lead,to the institute.,No error,Noopt,B
207,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The explanation that,he gave for,missing the meeting,were not satisfactory.,No error,D
208,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Many customers have,complained because,his good was,inferior in quality.,No error,C
209,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Arjun was,not selected,for the post,in spite of his hard work.,No error,E
210,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),This is one,of the few companies,which has done,well for the past two years.,No error,C
211,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Real estate prices in the,business district of the city,are expected to rise,at 15% this year.,No error,E
212,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),There is lots of,supports from the employees,for the proposal to,merge with the parent company.,No error,A
213,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),He is one,of the religious reformers,who has spoken out,strongly against casteism.,No error,C
214,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The bank’s staff is,opposed to the takeover,because they are convinced that,they will lose their jobs.,No error,A
215,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Neither the girl nor her parents,was present,to receive the award.,No error,Noopt,B
216,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Each of these boys,play,games.,No error,Noopt,B
217,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),The police is investigating,for the recent happening,in the area.,No error,Noopt,A
218,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Industry experts points out,that there is an urgent need,to overhaul the patent filing,and generation process.,No error,A
219,3.4,Subject Verb Agreement,Find the error. (Subject verb agreement),Every boy and every girl,were given,a packet of sweets.,No error,Noopt,B
