,cat_num,cat_name,Question,optA,optB,optC,optD,optE,correct
74,3.1,Narration,Find the error. (Narration),He requested the teacher,to allow him to go home,as he got,a severe headache.,No error,C
75,3.1,Narration,Find the error. (Narration),Rachel asked me,what could she do,for me in that,critical situation.,No error,B
76,3.1,Narration,Find the error. (Narration),The Director knowing of my,interest in Environmental Science,asked me that I would,like to attend the National Seminar. ,No error,C
77,3.1,Narration,Find the error. (Narration),The Government warned the shopkeepers that if,they persist in,"charging high prices, their",licences would be cancelled.,No error,B
78,3.1,Narration,Find the error. (Narration),I was surprised,to know why had he turned,down such a good offer,of marriage.,No error,B
79,3.1,Narration,Find the error. (Narration),My instructor told me,that if I,"do the lessons regularly, I would",certainly obtain good marks.,No error,C
80,3.1,Narration,Find the error. (Narration),They did not,know why the two,brothers were fighting,with each other.,No error,E
81,3.1,Narration,Find the error. (Narration),My father wanted to know,that I had done,all the work,assigned to me. ,No error,B
82,3.1,Narration,Find the error. (Narration),"She says, ‘My cousin studied",hard in order that he,may get a good,position in the test’.,No error,C
83,3.1,Narration,Find the error. (Narration),The news reporter asked,me that where the accident had taken,place and how many,persons were injured.,No error,B
84,3.1,Narration,Find the error. (Narration),He was determined to,participate in the car race,even though he knew,that he will not succeed.,No error,D
85,3.1,Narration,Find the error. (Narration),The traveller asked me,if I could tell him,the way to the,nearest railway station.,No error,E
86,3.1,Narration,Find the error. (Narration),Rehan said that he was going to,the library and wanted to,know that I could,accompany him.,No error,C
87,3.1,Narration,Find the error. (Narration),The youngest princess took,her father’s hand in hers,and simply said that,she loves her more than salt.,No error,D
88,3.1,Narration,Find the error. (Narration),The teacher being very angry,with the pupils asked them,why they had made,a noise like this.,No error,D
89,3.1,Narration,Find the error. (Narration),She requested her companions,to wait for her,until she,comes back.,No error,D
90,3.1,Narration,Find the error. (Narration),Our teacher said to us,that we should not live,beyond our means,if we don’t want to invite misery.,No error,E
91,3.1,Narration,Find the error. (Narration),The father forbade his son,to walk in the sun,and play with,his friends on the road.,No error,E
92,3.1,Narration,Find the error. (Narration),When the mother saw,a bull coming towards the children,she cried out,and ask them to run away.,No error,D
93,3.1,Narration,Find the error. (Narration),The teacher said to the students,that a vegetarian,is a person who,never eats meat.,No error,E
94,3.1,Narration,Find the error. (Narration),"In one of his famous sonnets,",Milton says that,‘They also serve,who only stand and wait’.,No error,B
95,3.1,Narration,Find the error. (Narration),The sum and substance,of the speech of the leader was,that the country’s,future was bleak.,No error,E
96,3.1,Narration,Find the error. (Narration),The minister readily,gave assurance that,the matter will be looked into,as soon as possible.,No error,C
97,3.1,Narration,Find the error. (Narration),The guide told us,that where the island,was and went on,narrating its history.,No error,C
98,3.1,Narration,Find the error. (Narration),Shyama said apologetically,that ‘I am not feeling,well and so I cannot,go with you today. ,No error,B
99,3.1,Narration,Find the error. (Narration),The Duke expressed ,his wish to see his,native land again but there,appears no scope.,No error,D
100,3.1,Narration,Find the error. (Narration),"Mukti said to Sujeet, “My mother is a good cook.”",Mukti told Sujeet that her mother was a good cook. ,Mukti told Sujeet that my mother was a good cook. ,Mukti told to Sujeet that her mother is a good cook.,Mukti asked Sujeet that her mother is a good cook.,A
101,3.1,Narration,Find the error. (Narration),"He promised, “I will do it tomorrow.” ",He promised that he will do it tomorrow. ,He promised that he will do it the next day. ,He promised that he would do it tomorrow. ,He promised that he would do it the next day.,D
102,3.1,Narration,Find the error. (Narration),"Reena said, “I did not do this deliberately.” ",Reena said that I had not done that deliberately. ,Reena said that she had not done that deliberately. ,Reena said the she has not done this deliberately. ,Reena said that I have not done this deliberately.,B
103,3.1,Narration,Find the error. (Narration),"She exclaimed, “I’m afraid we are rather late !” ",She exclaimed that they were frightened of being late. ,She exclaimed that she was afraid that they were rather late. ,She shouted that they were scared that they would be late. ,She screamed that she was worried that they would all be late.,B
104,3.1,Narration,Find the error. (Narration),“Sohan made this mess. Let him clear it up” said his father. ,Sohan’s father said that Sohan had made the mess and proposed that he clear it up. ,Sohan’s father said that Sohan had made the mess and that he was to clear it. ,Sohan’s father said that Sohan had made the mess and suggested that he clear it. ,Sohan’s father said that Sohan had made the mess and that he should clear it.,D
105,3.1,Narration,Find the error. (Narration),“Fie ! a soldier and afraid of fighting !” said Babar.,Babar exclaimed with surprise that a soldier should be afraid of fighting. ,"Addressing a soldier, Babar cursed him that he should be afraid of fighting. ",Babar cursed the soldier who was afraid of fighting. ,Babar cursed and exclaimed that a soldier should not be afraid of fighting.,D
106,3.1,Narration,Find the error. (Narration),"He said to her, “Did it shake you up as much as it shook me? ",He asked her if it had shaken her up as much as it shook him. ,He enquired of her if it shook her up as it shook him. ,He enquired of her if it shook her up as much as it had shaken him. ,He asked her if it had shaken her up as much as it had shaken him.,D
107,3.1,Narration,Find the error. (Narration),"The teacher said to Avi, “Would you like to go on a trip to Kashmir ?” Avi said, “Yes.” ",The teacher asked if Avi would like to go on a trip to Kashmir and Avi replied yes.,The teacher asked Avi if he would like to go on a trip to Kashmir and Avi replied yes. ,The teacher asked Avi if he would have liked to go on a trip to Kashmir and Avi replied in the affirmative. ,The teacher asked Avi if he would like to go on a trip to Kashmir and Avi replied in the affirmative.,C
108,3.1,Narration,Find the error. (Narration),"Everybody said, “How well she sings !” ",Everybody told us she that sings very well. ,Everybody exclaimed that she sings very well. ,Everybody exclaimed that she sang very well. ,Everybody told us that how she sang very well.,C
109,3.1,Narration,Find the error. (Narration),"The old man of Latur said, “Alas, my only son is dead !” ",The old man of Latur exclaimed with sorrow that his only son was dead. ,The old man of Latur told with pain that his only son was dead. ,The old man of Latur expressed with anguish that his only son was dead. ,The old man of Latur sorrowfully narrated that his only son was dead.,A
110,3.1,Narration,Find the error. (Narration),"The Chief Minister said, “What a terrible disaster the earthquake is !” ",The Chief Minister cried that the earthquake was a terrible disaster. ,The Chief Minister expressed with surprise that the earthquake was a terrible disaster. ,The Chief Minister exclaimed with sorrow that the earthquake was a terrible disaster.,The Chief Minister told in pain that the earthquake was a terrible disaster.,C
111,3.1,Narration,Find the error. (Narration),"“Many happy returns of your birthday”, we said.",We greeted him on his birthday. ,We said that many happy returns of your birthday. ,We wished him many happy returns of his birthday. ,We prayed for many happy returns of his birthday.,C
112,3.1,Narration,Find the error. (Narration),"Shakti said to his friend, “Look out ! There is a snake behind you.” ",Shakti told his friend to look out as there was a snake behind him. ,Shakti exclaimed to his friend with surprise that there was a snake behind him. ,"Seeing a snake behind him, Shakti asked his friend to look out. ",Shakti warned his friend that there was a snake behind him.,D
113,3.1,Narration,Find the error. (Narration),"“Doctor”, the patient cried, “please tell me how much time I have.” ",The patient asked the doctor how much time she will have. ,The patient exclaimed to the doctor that how much time she had. ,The patient pleaded with the doctor to tell her how much time she had. ,The patient cried to the doctor that how much time had she.,C
114,3.1,Narration,Find the error. (Narration),"Gopal said to me, “Can you do these sums for me ?”",Gopal asked me if I could do those sum for him. ,Gopal asked me if I can do those sums for him. ,Gopal asked me If I can do these sums for him. ,Gopal asked if I could do these sums for him.,A
115,3.1,Narration,Find the error. (Narration),"The boss said, “It’s time we began planning our work.”",The boss said that it was time they had begun planning their work.,The boss said that it was time we had begun planing our work. ,The boss said that it was time they began planning their work.,The boss said that it was time we began planning his work.,C
116,3.1,Narration,Find the error. (Narration),"He said to the judge, “I did not commit this crime.” ",He told the judge that he had not committed that crime. ,He told the judge that he did not commit the crime. ,He told the judge that he had not committed the crime. ,He told the judge that he had not committed this crime.,A
117,3.1,Narration,Find the error. (Narration),"Anish said, “I will do it now or never.” ",Anish said that he will do it now or never. ,Anish said that he will now or never do it. ,Anish said that he would do it then or never.,Anish said that he would now or never do it.,C
118,3.1,Narration,Find the error. (Narration),"My father once said to me, “If I can’t trust my people, then I don’t want to be doing this.”",His father once told him that if he couldn’t trust his people then he didn’t want to be doing that. ,"My father once told me that if he couldn’t trust his people, then he did not want to be doing that.",His father ordered him to trust his people.,My father once suggested me that we should trust our people.,B
119,3.1,Narration,Find the error. (Narration),"I said to my friend, “Good Morning. Let us go for a picnic today.”","I told good morning to my friend, and asked to go for a picnic that day. ",I wished my friend good morning and proposed that we should go for a picnic that day. ,I wished my friend good morning and proposed that they should go for a picnic that day. ,I told good morning to my friend and suggested to for a picnic today.,C
120,3.1,Narration,Find the error. (Narration),"The new student asked the old one, “Do you know my name ?” ",The new student asked the old one if he knew his name. ,The new student asked the old one that whether he knew his name.,The new student asked the old one did he know his name. ,The new student asked the old one if he knows his name.,A
121,3.1,Narration,Find the error. (Narration),I warned her that I could no longer tolerate her coming late. ,"I said to her, “You can no longer tolerate my coming late.” ","I said to her, “I can no longer tolerate your coming late.” ","I said to her, “He can no longer tolerate your coming late.” ","It said to her, “I can no longer tolerate she coming late.”",B
122,3.1,Narration,Find the error. (Narration),"I said to my mother, “I will certainly take you to Bangalore this week.” ",I told my mother he would certainly take her to Bangalore that week. ,I told my mother that I would certainly take her to Bangalore that week. ,I told my mother she would certainly take her to Bangalore that week. ,I told my mother I would certainly take her to Bangalore that week.,B
123,3.1,Narration,Find the error. (Narration),“How long does the journey take?” My co-passenger asked me. ,My co-passenger asked me how long the journey would take. ,I asked my co-passenger how long the journey would take.,My co-passenger wanted to know how the journey would take. ,My co-passenger asked me how long the journey did take.,A
124,3.1,Narration,Find the error. (Narration),"Socrates said, “Virtue has its own reward.” ",Socrates said that virtue had its own rewards. ,Socrates said that virtue is its own reward. ,Socrates said that virtue has its own reward. ,Socrates said that virtue was its own reward.,C
125,3.1,Narration,Find the error. (Narration),"He said to the interviewer, “Could you please repeat the question ?” ",He requested the interviewer if he could please repeat the question. ,He requested the interviewer to please repeat the question. ,He requested the interviewer to repeat the question. ,He requested the interviewer if he could repeat the question.,D
126,3.1,Narration,Find the error. (Narration),"He said, “it used to be a lovely, quiet street.”","He said that it used to be a lovely, quiet street. ","He pointed out that it had used to be a lovely, quiet street. ","He said that there used to be a lovely, quiet street. ","He inquired whether there was a lovely, quiet street.",A
127,3.1,Narration,Find the error. (Narration),The Prime Minister said that no one would be allowed to disturb the peace.,"The Prime Minister said, “We shall not allow anyone to disturb the peace.” ","The Prime Minister said, “We would not allow no one to disturb the peace.” ","The Prime Minister said, “No one will disturb the peace.” ","The Prime Minister said, “No one can disturb the peace.”",A
128,3.1,Narration,Find the error. (Narration),"The spectators said, “Bravo ! Well done, players.” ",The spectators shouted that the players were doing very well. ,The spectators exclaimed with joy that the players were doing very well. ,The spectators applauded the players saying that they had done well. ,The spectators applauded the players joyfully to do well.,C
129,3.1,Narration,Find the error. (Narration),"“How clever of you to have solved the puzzle so quickly,” said the mother.",The mother exclaimed admiringly that it was very clever of him to have solved the puzzle so quickly.,The mother expressed that he was so clever to have solved the puzzle quickly. ,The mother told that he was very clever in solving the puzzle so quickly.,The mother exclaimed with joy that he was clever enough to solve the puzzle so quickly.,A
130,3.1,Narration,Find the error. (Narration),He said he goes for a walk every morning. ,"He said, “I went for a walk every morning.” ","He said, “I go for a walk every morning.”","He said, “I will go for a walk every morning.”","He said, “He goes for a walk every morning.”",B
131,3.1,Narration,Find the error. (Narration),"I reiterated, “I don’t care about the job.”",I reiterated I didn’t care about the job. ,I said again and again I didn’t care about the job. ,I reiterated that I did not care about the job. ,I repeatedly said that I cared about the job.,C
132,3.1,Narration,Find the error. (Narration),"I said to my brother, “Let us go to some hill station for a change.”",I suggested to my brother that they should go to some hill station for a change. ,I suggested to my brother that we should go to some hill station for a change. ,I suggested to my brother that let us go to some hill station for a change.,I suggested to my brother that let them go to some hill station for a change.,B
133,3.1,Narration,Find the error. (Narration),I wondered how many discoveries went unheeded ? ,"I said, “How many discoveries have gone unheeded?” ","I said, “How many discoveries went unheeded?” ","I said, “Do discoveries go unheeded ?” ","I said, “How many discoveries go unheeded?”",D
134,3.1,Narration,Find the error. (Narration),"“Call the first witness”, said the judge. ",The judge commanded to call the first witness. ,The judge commanded them to call the first witness. ,The judge commanded that the first witness be called. ,The judge commanded the first witness to be called.,C
135,3.1,Narration,Find the error. (Narration),"The queen said to her son, “You must go to the forest and remain there till your father calls you back.” ",The queen ordered her son to go to the forest and remain there till his father calls him back. ,The queen told her son that he must go to the forest and remain there till his father called him back. ,The queen told his son that you must go to the forest and remain there till you father called you back.,The queen told her son to go to the forest and remained there till his father called him back.,B
136,3.1,Narration,Find the error. (Narration),"I said to her, “All your faults will be pardoned if you confess them.” ",I told her that all her faults will be pardoned if you confess them. ,I told her that all her faults would be pardoned if she confessed them. ,I told her that all her faults will have to be pardoned if she confessed them. ,I told her that all her faults would have to be pardoned if she confessed them.,B
137,3.1,Narration,Find the error. (Narration),"He said to Sarika, “When do you intend to pay back the money you borrowed from me ?”",He enquired Sarika when did she intend to pay back the money she borrowed from him. ,He enquired Sarika when she intended to pay back the money she borrowed from him. ,He enquired Sarika when she intended to pay back the money she had borrowed from him. ,He enquired when Sarika intended to pay back the money she borrowed from him.,C
138,3.1,Narration,Find the error. (Narration),"“Let’s give a party”, said Juhi. “Let’s not” said her husband. ",Juhi suggested giving a party but her husband answered in the negative. ,Juhi suggested giving a party but her husband opposed the idea. ,Juhi suggested giving a party but her husband contradicted her. ,Juhi suggested giving a party but her husband refused.,B
139,3.1,Narration,Find the error. (Narration),"“So help me Heaven !” he cried, “I never steal again.”",He wanted Heaven to help him so that he would never steal again. ,He exclaimed to Heaven that he would never steal again. ,He exclaimed Heaven to help him that he would never steal again.,He called upon Heaven to witness his resolve never to steal again.,D
140,3.1,Narration,Find the error. (Narration),"She said, “I’ll give you Rs. 100/- to keep your mouth shut.” ",She said that she would give him Rs. 100/- to keep his mouth shut. ,She offered him Rs. 100/- to keep his mouth shut. ,She suggested to him that she would give him Rs. 100/- to keep his mouth shut.,She proposed that she would give him Rs. 100/- to keep his mouth shut.,D
141,3.1,Narration,Find the error. (Narration),"“From one of the windows of my flat I can see the Qutub Minar”, said my friend. ",My friend told that from one of the windows of his flat he could see he Qutub Minar. ,My friend said that from one of the windows of his flat he can see the Qutub Minar. ,My friend said that from one of the windows of his flat he could see the Qutub Minar. ,My friend told that from one of the windows of his flat he can see the Qutub Minar.,C
142,3.1,Narration,Find the error. (Narration),"The teacher said to the student, “Why were you absent yesterday?” ",The teacher asked the student why had been the about the previous day. ,The teacher asked the student why had he been absent the previous day. ,The teacher informed the student that why he had been absent the next day.,The teacher asked the student why he had been absent the previous day.,D
143,3.1,Narration,Find the error. (Narration),"The teacher said to Ashok, “I shall report the matter to the Principal if you misbehave again.” ",The teacher told Ashok that he would be reporting the matter to the Principal if he misbehaved again. ,The teacher warned Ashok that he would report the matter to Principal if he misbehaved again.,The teacher threatened Ashok to report the matter to the Principal if he would misbehave again. ,The teacher cautioned Ashok about reporting the matter to the Principal if he misbehaved again.,B
144,3.1,Narration,Find the error. (Narration),"“Suppose your children go out for a nice long walk”, she said.",She proposed that the children went out for a nice long walk. ,She advised that the children go out for a nice long walk. ,She suggested that the children go out for a nice long walk.,She suggested that the children should go out for a nice long walk.,D
145,3.1,Narration,Find the error. (Narration),“Do you want balloons ?” he said to the child.,He asked the child if it wanted balloons.,He asked the child whether it had wanted balloons. ,He asked the child did it want balloons.,He asked the child if it would want balloons.,A
146,3.1,Narration,Find the error. (Narration),"She said, “How ugly I look in this dress !” ",She said that how ugly she was looking in that dress. ,She exclaimed how ugly she looked in that dress.,She expressed how ugly she look in that dress. ,She exclaimed that she looked very ugly in that dress.,D
147,3.1,Narration,Find the error. (Narration),"She said, “You can leave the books here.”",She said that they can leave the books there. ,She said that they could leave the books there. ,She said that they can leave the books here. ,She said that they could leave the books here.,B
148,3.1,Narration,Find the error. (Narration),"My friend said, “I am leaving today.”",My friend said that he is leaving today. ,My friend said that he was leaving today. ,My friend said that he leaves today. ,My friend said that he was leaving that day.,D
149,3.1,Narration,Find the error. (Narration),"The commander said to the army, “March forward.” ",The commander asked the army march forward. ,The commander ordered the army to march forward. ,The commander requested the army to go forward. ,The army requested the commander to march.,B
150,3.1,Narration,Find the error. (Narration),"She said to me, “What can I do for you ?” ",She asked me what she could do for me. ,She asked me what can she do for me. ,She asked me what she can do for me. ,She asked me whether she can do anything for me.,A
151,3.1,Narration,Find the error. (Narration),"He said, “Alas ! I am undone !” ",He said that it was his undoing.,He exclaimed pathetically that he was undone. ,He stated that he was undone. ,He cried that he was being undone.,B
152,3.1,Narration,Find the error. (Narration),"“I shall unlock the secrets of their success”, he said. ",He said that he shall unlock the secrets of their success. ,He said that he should unlock the secrets of their success.,He said that he would unlock the secrets of their success.,He said that he will unlock the secrets of their success.,C
153,3.1,Narration,Find the error. (Narration),"‘I wonder what he wants of us,” said Quint. ",Quint said that he was wondering what he wanted of them. ,Quint said that he wondered what he wanted of us. ,Quint said he wondered what he wants of us. ,Quint said that he wondered what he wanted of them.,D
154,3.1,Narration,Find the error. (Narration),"Bholu said, “I want to eat a good mango one of these day.”",Bholu said he want to eat a good mango one of these days. ,Bholu said that he wanted to eat a good mango one of those days.,Bholu said that he wants to eat a good mango one of those days. ,Bholu said that he wanted to eat a good mango one of these days.,B
155,3.1,Narration,Find the error. (Narration),"He said, “I intend to leave for Delhi tonight.” ",He said that he will intend to leave for Delhi tonight. ,He said that he should intend to leave for Delhi that night. ,He said that he intended to leave for Delhi that night. ,He said that his intention is to leave for Delhi tonight.,C
156,3.1,Narration,Find the error. (Narration),"He said, “The sun rises in the east.” ",He said that the sun rised in the east. ,He said that the sun rises in the east. ,He said that the sun will rise in the east. ,He said that the sun may rise in the east.,B
157,3.1,Narration,Find the error. (Narration),"Ram asked Krishna, “Where are you going today ?” ",Ram asked Krishna where he was going that day. ,Ram asked Krishna as to where he was going on the previous day. ,Ram asked Krishna where was he going the next day. ,Ram asked Krishna where was he going the day before.,A
158,3.1,Narration,Find the error. (Narration),"He said, “What a fool Tom is !” ",He exclaimed that he was a big fool. ,He exclaimed that Tom was a big fool. ,He wondered what kind of a fool Tom was. ,He claimed that Tom was a big fool.,B
159,3.1,Narration,Find the error. (Narration),“What kind of scheme do you have ?” Amrit asked the insurance agent. ,Amrit asked the insurance agent what kind of scheme he/she had. ,Amrit asked the insurance agent what kind of scheme he/she was. ,Amrit asked the insurance agent what kind of scheme he/she is having.,Amrit asked the insurance agent what kind of scheme he/she was having.,A
160,3.1,Narration,Find the error. (Narration),"The doctor said the patient, “Take complete rest.”",The doctor told to the patient that take complete rest. ,The doctor advised the patient to take complete rest. ,The doctor suggested the patient to take complete rest. ,The doctor asked the patient take complete rest.,B
161,3.1,Narration,Find the error. (Narration),"Mini said to me, “I have bought this flat for my mother.” ",Mini told that she had bought that flat for her mother. ,Mini said that she bought that flat for her mother. ,Mini said she has bought that flat for her mother. ,Mini told me that she had bought that flat for her mother.,D
162,3.1,Narration,Find the error. (Narration),"He said, “I will come again.” ",He said that he will come again. ,He says he is coming again. ,He says he’ll come again.,He said that he would come again.,D
163,3.1,Narration,Find the error. (Narration),"“Don’t do any more work until you have had a rest,” her mother advised her. ",Her mother advised her not to do any more work until she has had a rest. ,Her mother advised her not to do any more work until she had had a rest. ,Her mother advised her that she should not do any more work until she had a rest. ,Her mother advised her that she need not do any more work until she had had a rest.,B
164,3.1,Narration,Find the error. (Narration),"“Make me another suit like this,” he said to the tailor.",He asked the tailor to make him another suit like this. ,He asks the tailor to make him another suit like this. ,He asked the tailor to make him another suit like that. ,He asked the tailor to make me another suit like this.,C
165,3.1,Narration,Find the error. (Narration),"My principal told me, “Don’t conduct any test tomorrow.” ",My principal told me no to conduct any test tomorrow. ,My principal told me not to conduct any test tomorrow.,My principal ordered me don’t conduct any test. ,My principal ordered me no to conduct any test the next day.,D
