,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
208,2.8,Voice,One cannot expect children to understand these problems. ,Children cannot be expected to understand these problems. ,Children to understand these problems cannot be expected. ,Children cannot be expected to be understood these problems.,To understand these problems can not be expect from children by one.,A,Change the voice of sentence.
209,2.8,Voice,We found him a good wife.,He was found a good wife by us. ,A good wife was found out by them. ,A good wife found him. ,A good wife was being found by us.,A,Change the voice of sentence.
210,2.8,Voice,You will be taken care of by me.,I will be taking care of you. ,I would take care of you. ,I will take care of you.,I will being take care of you.,C,Change the voice of sentence.
211,2.8,Voice,Promises should be kept. ,You must keep the promises.,We must keep the promises. ,Keep the promises.,One should keep one’s promises.,D,Change the voice of sentence.
212,2.8,Voice,Circumstances forced him to resign his post.,Circumstances make him to resign his post. ,He was forced to resign his post. ,He is forced to resign his post. ,He is forced and resigned his post.,B,Change the voice of sentence.
213,2.8,Voice,He would have written this essay in time. ,The essay was written on time. ,This essay would have been written by him in time. ,The essay was written by him in time. ,He wrote the essay on time.,B,Change the voice of sentence.
214,2.8,Voice,They will laugh at you. ,You will have been laughed at by them.,You can be laughed at by them. ,You may be laughed at by them. ,You will be laughed at by them.,D,Change the voice of sentence.
215,2.8,Voice,Trespassers shall be prosecuted.,The authorities might prosecute trespassers. ,The authorities can prosecute trespassers. ,The authorities shall prosecute trespassers.,The authorities may prosecute trespasser.,C,Change the voice of sentence.
216,2.8,Voice,The waiter filled the glasses with water.,The water were filled in the glasses by waiter.,The glasses filled with water by the waiter.,The glasses were filled with water by the waiter. ,The waiter was filled the glasses with water.,C,Change the voice of sentence.
217,2.8,Voice,She took the dog for a walk. ,The dog took a walk by her.,The dog was taken for a walk by her. ,The dog took her for a walk. ,The dog was took for walk.,B,Change the voice of sentence.
218,2.8,Voice,He was driving the car so fast that it skidded on the snowy road.,The car has been driven by him so fast that it skidded on the snowy road. ,The car was driven by him so fast that it skidded on the snowy road.,The car was being driven by him so fast that it skidded on the snowy road. ,The car had been driven by him so fast that it skidded on the snowy road.,C,Change the voice of sentence.
219,2.8,Voice,He picked up the telephone and dialled the police number.,The telephone was being picked up and the police number dialled. ,The telephone was picked up and the police number was dialled. ,The telephone had been picked up and the police number dialled.,The telephone has been picked up and the police number dialled.,B,Change the voice of sentence.
220,2.8,Voice,An i-pod has been bought by Anubhav’s mother.,Anubhav’s mother was engaged in buying an i-pod. ,Anubhav’s mother had bought an i-pod. ,Anubahv’s mother has been buying an i-pod.,Anubhav’s mother has bought an i-pod.,D,Change the voice of sentence.
221,2.8,Voice,I took care of his dog.,His dog was taken care by me.,His dog is taken care by me. ,His dog is taken care of by me. ,His dog was taken care of by me.,D,Change the voice of sentence.
222,2.8,Voice,The washerman will return the clothes in the evening.,The clothes will have to be returned by the washerman  in the evening.,The clothes will be returned by the washerman in the evening.,The clothes will return by the washerman in the evening. ,In the evening the clothes will have been returned by the washerman.,B,Change the voice of sentence.
223,2.8,Voice,Some girls were cleaning their dormitories.,The dormitories were cleaned by some girls.,The dormitories will have been cleaned by some girls. ,The dormitories were being cleaned by some girls. ,The dormitories are being cleaned by some girls.,C,Change the voice of sentence.
224,2.8,Voice,The invitation cards will be sent today. ,They will sent the invitation cards today. ,They will have sent the invitation cards today.,They will send the invitation cards today. ,They will be sending the invitation cards today.,C,Change the voice of sentence.
225,2.8,Voice,She had baked several cakes for her friends.,She has several cakes to be baked for her friends. ,Her friends had several cakes baked by her.,Several cakes have been baked by her for her friends.,Her friends baked several cakes for her.,C,Change the voice of sentence.
226,2.8,Voice,We believe that God gives us misery. ,It was believed that God gave us misery.,It has been believed that God gives us misery.,It is believed that God gives us misery. ,It is a belief that God gives us misery.,C,Change the voice of sentence.
227,2.8,Voice,A lot of saplings have been planted by the chief guest.,The chief guest is planting a lot of saplings. ,The chief guest has planted a lot of saplings. ,The chief guest have planted a lot of saplings. ,The chief guest has been planting a lot of saplings.,B,Change the voice of sentence.
228,2.8,Voice,The Prime Minister has discussed the matter with the other ministers. ,The matter was discussed by the Prime Minister with the other ministers.,The matter is discussed by the Prime Minister with the other ministers. ,The matter had been discussed by the Prime Minister with the other ministers. ,The matter has been discussed by the Prime Minister with the other ministers.,D,Change the voice of sentence.
229,2.8,Voice,The people call him a fool.,He has been called a fool. ,He is called a fool by the people. ,The people have been calling him a fool. ,We all people have called him a fool.,B,Change the voice of sentence.
230,2.8,Voice,It is being read by us. ,We are reading it.,It will be read by us. ,We can read it. ,We have to read it.,A,Change the voice of sentence.
231,2.8,Voice,He had committed a mistake. ,A mistake had committed by him. ,A mistake was committed by him. ,A mistake had been committed by him. ,A mistake has been committed by him.,C,Change the voice of sentence.
232,2.8,Voice,The most useful training of my career was given to me by my boss.,My boss has been giving me the most useful training of my career.,My boss gives me the most useful training.,My boss is giving me the most useful training. ,My boss gave me the most useful training of my career.,D,Change the voice of sentence.
233,2.8,Voice,We have decided to open a new branch.,To open a new branch was decided by us. ,To be opened a new branch has been decided. ,It has been decided to open a new branch. ,It may be decided to open a new branch by us.,C,Change the voice of sentence.
234,2.8,Voice,Why did Rakhi break the garden wall ? ,Why the garden wall was broken by Rakhi ? ,Why had the garden wall been broken by Rakhi ? ,Why was the garden wall broken by Rakhi ?,Why will the garden wall be broken by Rakhi ?,C,Change the voice of sentence.
235,2.8,Voice,The students were laughing at the old man.,The old man was being laughed at by the students. ,The old man was laughed at by the students.,The old man was being laughed by the students.,The old man is laughing at the students.,A,Change the voice of sentence.
236,2.8,Voice,He admonished her for the error.,She was admonished by him for the error.,She has been admonished by him for the error. ,She would be admonished by him for the error. ,She is admonished by him for the error.,A,Change the voice of sentence.
237,2.8,Voice,Can we send this big parcel by air ?,Can this big parcel be sent by air ? ,Can this big parcel sent by air ? ,Could this big parcel by sent by air ? ,Could this big parcel sent by us by air ?,A,Change the voice of sentence.
238,2.8,Voice,The boys saved many girls from drowning. ,Many girls are saved from drowning by the boys. ,Many girls are being saved from drowning by the boys. ,Many girls were saved from drowning by the boys. ,Many girls have been saved from drowning.,C,Change the voice of sentence.
239,2.8,Voice,He arranged the furniture in the house according to the decorator’s plans. ,The furniture was arranged in the house according to the decorator’s plans.,The furniture was being arranged in the house according  to the decorator’s plans. ,The furniture had been arranged in the house according to the decorator’s plans.,The furniture have been arranged in the house according to the decorator’s plans.,A,Change the voice of sentence.
240,2.8,Voice,Differential Calculus is being learnt by the girl.,The girl has learnt Differential Calculus.,The girl is learning Differential Calculus.,The girls learns Differential Calculus.,The girl was learning Differential Calculus.,B,Change the voice of sentence.
241,2.8,Voice,By Whom is John looked after ?,Who is looking after John ? ,Who looks after John ?,John looks after whom ? ,Whom looks after John ?,B,Change the voice of sentence.
242,2.8,Voice,The horse jumped over the fence. ,The fence was jumped by the horse.,The fence might be jumped over by the horse. ,The fence was jumped over by the horse. ,The fence by the horse was jumped over.,C,Change the voice of sentence.
243,2.8,Voice,To make the batter add one tablespoonful of baking powder to the cake mixture.,One tablespoonful of baking powder could be added to the cake mixture to make the batter. ,Let one tablespoonful of baking powder be added to the cake mixture to make the batter.,Let only one tablespoonful of baking powder be added to the cake mixture to make the batter. ,One tablespoonful of baking powder may be added to the cake mixture to make the batter.,B,Change the voice of sentence.
244,2.8,Voice,I don’t like people telling me what to do. ,I don’t like it when people are telling me what to do. ,I don’t like being told what to do. ,Telling me what to do is what I don’t like.,I don’t like people when they tell me what to do.,B,Change the voice of sentence.
245,2.8,Voice,Bipin was not told about the meeting. ,Somebody did not tell Bipin about the meeting. ,There was nobody who could tell Bipin about the meeting. ,Nobody told Bipin about the meeting. ,The meeting was not told about to Bipin.,C,Change the voice of sentence.
246,2.8,Voice,Have you been shown what to do ?,Have anybody been shown by you what to do ? ,Have anybody been showing you what to do ? ,Has you been shown what to do ? ,Has anybody shown you what to do ?,D,Change the voice of sentence.
247,2.8,Voice,Aditya saw Dinesh shopping at the mall.,Dinesh is seen shopping at the mall by Aditya. ,Dinesh was seen shopping at the mall by Aditya. ,Dinesh was being seen shopping at the mall by Aditya. ,Dinesh is being seen shopping at the mall by Aditya.,B,Change the voice of sentence.
248,2.8,Voice,He wasn’t given the information he needed.,Somebody was not given the information he needed. ,The information he needed wasn’t given to him. ,He needed the information he wasn’t given.,They didn’t give him the information he needed.,D,Change the voice of sentence.
249,2.8,Voice,The accountant took the cheque from the customer. ,The cheque is taken from the customer by the accountant. ,The cheque was taken from the customer by the accountant. ,The customer was taken the cheque by the accountant. ,The cheque had been taken from the custom by the accountant.,B,Change the voice of sentence.
250,2.8,Voice,The gatekeeper refused him admittance.,He was refused admittance by the gatekeeper.,Admittance is refused to him by the gatekeeper. ,Admittance was refused by the gatekeeper.,Admittance is refused him by the gatekeeper.,A,Change the voice of sentence.
251,2.8,Voice,Sohan was interviewing the political leaders.,The political leaders were being interviewed by Sohan.,The political leaders was being interviewed by Sohan.,The political leaders are being interviewed by Sohan.,The political leaders is being interviewed by Sohan.,A,Change the voice of sentence.
252,2.8,Voice,The builders have built a perfect dam across the stream. ,A perfect dam has built by the builders across the stream. ,A perfect dam has been built by the builders across the stream. ,A perfect dam have been built by the builders across the stream. ,A perfect dam was being built by the builders across the stream.,B,Change the voice of sentence.
253,2.8,Voice,They should follow all the instructions carefully.,All the instructions are carefully followed by them. ,All the instructions should be carefully followed by them. ,All the instructions have to be followed by them. ,All the instructions can be carefully followed by them.,B,Change the voice of sentence.
254,2.8,Voice,Spain expected to win the world cup.,The world cup was expected to be won by Spain. ,It was expected by Spain to win the world cup. ,To win the world cup has been expected by Spain. ,Spain expected that the world cup be won by it.,B,Change the voice of sentence.
255,2.8,Voice,"After taking her to the hospital, I dropped her at her place.","After being taken to the hospital, she was dropped at her place by me. ","After been taken to the hospital, she was dropped at her place by me. ",After being taken she was sent to hospital and dropped at her place by me.,"After being taken to the hospital, she was dropped on her place by me.",A,Change the voice of sentence.
256,2.8,Voice,Have this lock broken.,Break this lock.,Get someone to break this lock. ,Let this lock be broken. ,Have broken this lock be.,B,Change the voice of sentence.
257,2.8,Voice,Think before you speak.,Let thinking be done before you speak. ,Let speaking be not done before you think. ,You are advised to think before you speak. ,You are requested to think before you speak.,C,Change the voice of sentence.
258,2.8,Voice,The case is being investigated by the police alongwith the CBI.,The police alongwith the CBI are investigating the case.,The police alongwith the CBI is investigating the case.,The police alongwith the CBI was investigating the case. ,The police alongwith the CBI were investigating the case.,A,Change the voice of sentence.
259,2.8,Voice,Shut the door and go away.,Let the door be shut and you are ordered to go away.,You are ordered to go away and shut the door.,Let the door be shut and let you be gone.,Shut the door and let you be gone.,A,Change the voice of sentence.
260,2.8,Voice,Your proposal was objected to and everyone laughed at you. ,Everyone objected you proposal and laughed at you. ,Everyone objected to your proposal and you were laughed at. ,Everyone objected to and laughed at you and your proposal. ,You proposal was objected and you were laughed.,B,Change the voice of sentence.
261,2.8,Voice,Let everyone be given a chance.,Give everyone a chance. ,Give a chance for everyone. ,Let a chance be given to everyone.,I will give up a chance.,A,Change the voice of sentence.
262,2.8,Voice,Do not make a noise. ,Let a noise be made not. ,You are requested to not make a noise. ,You are ordered to not make a noise. ,You are forbidden to make a noise.,D,Change the voice of sentence.
263,2.8,Voice,People are raising a hue and cry and are breaking the furniture.,A hue and cry is being raised and the furniture is being broken by the people. ,A hue and cry is being raised and the furniture are being broken by the people. ,Hue and cry and the furniture is being broken.,A hue and cry has been raised and the furniture has been broke.,A,Change the voice of sentence.
264,2.8,Voice,It is impossible to do this.,This is impossible to be done.,To do this by it is impossible.,It is impossible to have done this. ,It couldn’t be done.,A,Change the voice of sentence.
265,2.8,Voice,What amused you ?,What you are made to amuse by ?,By what are you being amused ?,What were you amused at ?,By what have you been amused ?,C,Change the voice of sentence.
266,2.8,Voice,Smoke and flames engulfed the area and made rescue operations difficult. ,The area was engulfed in smoke and flames and make rescue operations difficult.,The area was engulfed in smoke and flames making rescue operations difficult.,The area has been engulfed in smoke and flames and made rescue operations difficult.,The area was engulfed in smoke and flames and rescue operations were made difficult.,D,Change the voice of sentence.
267,2.8,Voice,He asked me to finish the work in time.,I was asked that I should finish the work in time. ,He asked me that I should finish the work in time.,I was asked to finish the work in time.,I was asked to finished the work in time by him.,C,Change the voice of sentence.
268,2.8,Voice,Quinine tastes bitter. ,Quinine is bitter when it is tasted. ,Quinine is bitter tested. ,The taste of quinine is bitter.,Quinine is tasted bitter.,A,Change the voice of sentence.
269,2.8,Voice,The vintage cars hold a special place in the hearts of their owners.,A special place in the hearts of the vintage car owners is held by them.,A special place was held by the vintage cars in the hearts of their owners. ,A special place is held by the vintage cars in the hearts of their owners. ,A special place is being held by the vintage cars in the hearts of their owners.,C,Change the voice of sentence.
270,2.8,Voice,Shut the door and leave.,Let the door be shut and you are ordered to leave. ,Let the door be shutted and you are ordered to leave.,Let the door be shut and you be left.,Let be the door shut and you are ordered to leave.,A,Change the voice of sentence.
271,2.8,Voice,Who knows you ? ,By whom are you known ? ,Whom are you known by ?,To whom are you known ?,Who are you known ?,C,Change the voice of sentence.
272,2.8,Voice,Help others but do not expect anything in return. ,You are advised to help others and expect anything in return. ,Let others be helped and expect nothing in return. ,You were advised to help others and expect anything in return.,You are advised to help others but forbidden to expect anything in return.,D,Change the voice of sentence.
273,2.8,Voice,We are taught English here.,A teacher teaches us English here. ,English is taught here.,A lady teaches us English here.,You teach us English here.,A,Change the voice of sentence.
274,2.8,Voice,The news surprised us.,We were surprised at the news.,We were surprised by the news. ,We were surprised with the news. ,We were surprised on the news.,A,Change the voice of sentence.
275,2.8,Voice,He doesn’t like people to call him cheat.,He doesn’t like to be called a cheat.,He doesn’t like to be call is a cheat. ,He doesn’t like anyone to call him cheat.,To call cheat is not like by him.,A,Change the voice of sentence.
276,2.8,Voice,You must hit the nail on the head. ,The nail must hit on the head. ,The nail must be hit on the head.,The nail has to be hit on the head. ,The nail on the head must be hit.,B,Change the voice of sentence.
277,2.8,Voice,Those mangoes smell sweet.,Those mangoes are sweet when they are smell. ,Those mangoes are sweet when they are smelt. ,Those mangoes were sweet when those are smelt.,Sweet are smelt by those mangoes.,B,Change the voice of sentence.
278,2.8,Voice,The little boy asked the man the way to Athens.,The man has been asked the way to Athens by the little boy. ,The man was asked the way to Athens by the little boy. ,The man was being asked the way to Athens by the little boy. ,The way to Athens was asked by the man from the little boy.,B,Change the voice of sentence.
279,2.8,Voice,A bullet in the chest is adored by the brave. ,The brave adores a bullet in the chest. ,The brave adore a bullet in the chest. ,The brave adored a bullet in the chest. ,The brave have adored a bullet in the chest.,B,Change the voice of sentence.
280,2.8,Voice,Decisions must be taken. ,Decisions should be taken.,We must take decisions.,It is good to take decisions.,We should take decisions.,B,Change the voice of sentence.
281,2.8,Voice,Are they not cheating us ?,Are we not being cheated ? ,Are not we being cheated ? ,Are we being not cheated ? ,Are we being cheated ?,A,Change the voice of sentence.
282,2.8,Voice,Physically challenged people should not be laughed at by the public. ,Physically challenged people should not laugh at the public. ,The public will not be laughing at physically challenged people.,The public shall not be laughing at physically challenged people. ,The public should not laugh at physically challenged people.,D,Change the voice of sentence.
283,2.8,Voice,They say that people live on distant planets. ,It was said that people live on distant planets. ,It is being said that people live on distant planets. ,It is said that people live on distant planets. ,It is saying that people live on distant planets.,C,Change the voice of sentence.
284,2.8,Voice,A detective arrested him as soon as he got home. ,An arrest was made by a detective as soon as he got home. ,He was arrested by a detective as soon as he got home. ,A detective was arrested by him as soon as he got home. ,An arrest was detected by him as soon as he got home.,B,Change the voice of sentence.
285,2.8,Voice,They cooked the food and sent it to the orphanage.,They cooked food was sent to the orphanage by them. ,The food was cooked and sent to the orphanage by them. ,The food was sent to the orphanage by them.,The food was cooked and sent by them.,B,Change the voice of sentence.
286,2.8,Voice,The audience loudly cheered the leader’s speech. ,The leader’s speech was loudly cheered by the audience. ,The leader’s speech in loudly cheered by the audience. ,The audience loudly cheered the leader for his speech. ,The speech of the leader was loudly cheered by the audience.,A,Change the voice of sentence.
287,2.8,Voice,Someone is following us. ,We are following by someone.,We are being followed by someone. ,We were being followed by someone. ,We had been followed by someone.,B,Change the voice of sentence.
288,2.8,Voice,He hasn’t slept in his bed. ,His bed hasn’t been slept in. ,He had not been slept in his bed. ,His bed had been slept in. ,His bed had not been slept in.,A,Change the voice of sentence.
289,2.8,Voice,I was recommended another lawyer.,Somebody recommended another lawyer. ,Somebody recommended me to another lawyer.,Somebody recommended me another lawyer.,Somebody recommends me another lawyer.,C,Change the voice of sentence.
