,cat_num,cat_name,Question,optA,optB,optC,optD,correct,Direction
124,1.1,Antonym,Antique,Obsolete,New,Boutique,Physique,B,Select the antonym.
125,1.1,Antonym,Incredible,Credulous,Probable,Possible,Creditable,A,Select the antonym.
126,1.1,Antonym,Evident,Suspected,Disagreed,Doubtful,Unimportant,C,Select the antonym.
127,1.1,Antonym,Adamant,Yielding,Permissive,Liberal,Tolerant,C,Select the antonym.
128,1.1,Antonym,Professional,Novice,Amateur,Dabbler,Apprentice,B,Select the antonym.
129,1.1,Antonym,Callous,Persuasive,Caring,Gentle,Sensitive,D,Select the antonym.
130,1.1,Antonym,Duplicity,Complexity,Honesty,Serenity,Originality,D,Select the antonym.
131,1.1,Antonym,Opaque,Brilliant,Bright,Clear,Lustrous,C,Select the antonym.
132,1.1,Antonym,Jocular,Merry,Morose,Jugular,Juggler,B,Select the antonym.
133,1.1,Antonym,Hinder,Encourage,Acknowledge,Promote,Instruct,A,Select the antonym.
134,1.1,Antonym,Uncompromising,Courteous,Flexible,Awesome,Soft,B,Select the antonym.
135,1.1,Antonym,Obvious,Simple,Clear,Difficult,Vague,D,Select the antonym.
136,1.1,Antonym,Implicit,Explicit,Implied,Explained,Exquisite,A,Select the antonym.
137,1.1,Antonym,Capture,Catch,Detain,Liberate,Stop,C,Select the antonym.
138,1.1,Antonym,Repulsive,Attractive,Offensive,Defensive,Pensive,A,Select the antonym.
139,1.1,Antonym,Misery,Sorry,Careless,Joy,Content,C,Select the antonym.
140,1.1,Antonym,Stimulate,Encourage,Discourage,Tempt,Instigate,B,Select the antonym.
141,1.1,Antonym,Reveal,Congeal,Conceal,Control,Concoct,B,Select the antonym.
142,1.1,Antonym,Deliberate,Unconditional,Unintentional,Unilateral,Emotional,B,Select the antonym.
143,1.1,Antonym,Perilous,Pitiable,Difficult,Safe,Comfortable,C,Select the antonym.
144,1.1,Antonym,Disputable,Undisputable,Indisputable,Nondisputable,Adisputable,B,Select the antonym.
145,1.1,Antonym,Meticulous,Unmerited,Unimaginative,Carefree,Careless,D,Select the antonym.
146,1.1,Antonym,Dim,Transparent,Luminous,Opaque,Dazzling,B,Select the antonym.
147,1.1,Antonym,Genuine,Genius,Honest,Affected,Fictitious,D,Select the antonym.
148,1.1,Antonym,Repel,Attract,Interest,Tempt,Like,A,Select the antonym.
149,1.1,Antonym,Bold,Cautious,Timid,Rude,Proud,B,Select the antonym.
150,1.1,Antonym,Detest,Test,Dislike,Like,Interest,C,Select the antonym.
151,1.1,Antonym,Intentional,Accidental,Undecided,Concentrated,Broken,A,Select the antonym.
152,1.1,Antonym,Commence,Start,Schedule,Conclude,Dissolve,C,Select the antonym.
153,1.1,Antonym,Expand,Contract,Contrast,Consist,Controvert,A,Select the antonym.
154,1.1,Antonym,Prosperity,Propriety,Property,Adversity,Perspicacity,C,Select the antonym.
155,1.1,Antonym,Brittle,Weak,Strong,Fragile,Bright,B,Select the antonym.
156,1.1,Antonym,Callous,Rude,Insensitive,Indifferent,Sympathetic,D,Select the antonym.
157,1.1,Antonym,Dishevelled,Composed,Tidy,Confident,Jovial,B,Select the antonym.
158,1.1,Antonym,Impede,Obstruct,Advance,Linger,Guarantee,B,Select the antonym.
159,1.1,Antonym,Perilous,Carefree,Impetuous,Safe,Impure,C,Select the antonym.
160,1.1,Antonym,Autonomous,Self-government,Dependent,Defensive,Neutral,B,Select the antonym.
161,1.1,Antonym,Deceitful,Sincere,Useful,Plain,Honest,D,Select the antonym.
162,1.1,Antonym,Exonerate,Admit,Release,Charge,Reject,C,Select the antonym.
163,1.1,Antonym,Exaggerate,Underwrite,Understate,Ignore,Condemn,B,Select the antonym.
164,1.1,Antonym,Controversial,Indisputable,Restrained,Controlled,Appeasing,A,Select the antonym.
165,1.1,Antonym,Infirmity,Employment,Indisposition,Strength,Weakness,C,Select the antonym.
166,1.1,Antonym,Feasible,Useful,Impractical,Uneven,Important,B,Select the antonym.
167,1.1,Antonym,Meticulous,Forgetful,Destructive,Careless,Flagrant,C,Select the antonym.
168,1.1,Antonym,Synthetic,Natural,Plastic,Cosmetic,Apathetic,A,Select the antonym.
169,1.1,Antonym,Accord,Disagreement,Welcome,Disrespect,Conformity,A,Select the antonym.
170,1.1,Antonym,Liberty,Serenity,Slavery,Serfdom,Subordination,D,Select the antonym.
171,1.1,Antonym,Disorderly,Chaotic,Organized,Adjusted,Arranged,D,Select the antonym.
172,1.1,Antonym,Elevation,Reduction,Humiliation,Depression,Debasement,D,Select the antonym.
173,1.1,Antonym,Glossy,Dull,Shining,Weary,Tired,A,Select the antonym.
174,1.1,Antonym,Appropriate,Dissimilar,Incomparable,Unsuitable,Desperate,C,Select the antonym.
175,1.1,Antonym,Mammoth,Quiet,Significant,Huge,Small,D,Select the antonym.
176,1.1,Antonym,Invincible,Small,Invisible,Vulnerable,Reachable,C,Select the antonym.
177,1.1,Antonym,Inoffensive,Sensitive,Organic,Sensible,Rude,D,Select the antonym.
178,1.1,Antonym,Divulge,Conceal,Disguise,Oppress,Reveal,A,Select the antonym.
179,1.1,Antonym,Discord,Harmony,Serenity,Acceptance,Placidity,C,Select the antonym.
180,1.1,Antonym,Opaque,Dim,Transparent,Filmy,Muddy,B,Select the antonym.
181,1.1,Antonym,Intentional,Purposely,Mediated,Accidental,Calmly,C,Select the antonym.
182,1.1,Antonym,Harmony,Destruction,Conformity,Discord,Reconciliation,C,Select the antonym.
183,1.1,Antonym,Pleasure,Pain,Happiness,Joy,Leisure,A,Select the antonym.
184,1.1,Antonym,Humane,Kind,Cruel,Loving,Human,B,Select the antonym.
185,1.1,Antonym,Laceration,Convalescene,Recouperation,Healing,Palpitation,C,Select the antonym.
186,1.1,Antonym,Implicate,Disentangle,Impersonate,Complicate,Impose,A,Select the antonym.
187,1.1,Antonym,Ingest,Disrupt,Disgorge,Dismiss,Display,B,Select the antonym.
188,1.1,Antonym,Heretical,Contradictory,Doubtful,Impious,Orthodox,A,Select the antonym.
189,1.1,Antonym,Philistine,Cultured,Libertine,Sober,Educated,C,Select the antonym.
190,1.1,Antonym,Blessing,Dull,Curse,Hurt,Harsh,B,Select the antonym.
191,1.1,Antonym,Accomplish,Fail,Improper,Disagreeable,Scatter,A,Select the antonym.
192,1.1,Antonym,Famous,Obscure,Eminent,Lenient,Fabulous,A,Select the antonym.
193,1.1,Antonym,Orderly,Unclear,Valueless,Chaotic,Incomplete,C,Select the antonym.
194,1.1,Antonym,Gloomy,Radiant,Fragrant,Melodious,Illusory,A,Select the antonym.
195,1.1,Antonym,Bravery,Savagery,Cowardice,Cowardly,Heroism,B,Select the antonym.
196,1.1,Antonym,Affluent,Famous,Insignificant,Poor,Skilled,C,Select the antonym.
197,1.1,Antonym,Obscure,Vacant,Seldom,Distinct,Unusual,C,Select the antonym.
198,1.1,Antonym,Ambiguous,Concealed,Precise,Complete,Magnified,B,Select the antonym.
199,1.1,Antonym,Keen,Blunt,Foolish,Insipid,Plain,A,Select the antonym.
200,1.1,Antonym,Affable,Pleasant,Surly,Weak,Unknown,B,Select the antonym.
201,1.1,Antonym,Ruefully,Cheerfully,Regretfully,Thoughfully,Hopefully,A,Select the antonym.
202,1.1,Antonym,Exasperating,Soothing,Successful,Annoying,Distressing,A,Select the antonym.
203,1.1,Antonym,Emaciated,Healthy,Luxurious,Intelligent,Sympathetic,A,Select the antonym.
204,1.1,Antonym,Aberration,Regularity,Commonality,Particularity,Normality,B,Select the antonym.
205,1.1,Antonym,Diligent,Confident,Hardworking,Lazy,Shy,C,Select the antonym.
206,1.1,Antonym,Steadfast,Staunch,Feeble,Faint,Wavering,D,Select the antonym.
207,1.1,Antonym,Conceited,Proud,Honest,Modest,Modern,C,Select the antonym.
208,1.1,Antonym,Deterrent,Determinant,Detriment,Encouragement,Enrichment,C,Select the antonym.
209,1.1,Antonym,Spurious,Truthful,Authentic,Credible,Original,D,Select the antonym.
210,1.1,Antonym,Asceticism,Comfort,Luxury,Anti-semitism,Humility,B,Select the antonym.
211,1.1,Antonym,Enduring,Fleeting,Painful,Permanent,Long lasting,A,Select the antonym.
212,1.1,Antonym,Dissolution,Retribution,Establishment,Persuasion,Compliance,B,Select the antonym.
213,1.1,Antonym,Progressive,Repressive,Retrogressive,Repulsive,Aggressive,B,Select the antonym.
214,1.1,Antonym,Unnerved,Confident,Nervous,Hopeful,Anxious,A,Select the antonym.
215,1.1,Antonym,Clamp down,Move up,Let off,Ease off,Ease up,B,Select the antonym.
216,1.1,Antonym,Tacit,Implied,Wise,Expressed,Tactful,C,Select the antonym.
217,1.1,Antonym,Equivocal,Logical,Diplomatic,Clear,Perfidious,C,Select the antonym.
218,1.1,Antonym,Gullible,Susceptible,Cynical,Severe,Sceptical,D,Select the antonym.
219,1.1,Antonym,Ingenious,Clever,Stupid,Sophisticated,Naive,B,Select the antonym.
220,1.1,Antonym,Jettison,Accept,Reward,Preserve,Consent,C,Select the antonym.
221,1.1,Antonym,Ameliorate,Improve,Depend,Soften,Worsen,D,Select the antonym.
222,1.1,Antonym,Grotesque,Natural,Odd,Whimsical,Sinful,A,Select the antonym.
223,1.1,Antonym,Devious,Straight,Obvious,Simple,Superficial,A,Select the antonym.
224,1.1,Antonym,Evanescent,Imminent,Permanent,Coarse,Immanent,B,Select the antonym.
225,1.1,Antonym,Perspicuity,Vagueness,Dullness,Unfairness,Unwillingness,A,Select the antonym.
226,1.1,Antonym,Fervent,Inexcitable,Enduring,Dispassionate,Subdued,D,Select the antonym.
227,1.1,Antonym,Meandering,Sliding,Sloping,Strained,Straight,D,Select the antonym.
228,1.1,Antonym,Florid,Weak,Pale,Monotonous,ugly,B,Select the antonym.
229,1.1,Antonym,Verity,Sanctity,Reverence,Falsehood,Rarity,C,Select the antonym.
230,1.1,Antonym,Gruesome,Macabre,Grim,Repugnant,Pleasant,D,Select the antonym.
231,1.1,Antonym,Desultory,Apologetic,Random,Methodical,Questionable,C,Select the antonym.
232,1.1,Antonym,Putrid,Fresh,Outcome,Freeze,Rigid,A,Select the antonym.
233,1.1,Antonym,Dauntless,Daring,Forgiving,Harsh,Timid,D,Select the antonym.
234,1.1,Antonym,Gingerly,Cautiously,Deliberately,Carelessly,Awfully,C,Select the antonym.
235,1.1,Antonym,Foster,Disappoint,Discourage,Disapprove,Disentangle,B,Select the antonym.
236,1.1,Antonym,Lenient,Strict,Compassionate,Forbearing,Sparing,A,Select the antonym.
237,1.1,Antonym,Vituperative,Abusive,Scurbilous,Harsh,Laudatory,D,Select the antonym.
238,1.1,Antonym,Taciturn,Opaque,Paltry,Malevolent,Loquacious,D,Select the antonym.
239,1.1,Antonym,Mitigate,Alleviate,Facilitate,Aggravate,Mollify,C,Select the antonym.
240,1.1,Antonym,Ameliorate,Decay,Decline,Worsen,Destroy,C,Select the antonym.
241,1.1,Antonym,Vindictive,Careless,Forgiving,Heedless,Refined,B,Select the antonym.
242,1.1,Antonym,Cambaraderie,Curiosity,Ferocity,Impetuosity,Animosity,D,Select the antonym.
243,1.1,Antonym,Devour,Vomit,Reject,Emit,Eject,A,Select the antonym.
244,1.1,Antonym,Fallible,Virtuous,Honest,Perfect,Humble,C,Select the antonym.
245,1.1,Antonym,Advance,Progressed,Outpaced,Recede,Retarded,C,Select the antonym.
246,1.1,Antonym,Enlighten,Slander,Bemoan,Darken,Befog,C,Select the antonym.
247,1.1,Antonym,Exceptional,Great,Occasional,Common,Absorbing,C,Select the antonym.
248,1.1,Antonym,Zeal,Disinterest,Apathy,Carelessness,Hatred,B,Select the antonym.
249,1.1,Antonym,Desecration,Consecration,Discouragement,Despondency,Expectation,A,Select the antonym.
250,1.1,Antonym,Shimmering,Gloomy,Glimmering,Refreshing,Repining,A,Select the antonym.
251,1.1,Antonym,Far-fetched,Wise,Prudent,Familiar,Realistic,D,Select the antonym.
252,1.1,Antonym,Takes off,Travels,Falls,Familiar,Lands,D,Select the antonym.
253,1.1,Antonym,Niggardly,Hastily,Lavishly,Likely,Gorgeously,B,Select the antonym.
254,1.1,Antonym,Melodious,Harmonious,Tuneless,Odious,Mellifluous,B,Select the antonym.
255,1.1,Antonym,Suppress,Stir up,Rouse,Urge,Incite,A,Select the antonym.
256,1.1,Antonym,Loosen,Fasten,Accelerate,Delay,Paste,A,Select the antonym.
257,1.1,Antonym,Rebellion,Forgiveness,Retribution,Submission,Somination,C,Select the antonym.
258,1.1,Antonym,Idiosyncrasy,Insanity,Sanity,Generality,Singularity,C,Select the antonym.
259,1.1,Antonym,Sanguine,Diffident,Hopeless,Cynical,Morose,B,Select the antonym.
260,1.1,Antonym,Sobriety,Moderation,Drunkenness,Dizziness,Stupidity,D,Select the antonym.
261,1.1,Antonym,Extinct,Recent,Distinct,Alive,Ancient,C,Select the antonym.
262,1.1,Antonym,Fiendish,Diabolical,Devilish,Angelic,Friendly,C,Select the antonym.
263,1.1,Antonym,Subsequent,Eventual,Succeeding,Prior,Comparative,C,Select the antonym.
264,1.1,Antonym,Orthodox,Revolutionary,Heretical,Anarchist,Generous,A,Select the antonym.
265,1.1,Antonym,Apparent,Illegible,Hidden,Mysterious,Remote,B,Select the antonym.
266,1.1,Antonym,Alien,Native,Domiciled,Natural,Resident,A,Select the antonym.
267,1.1,Antonym,Futile,Upright,Costly,Eminent,Worthy,D,Select the antonym.
268,1.1,Antonym,Audacious,Meek,Cowardly,Mild,Gentle,B,Select the antonym.
269,1.1,Antonym,Arrogant,Simple,Timid,Civilized,Modest,D,Select the antonym.
270,1.1,Antonym,Despair,Belief,Trust,Hope,Faith,C,Select the antonym.
271,1.1,Antonym,Intoto,Bluntly,Partially,Entirely,Strongly,B,Select the antonym.
272,1.1,Antonym,Protean,Amateur,Catholic,Unchanging,Rapid,C,Select the antonym.
273,1.1,Antonym,Predilection,Acceptance,Attraction,Dislike,Choice,C,Select the antonym.
274,1.1,Antonym,Admonish,Condemn,Bless,Praise,Congratulate,C,Select the antonym.
275,1.1,Antonym,Ephemeral,Eternal,Transitory,Mortal,Temporal,A,Select the antonym.
276,1.1,Antonym,Latent,Unspoken,Later,Implicit,Obvious,D,Select the antonym.
277,1.1,Antonym,Monotonous,Disastrous,Terrifying,Terrible,Interesting,D,Select the antonym.
278,1.1,Antonym,Obscene,Disobedient,Decent,Dislocate,Cautious,B,Select the antonym.
279,1.1,Antonym,Flourish,Perish,Degenerate,Decay,Dismiss,A,Select the antonym.
280,1.1,Antonym,Conform,Differ,Reject,Question,Ignore,A,Select the antonym.
281,1.1,Antonym,Summit,End,Last,Base,Bottom,D,Select the antonym.
282,1.1,Antonym,Obscure,Clear,Bright,Open,Frank,A,Select the antonym.
283,1.1,Antonym,Elegant,Crude,Efficient,Coy,Eloquent,A,Select the antonym.
284,1.1,Antonym,Delusion,Reality,Acceptance,Precision,Fiction,A,Select the antonym.
285,1.1,Antonym,Cursory,Final,Thorough,Classical,Customary,B,Select the antonym.
286,1.1,Antonym,Lackadaisical,Enthusiastic,Intelligent,Classical,Irresponsible,A,Select the antonym.
287,1.1,Antonym,Sublime,Inferior,Deficit,Ridiculous,Crooked,A,Select the antonym.
288,1.1,Antonym,Evident,Definite,Careless,Clear,Obscure,D,Select the antonym.
289,1.1,Antonym,Insolent,Arrogant,Humble,Ashamed,Ignorant,B,Select the antonym.
290,1.1,Antonym,Arid,Cloudy,Juicy,Marshy,Wet,D,Select the antonym.
291,1.1,Antonym,Abundance,Poverty,Wretchedness,Scarcity,Famine,C,Select the antonym.
292,1.1,Antonym,Migrate,Return,Rehabilitate,Transfer,Settle,A,Select the antonym.
293,1.1,Antonym,Convicted,Acquitted,Pardoned,Exempted,Liberated,A,Select the antonym.
294,1.1,Antonym,Curtail,Detail,Enlarge,Promote,Exaggerate,B,Select the antonym.
295,1.1,Antonym,Cumbersome,Heavy,Convenient,Smooth,Automatic,B,Select the antonym.
296,1.1,Antonym,Loquacious,Talkative,Taciturn,Diffident,Bashful,B,Select the antonym.
297,1.1,Antonym,Intelligible,Dull,Foolish,Garbled,Confused,C,Select the antonym.
298,1.1,Antonym,Philanthropist,Philistine,Moralist ,Spendthrift,Miser,D,Select the antonym.
299,1.1,Antonym,Anxious,Fearful,Worried,Calm,Concerned,C,Select the antonym.
300,1.1,Antonym,Atheist,Rationalist,Theologist,Believer,Ritualist,C,Select the antonym.
301,1.1,Antonym,Gigantic,Weak,Fragile,Slight,Tiny,D,Select the antonym.
302,1.1,Antonym,Illicit,Liberal,Intelligent,Lawful,Clear,C,Select the antonym.
303,1.1,Antonym,Callous,Sensitive,Soft,Kind,Generous,A,Select the antonym.
