,cat_num,cat_name,Question,optA,optB,optC,optD,optE,correct
47,2.2,Pronoun,Find the error. (Pronoun),"Only after a lot of persuation,",the illiterate villager allowed,himself’s girl child,to study in the school.,No error,C
48,2.2,Pronoun,Find the error. (Pronoun),The principal spotted Indira,which was sitting in,the canteen at the time when,she should be attending the classes.,No error,B
49,2.2,Pronoun,Find the error. (Pronoun),India needs a value education system,who will inculcate values,among the students and,enrich their personalities.,No error,B
50,2.2,Pronoun,Find the error. (Pronoun),Them were very,disciplined and quite,when the new teacher,entered the classroom.,No error,A
51,2.2,Pronoun,Find the error. (Pronoun),All those whom,were at the concert,could not stop,praising her performance.,No error,A
52,2.2,Pronoun,Find the error. (Pronoun),With this initiative the corporation,hopes to assure the public that,it is confident of providing good service,and renewing their faith with the public transport system.,No error,D
53,2.2,Pronoun,Find the error. (Pronoun),This is the woman,that always wears,a black shawl,to work.,No error,B
54,2.2,Pronoun,Find the error. (Pronoun),Most of people which,have been victims,of extreme violence,are too frightened to report it to the police.,No error,A
55,2.2,Pronoun,Find the error. (Pronoun),A good friend of,me has been,in London for twenty years.,No error,Noopt,B
56,2.2,Pronoun,Find the error. (Pronoun),Everyone section of,the society is feeling,the pinch,of rising prices and corruption.,No error,A
57,2.2,Pronoun,Find the error. (Pronoun),You should,avail of every opportunity,to practise your skill.,No error,Noopt,B
58,2.2,Pronoun,Find the error. (Pronoun),The Consumer Forum direction the power corporation to,compensate a complaint for the inconvenience,and mental agony who he had to suffer,because of the power officials’ irresponsible attitude.,No error,C
59,2.2,Pronoun,Find the error. (Pronoun),You and myself,will enjoy the party,to be arranged in honour of,the new chief manager.,No error,A
60,2.2,Pronoun,Find the error. (Pronoun),It is easier,to talk about a problem,than it is to resolve.,No error,Noopt,C
61,2.2,Pronoun,Find the error. (Pronoun),In spite of its,"small size, these cameras",take very good pictures.,No error,Noopt,A
62,2.2,Pronoun,Find the error. (Pronoun),Those of us who are,over fifty years old should,get their blood pressure tested regularly.,No error,Noopt,C
63,2.2,Pronoun,Find the error. (Pronoun),The oxygen concentration,in the lungs is higher,than the blood.,No error,Noopt,C
64,2.2,Pronoun,Find the error. (Pronoun),I have come to know,that the conference was unanimous,in their decision.,No error,Noopt,C
65,2.2,Pronoun,Find the error. (Pronoun),Anyone willing to enroll,in the program should send in,their application before the fifteenth of the month.,No error,Noopt,C
66,2.2,Pronoun,Find the error. (Pronoun),He has,been more,successful than me.,No error,Noopt,C
67,2.2,Pronoun,Find the error. (Pronoun),If I were him,I would not work for,such a meagre reward.,No error,Noopt,A
68,2.2,Pronoun,Find the error. (Pronoun),Madhuri was the actress,"whom all expected,",would attend the party.,No error,Noopt,B
69,2.2,Pronoun,Find the error. (Pronoun),If you want a pen,you will have,to buy.,No error,Noopt,C
70,2.2,Pronoun,Find the error. (Pronoun),I am not one of those,that will fall in love,with any girl I meet.,No error,Noopt,C
71,2.2,Pronoun,Find the error. (Pronoun),A clever fellow,can do anything,what he likes.,No error,Noopt,C
72,2.2,Pronoun,Find the error. (Pronoun),Neither Adam,nor his friends succeeded,in his attempts.,No error,Noopt,C
73,2.2,Pronoun,Find the error. (Pronoun),One should,not boast of,his own merits.,No error,Noopt,C
74,2.2,Pronoun,Find the error. (Pronoun),A prophet greater,than him,has arisen.,No error,Noopt,B
75,2.2,Pronoun,Find the error. (Pronoun),The test of a great book is,that whether we want to read only,once or more than once.,No error,Noopt,D
76,2.2,Pronoun,Find the error. (Pronoun),Every girl,and every boy,was given sweets.,No error,Noopt,D
77,2.2,Pronoun,Find the error. (Pronoun),"Whom, do you think,",should be held responsible,for this confusion.,No error,Noopt,A
78,2.2,Pronoun,Find the error. (Pronoun),It is true that,God helps those,who help themselves.,No error,Noopt,C
79,2.2,Pronoun,Find the error. (Pronoun),I asked for a,pencil but she did,not give to me.,No error,Noopt,C
80,2.2,Pronoun,Find the error. (Pronoun),I can say with certainty,that either Mat and Rafael,attend to the patient.,No error,Noopt,B
81,2.2,Pronoun,Find the error. (Pronoun),In the following passage there,are blanks each of which,have been numbered.,No error,Noopt,C
82,2.2,Pronoun,Find the error. (Pronoun),On my way I met,"Stuart who, I know",is the master of the show.,No error,Noopt,D
83,2.2,Pronoun,Find the error. (Pronoun),My wife and me will,look after the guests,in you absence.,No error,Noopt,A
84,2.2,Pronoun,Find the error. (Pronoun),Let you,and I do,this work.,No error,Noopt,B
85,2.2,Pronoun,Find the error. (Pronoun),To become successful,one must act as,if he were successful.,No error,Noopt,C
86,2.2,Pronoun,Find the error. (Pronoun),There is disagreement among the industrialists,as to whether the products of this decade are,inferior to the past.,No error,Noopt,C
87,2.2,Pronoun,Find the error. (Pronoun),The terms used in one text,book may different,from other text book.,No error,Noopt,C
88,2.2,Pronoun,Find the error. (Pronoun),Each of the delegates at,the International Conference for Women,read a statement of policy from his country.,No error,Noopt,C
89,2.2,Pronoun,Find the error. (Pronoun),Whoever called,did not leave,their name and address.,No error,Noopt,C
90,2.2,Pronoun,Find the error. (Pronoun),I have not learned cycling,as I have been afraid of falling,and hurting me.,No error,Noopt,C
91,2.2,Pronoun,Find the error. (Pronoun),The writer Thomas Easiley,says that I wanted,to be a writer.,No error,Noopt,B
92,2.2,Pronoun,Find the error. (Pronoun),Death lays,her icy hands,on kings too.,No error,Noopt,B
93,2.2,Pronoun,Find the error. (Pronoun),The public is requested,that they should keep of,the lawn of the college.,No error,Noopt,B
94,2.2,Pronoun,Find the error. (Pronoun),He did not know that,the work was to be done,by you and I.,No error,Noopt,C
95,2.2,Pronoun,Find the error. (Pronoun),It is,I who,has done it.,No error,Noopt,C
96,2.2,Pronoun,Find the error. (Pronoun),Nobody in their ,senses would have uttered,such foolish remarks.,No error,Noopt,A
97,2.2,Pronoun,Find the error. (Pronoun),He invested all his money,in iron business and,which left him penniless.,No error,Noopt,B
98,2.2,Pronoun,Find the error. (Pronoun),Here is a student whose,mind works quickly,but his actions are slow.,No error,Noopt,C
99,2.2,Pronoun,Find the error. (Pronoun),The most glorious,name in the history of America,is Abraham Lincoln.,No error,Noopt,C
100,2.2,Pronoun,Find the error. (Pronoun),Was it him,who got hurt in an,accident this morning?,No error,Noopt,A
101,2.2,Pronoun,Find the error. (Pronoun),You must impress upon,every one of your students,to follow the path of honesty in their lives.,No error,Noopt,C
102,2.2,Pronoun,Find the error. (Pronoun),Since their was no evident,"to indicate who’s ring it was, the presiding",magistrate dismissed the case.,No error,Noopt,B
103,2.2,Pronoun,Find the error. (Pronoun),I do not have,any liking for that,friend of you.,No error,Noopt,C
104,2.2,Pronoun,Find the error. (Pronoun),It is you,who have triggered,this controversy.,No error,Noopt,D
105,2.2,Pronoun,Find the error. (Pronoun),I was one of the lucky,one who were not listed,among the failures.,No error,Noopt,B
106,2.2,Pronoun,Find the error. (Pronoun),The houses in our,street are more beautiful,than on the main road.,No error,Noopt,C
107,2.2,Pronoun,Find the error. (Pronoun),"This is the boy whom, ","we all thought,",would prove to be a good captain.,No error,Noopt,A
108,2.2,Pronoun,Find the error. (Pronoun),Mr. Peter has not been promoted,because his performance is not,so good as other members.,No error,Noopt,C
109,2.2,Pronoun,Find the error. (Pronoun),Everyone of my friends,knows two languages besides,their mother tongue.,No error,Noopt,C
110,2.2,Pronoun,Find the error. (Pronoun),Sara hates everybody,and everything who,reminds her,of her mistakes.,No error,B
111,2.2,Pronoun,Find the error. (Pronoun),None,of these two Principals,has been looking,after his college well.,No error,A
112,2.2,Pronoun,Find the error. (Pronoun),Each of,the four great tragedies,of Shakespeare,is worth reading.,No error,E
113,2.2,Pronoun,Find the error. (Pronoun),He prostrated before,his master,who had returned from,London after a year.,No error,A
114,2.2,Pronoun,Find the error. (Pronoun),The dog,I have bought,looks more ferocious,than you have.,No error,D
115,2.2,Pronoun,Find the error. (Pronoun),Everybody,who was working in that office gave,a day’s pay as their contributions,to the dependants of Dr. Sonu who had died on duty.,No error,C
116,2.2,Pronoun,Find the error. (Pronoun),The officer,as well as the assistants,absented themselves,from the office.,No error,C
117,2.2,Pronoun,Find the error. (Pronoun),As a student,of science,you are far better,than him.,No error,D
118,2.2,Pronoun,Find the error. (Pronoun),He introduced,to the Chairman as,the General Secretary,of that party.,No error,A
119,2.2,Pronoun,Find the error. (Pronoun),The players,whom we have selected,for our team,are young and ambitious.,No error,E
120,2.2,Pronoun,Find the error. (Pronoun),Maria is such a,brilliant student,that I,expected.,No error,C
121,2.2,Pronoun,Find the error. (Pronoun),Such a self-sacrificing,man as has come,wins our sympathy,and admiration.,No error,E
122,2.2,Pronoun,Find the error. (Pronoun),Any of the two,pictures which depict,the real pictures of the present ,politicians is worthseeing.,No error,A
123,2.2,Pronoun,Find the error. (Pronoun),Every of the five children,standing in the corner,of the room is dexterous,in paintings.,No error,A
124,2.2,Pronoun,Find the error. (Pronoun),David asked for,permission to go out,but his father did,not give.,No error,D
125,2.2,Pronoun,Find the error. (Pronoun),The hotels,of Chennai are more,luxurious than,Lucknow.,No error,D
126,2.2,Pronoun,Find the error. (Pronoun),The articles,published in this magazine,are better than,that magazine.,No error,D
127,2.2,Pronoun,Find the error. (Pronoun),Peter is one of,those who would much rather,sacrifice his life than turn,disloyal to the country.,No error,C
128,2.2,Pronoun,Find the error. (Pronoun),The Principal ordered,the peon to,let the boys,and I go in.,No error,D
129,2.2,Pronoun,Find the error. (Pronoun),Rodger claims to have,read Shakespeare’s all great tragedies,who is the greatest,playwright of English.,No error,B
130,2.2,Pronoun,Find the error. (Pronoun),There were,ten industrious workers,and seven lazy one,in this factory.,No error,C
131,2.2,Pronoun,Find the error. (Pronoun),Under no circumstances,have I harmed,"him, and he",knows.,No error,D
132,2.2,Pronoun,Find the error. (Pronoun),The beggar,whom we had suspected,to be guilty turned out,to be innocent.,No error,E
133,2.2,Pronoun,Find the error. (Pronoun),I ordered,some books on English Grammar,but none,has arrived yet.,No error,E
134,2.2,Pronoun,Find the error. (Pronoun),I don’t appreciate,those who laugh,at others without any,apparent reason.,No error,E
135,2.2,Pronoun,Find the error. (Pronoun),The Board of Directors,want all possible facilities,and allowances for,itself.,No error,D
136,2.2,Pronoun,Find the error. (Pronoun),You and I,have done,my best in,the examination.,No error,C
137,2.2,Pronoun,Find the error. (Pronoun),His efforts,will bring him,more success,than your.,No error,D
138,2.2,Pronoun,Find the error. (Pronoun),Every teacher and,every student of this college,is determined to do their best for,the glorious prospects of the college.,No error,C
139,2.2,Pronoun,Find the error. (Pronoun),The Vice-President of India and,the Vice-Chancellor of this university,have given,his consent to join the meeting.,No error,D
140,2.2,Pronoun,Find the error. (Pronoun),He was much,more surprised than me,to see the dancing girl,coming towards us.,No error,B
141,2.2,Pronoun,Find the error. (Pronoun),The five brothers,"are at daggers-drawn,",so they feel it below their dignity,to talk to each other.,No error,D
142,2.2,Pronoun,Find the error. (Pronoun),One should,be true to his,word in all,circumstances.,No error,B
143,2.2,Pronoun,Find the error. (Pronoun),If someone has,"finished the work,",he may,go home.,No error,E
144,2.2,Pronoun,Find the error. (Pronoun),The criminal,which was chained,grumbled at the Police Inspector,who was taking him to jail.,No error,B
145,2.2,Pronoun,Find the error. (Pronoun),The guests,whom we were talking about,have come are my,brothers-in-law.,No error,B
146,2.2,Pronoun,Find the error. (Pronoun),There is none,who can help you,in this crucial moment,of your career.,No error,B
147,2.2,Pronoun,Find the error. (Pronoun),This is the same,dog which barked,at him but fortunately did not,bite him.,No error,B
148,2.2,Pronoun,Find the error. (Pronoun),Whomever,comes late will not be allowed,to mark his presence,in the register.,No error,A
149,2.2,Pronoun,Find the error. (Pronoun),The only book,which you carry,in your bag is in,demand now-a-days.,No error,B
