sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
44,a,https://i.imgur.com/1kGVkol.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
45,c,https://i.imgur.com/L1abb1o.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
46,c,https://i.imgur.com/24tmgzT.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
47,b,https://i.imgur.com/8vLYgi4.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
48,c,https://i.imgur.com/xVhOFsD.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
49,d,https://i.imgur.com/XJUFamP.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
51,b,https://i.imgur.com/90vJ0M2.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
52,a,https://i.imgur.com/NO7czlz.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
53,c,https://i.imgur.com/YUfMc0Q.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
54,c,https://i.imgur.com/XMG5J3J.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
55,a,https://i.imgur.com/Z4pZGCg.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
56,b,https://i.imgur.com/pHCWizM.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
57,d,https://i.imgur.com/szLYmJV.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
58,c,https://i.imgur.com/CfwPTbU.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
59,a,https://i.imgur.com/0jdGHgt.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
60,d,https://i.imgur.com/C9JbNFE.png,genral_science,A,B,C,D,10.1,SSC_GD,Hindi,JEN
