sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
32,b,https://i.imgur.com/GEwu9v1.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
33,a,https://i.imgur.com/lrUUrkv.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
34,a,https://i.imgur.com/nbSb5wj.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
35,d,https://i.imgur.com/2Uvz0jA.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
36,d,https://i.imgur.com/fQVR9jp.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
37,a,https://i.imgur.com/JFz2JSk.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
38,c,https://i.imgur.com/boIpdZL.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
39,c,https://i.imgur.com/cmCdHrO.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
40,c,https://i.imgur.com/lGk2Qsl.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
41,a,https://i.imgur.com/cbXhKwr.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
42,d,https://i.imgur.com/ikABFbx.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
43,c,https://i.imgur.com/2E8MreG.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
44,b,https://i.imgur.com/108hqRT.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
45,c,https://i.imgur.com/k9civxP.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
46,c,https://i.imgur.com/6oqduIk.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
47,d,https://i.imgur.com/XCQuujb.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
48,d,https://i.imgur.com/rcjUTxx.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
49,c,https://i.imgur.com/ry105xs.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
50,d,https://i.imgur.com/07zKBoy.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
51,d,https://i.imgur.com/FusgcRF.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
52,a,https://i.imgur.com/kp7e5x1.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
53,b,https://i.imgur.com/5BlMWT1.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
54,d,https://i.imgur.com/r5fYPsM.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
55,b,https://i.imgur.com/PdZxPMv.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
56,a,https://i.imgur.com/uxsJBBk.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
57,b,https://i.imgur.com/FgxL0f3.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
58,b,https://i.imgur.com/pJJOko9.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
59,c,https://i.imgur.com/bTBHXLq.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
60,d,https://i.imgur.com/RwE168X.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
61,a,https://i.imgur.com/7mqi52I.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
62,a,https://i.imgur.com/MoOGsyv.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
63,a,https://i.imgur.com/U0BM4qM.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
64,d,https://i.imgur.com/CWRZhfv.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
65,d,https://i.imgur.com/drSpJei.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
66,d,https://i.imgur.com/KzDB3jR.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
67,a,https://i.imgur.com/Zd58S7u.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
68,b,https://i.imgur.com/CYWm3ue.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
69,d,https://i.imgur.com/AcrtFvi.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
70,b,https://i.imgur.com/b5C4w1S.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
71,b,https://i.imgur.com/YKd7Els.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
72,c,https://i.imgur.com/ZHOQNVH.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
73,d,https://i.imgur.com/8xF7P4h.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
74,b,https://i.imgur.com/RQ8KXVi.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
75,d,https://i.imgur.com/WIHZ2op.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
76,c,https://i.imgur.com/mhflZ3S.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
77,a,https://i.imgur.com/3MjCgWa.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
78,c,https://i.imgur.com/v4L34Hb.png,genral_science,A,B,C,D,19.1,SSC_GD,Hindi,JEN
