sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
30,c,https://i.imgur.com/9yGFC68.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
31,b,https://i.imgur.com/EpCUqNT.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
32,b,https://i.imgur.com/HqIuDRX.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
33,a,https://i.imgur.com/qBXAUTG.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
34,d,https://i.imgur.com/FXZ2wND.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
35,b,https://i.imgur.com/jV4Yfre.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
36,b,https://i.imgur.com/7fOqfDH.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
37,b,https://i.imgur.com/mbh0iuq.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
38,d,https://i.imgur.com/gFMlLRn.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
39,c,https://i.imgur.com/wRuDWvt.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
41,c,https://i.imgur.com/VoANFkv.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
42,d,https://i.imgur.com/3SnDiFu.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
43,d,https://i.imgur.com/o1ahpch.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
44,c,https://i.imgur.com/mDOKKSk.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
45,a,https://i.imgur.com/IdVNsAK.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
46,c,https://i.imgur.com/M2MsZ95.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
47,d,https://i.imgur.com/M68igUK.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
48,d,https://i.imgur.com/CncOOXH.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
49,d,https://i.imgur.com/EGYjkTJ.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
51,a,https://i.imgur.com/FtBQb66.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
52,c,https://i.imgur.com/b8A6Npq.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
53,b,https://i.imgur.com/AQZxBMA.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
54,b,https://i.imgur.com/YwCaYGE.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
55,b,https://i.imgur.com/LH6qRWi.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
56,d,https://i.imgur.com/xK3rfbM.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
57,a,https://i.imgur.com/cwkeikR.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
58,c,https://i.imgur.com/hP0ouk5.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
59,a,https://i.imgur.com/uP4TlJb.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
60,b,https://i.imgur.com/8UOE3zG.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
61,d,https://i.imgur.com/fwR3Yon.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
62,d,https://i.imgur.com/ape4pYl.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
63,d,https://i.imgur.com/iHnqUFm.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
64,a,https://i.imgur.com/tpPS6xn.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
65,b,https://i.imgur.com/zzCEdld.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
66,d,https://i.imgur.com/2o4SEG9.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
68,d,https://i.imgur.com/kZYTrZL.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
69,c,https://i.imgur.com/22LiiXZ.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
70,d,https://i.imgur.com/mY46EVS.png,genral_science,A,B,C,D,1.1,SSC_GD,Hindi,JEN
