sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
41,b,https://i.imgur.com/jAjvhHF.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
42,a,https://i.imgur.com/liF60Hv.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
43,b,https://i.imgur.com/wibgc3t.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
44,d,https://i.imgur.com/2NSczrJ.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
45,c,https://i.imgur.com/aHclfxY.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
46,a,https://i.imgur.com/qKb8rb7.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
47,a,https://i.imgur.com/MyKB91k.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
48,a,https://i.imgur.com/s0e142H.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
49,a,https://i.imgur.com/iuIPuU0.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
50,a,https://i.imgur.com/JpNAugp.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
51,b,https://i.imgur.com/UGYBMbk.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
52,b,https://i.imgur.com/MbHxawA.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
53,a,https://i.imgur.com/029J5Sd.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
54,b,https://i.imgur.com/cCHra87.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
55,c,https://i.imgur.com/hSPnCrl.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
56,c,https://i.imgur.com/AIeV3Qg.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
57,a,https://i.imgur.com/z939dA9.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
58,b,https://i.imgur.com/71rMHZl.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
59,c,https://i.imgur.com/7CYfEuX.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
60,d,https://i.imgur.com/kxz31tT.png,genral_science,A,B,C,D,13.1,SSC_GD,Hindi,JEN
