sl.no.,correct,QuestionLink,section_type,optA,optB,optC,optD,category,usedFor,lang,source
29,d,https://i.imgur.com/3tBVSWQ.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
30,c,https://i.imgur.com/P5YLhN1.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
31,c,https://i.imgur.com/NH3MGvg.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
32,b,https://i.imgur.com/xKvLiGp.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
33,b,https://i.imgur.com/SemgOV0.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
35,c,https://i.imgur.com/RrC4FWl.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
36,d,https://i.imgur.com/ekYGpDk.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
37,b,https://i.imgur.com/JLQycRr.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
38,c,https://i.imgur.com/FkR6HCs.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
39,d,https://i.imgur.com/fjrMaBF.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
40,d,https://i.imgur.com/UIePieV.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
41,d,https://i.imgur.com/aX3PNRi.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
42,c,https://i.imgur.com/Ede2KX6.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
43,a,https://i.imgur.com/k6bwVTM.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
44,c,https://i.imgur.com/UdFRcjp.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
45,b,https://i.imgur.com/VCwvgYS.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
46,b,https://i.imgur.com/2VWXWYx.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
47,b,https://i.imgur.com/PxYRr5r.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
48,a,https://i.imgur.com/RvzbCQr.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
49,b,https://i.imgur.com/OpfFcbU.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
50,a,https://i.imgur.com/VSAUR4O.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
51,c,https://i.imgur.com/nS15lXQ.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
52,c,https://i.imgur.com/fX6Agy8.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
53,a,https://i.imgur.com/w0BiEx1.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
54,b,https://i.imgur.com/3MeWlla.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
55,b,https://i.imgur.com/4cqTylX.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
56,c,https://i.imgur.com/gLeSCvz.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
57,a,https://i.imgur.com/6fQLW5B.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
58,c,https://i.imgur.com/qQzPirL.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
59,c,https://i.imgur.com/HafcYJN.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
60,a,https://i.imgur.com/ODc3VAy.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
61,b,https://i.imgur.com/PUp3ua8.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
62,b,https://i.imgur.com/z6M1ffA.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
63,b,https://i.imgur.com/m5Oybki.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
64,b,https://i.imgur.com/pqn8mLP.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
65,a,https://i.imgur.com/HC7PlBM.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
67,b,https://i.imgur.com/SRzf1L3.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
68,d,https://i.imgur.com/25S7hpi.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
69,d,https://i.imgur.com/Xlvci6B.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
70,b,https://i.imgur.com/z34HI8j.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
71,d,https://i.imgur.com/6kknZxQ.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
72,c,https://i.imgur.com/RcXkw3K.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
73,c,https://i.imgur.com/gngXZjZ.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
74,c,https://i.imgur.com/oaSopAo.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
75,d,https://i.imgur.com/xcwROR5.png,Reasoning,A,B,C,D,22.1,SSC,Hindi,JEN
