num,correct,QuestionLink,category,sectionType,lang,optionA,optionB,optionC,optionD,source,usedFor
21,2,https://i.imgur.com/q3MU176.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
22,4,https://i.imgur.com/hc7yik1.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
23,4,https://i.imgur.com/0g8BKaC.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
24,3,https://i.imgur.com/8jje8El.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
25,1,https://i.imgur.com/TSirNSv.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
26,1,https://i.imgur.com/2ks0i1b.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
27,2,https://i.imgur.com/YWEoi8R.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
28,3,https://i.imgur.com/RU3H0Xp.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
29,2,https://i.imgur.com/KYDoxlz.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
30,2,https://i.imgur.com/qrQnwaE.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
31,1,https://i.imgur.com/S3Xs59x.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
32,3,https://i.imgur.com/YoeRN1H.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
33,3,https://i.imgur.com/u96s5LB.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
34,4,https://i.imgur.com/Zqx1dQp.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
35,3,https://i.imgur.com/qjdIoCB.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
36,2,https://i.imgur.com/DX7aSWm.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
37,2,https://i.imgur.com/srmouGP.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
38,2,https://i.imgur.com/yL5Byeb.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
39,2,https://i.imgur.com/2YVj0GK.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
40,4,https://i.imgur.com/3wI9zi1.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
41,3,https://i.imgur.com/I7FazLT.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
42,4,https://i.imgur.com/drJIMIb.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
43,2,https://i.imgur.com/qpTXCD5.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
44,1,https://i.imgur.com/BzIrLd8.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
45,2,https://i.imgur.com/PAoNEiK.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
46,2,https://i.imgur.com/ZxFjWlS.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
47,4,https://i.imgur.com/x0BlARH.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
48,3,https://i.imgur.com/PpLVd6t.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
49,4,https://i.imgur.com/WfngOfa.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
50,4,https://i.imgur.com/K5gWS0i.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
51,2,https://i.imgur.com/Ji0xwk9.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
52,2,https://i.imgur.com/fl8F6GY.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
53,3,https://i.imgur.com/yJlAE5q.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
54,4,https://i.imgur.com/l08mzYN.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
55,4,https://i.imgur.com/R0vJ46Z.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
56,1,https://i.imgur.com/ZKHZTPJ.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
57,4,https://i.imgur.com/YVPPvNo.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
58,4,https://i.imgur.com/Vt2OVj0.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
59,2,https://i.imgur.com/fiK9EwL.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
60,2,https://i.imgur.com/kPoWsc1.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
61,4,https://i.imgur.com/utxHhp2.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
62,2,https://i.imgur.com/eJAyCGk.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
63,4,https://i.imgur.com/4836ZtD.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
64,4,https://i.imgur.com/KW9ofni.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
65,4,https://i.imgur.com/B4AIuqX.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
66,1,https://i.imgur.com/syoHDSC.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
67,1,https://i.imgur.com/Bp11GlG.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
68,3,https://i.imgur.com/agAN9k9.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
69,3,https://i.imgur.com/duhxWLU.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
70,4,https://i.imgur.com/ePryM7S.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
71,1,https://i.imgur.com/8N6uabJ.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
72,1,https://i.imgur.com/cVMub0X.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
73,4,https://i.imgur.com/k5xlH5d.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
74,3,https://i.imgur.com/8lxRQYa.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
75,4,https://i.imgur.com/mZpmFPT.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
76,3,https://i.imgur.com/ochW1oc.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
77,3,https://i.imgur.com/uhI1tAL.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
78,1,https://i.imgur.com/L8z1A1x.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
79,3,https://i.imgur.com/qOqP9CW.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
80,3,https://i.imgur.com/srmY9wn.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
81,3,https://i.imgur.com/3NxX4C3.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
82,3,https://i.imgur.com/6zBSgPH.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
83,1,https://i.imgur.com/cThgagM.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
84,3,https://i.imgur.com/WhKAh2M.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
85,3,https://i.imgur.com/yDBPjJW.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
86,2,https://i.imgur.com/qPWVza8.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
87,4,https://i.imgur.com/LbCc4dV.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
88,1,https://i.imgur.com/WiemVGd.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
89,3,https://i.imgur.com/EybWrxU.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
90,3,https://i.imgur.com/pSHuFdv.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
91,2,https://i.imgur.com/mamaAvF.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
92,3,https://i.imgur.com/mPeJ7sQ.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
93,3,https://i.imgur.com/S7WKBSh.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
94,3,https://i.imgur.com/NzvXA8C.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
95,3,https://i.imgur.com/d5Rcc9o.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
96,1,https://i.imgur.com/h6q04ly.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
97,3,https://i.imgur.com/3rkRfwN.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
98,3,https://i.imgur.com/nT7lCOr.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
99,2,https://i.imgur.com/iBj9VYu.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
100,2,https://i.imgur.com/045welW.png,1.1,jeeMaths10,English,A,B,C,D,JITO,IITJEE10
