sl.no,correct,QuestionLink,section_type,optA,optB,optC,optD,category,usedFor,lang,source
44,c,https://i.imgur.com/PlW4iPq.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
45,a,https://i.imgur.com/r1tUV30.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
46,d,https://i.imgur.com/Eh0vBa4.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
48,d,https://i.imgur.com/8EiErV4.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
49,a,https://i.imgur.com/k7WDEd3.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
50,c,https://i.imgur.com/RpaMsNa.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
51,d,https://i.imgur.com/u9lZfZ9.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
52,b,https://i.imgur.com/PJ8GHs3.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
53,d,https://i.imgur.com/fUTGT9X.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
54,a,https://i.imgur.com/VUtvI1z.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
55,b,https://i.imgur.com/p6mdLkE.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
57,d,https://i.imgur.com/vSlchuo.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
58,a,https://i.imgur.com/lVKnu5d.png,locopilot_diesel,A,B,C,D,10.1,locopilot_diesel,Hindi,JEN
