,correct,QuestionLink,optA,optB,optC,optD,usedFor ,lang,category
52,b,https://imgur.com/afPahhJ,A,B,C,D,SSC,Bi,13.1
53,b,https://imgur.com/vnNAgO5,A,B,C,D,SSC,Bi,13.1
55,d,https://imgur.com/zGnCHQG,A,B,C,D,SSC,Bi,13.1
56,c,https://imgur.com/x5VYnoE,A,B,C,D,SSC,Bi,13.1
57,a,https://imgur.com/6oq5Hkn,A,B,C,D,SSC,Bi,13.1
58,a,https://imgur.com/QcGXB1a,A,B,C,D,SSC,Bi,13.1
59,a,https://imgur.com/HdY45Fy,A,B,C,D,SSC,Bi,13.1
60,c,https://imgur.com/Yi2OQEl,A,B,C,D,SSC,Bi,13.1
61,d,https://imgur.com/HdRBYUz,A,B,C,D,SSC,Bi,13.1
62,b,https://imgur.com/oWZr8G0,A,B,C,D,SSC,Bi,13.1
63,a,https://imgur.com/dkANN3x,A,B,C,D,SSC,Bi,13.1
64,c,https://imgur.com/o7T1e1T,A,B,C,D,SSC,Bi,13.1
65,a,https://imgur.com/OYrK1hN,A,B,C,D,SSC,Bi,13.1
66,a,https://imgur.com/4UB6efi,A,B,C,D,SSC,Bi,13.1
68,d,https://imgur.com/ONxJnyp,A,B,C,D,SSC,Bi,13.1
69,d,https://imgur.com/hQfFAMD,A,B,C,D,SSC,Bi,13.1
70,a,https://imgur.com/hKjdoNY,A,B,C,D,SSC,Bi,13.1
71,c,https://imgur.com/idsicSx,A,B,C,D,SSC,Bi,13.1
73,a,https://imgur.com/J8RSFRr,A,B,C,D,SSC,Bi,13.1
74,c,https://imgur.com/ybH1LA7,A,B,C,D,SSC,Bi,13.1
75,d,https://imgur.com/UcJILce,A,B,C,D,SSC,Bi,13.1
76,a,https://imgur.com/TgK6Vcz,A,B,C,D,SSC,Bi,13.1
78,d,https://imgur.com/xdXAtKY,A,B,C,D,SSC,Bi,13.1
79,c,https://imgur.com/qToQHUG,A,B,C,D,SSC,Bi,13.1
80,b,https://imgur.com/b8ElhA5,A,B,C,D,SSC,Bi,13.1
81,c,https://imgur.com/RGh6DAz,A,B,C,D,SSC,Bi,13.1
83,c,https://imgur.com/GlLQMxx,A,B,C,D,SSC,Bi,13.1
84,d,https://imgur.com/lFWvdBh,A,B,C,D,SSC,Bi,13.1
85,b,https://imgur.com/WlVyRUj,A,B,C,D,SSC,Bi,13.1
86,c,https://imgur.com/BbGAgiz,A,B,C,D,SSC,Bi,13.1
88,c,https://imgur.com/Zbio6Ga,A,B,C,D,SSC,Bi,13.1
89,c,https://imgur.com/8npb7XY,A,B,C,D,SSC,Bi,13.1
90,c,https://imgur.com/vIiRVUj,A,B,C,D,SSC,Bi,13.1
91,d,https://imgur.com/9N5UpM1,A,B,C,D,SSC,Bi,13.1
92,c,https://imgur.com/X6sbRFm,A,B,C,D,SSC,Bi,13.1
94,c,https://imgur.com/CzBd4Ip,A,B,C,D,SSC,Bi,13.1
95,c,https://imgur.com/GPruS5O,A,B,C,D,SSC,Bi,13.1
96,d,https://imgur.com/wBAurnI,A,B,C,D,SSC,Bi,13.1
97,a,https://imgur.com/a5KdiQX,A,B,C,D,SSC,Bi,13.1
98,a,https://imgur.com/uzeDcYg,A,B,C,D,SSC,Bi,13.1
99,b,https://imgur.com/gdfC7XP,A,B,C,D,SSC,Bi,13.1
101,d,https://imgur.com/dgmX2BS,A,B,C,D,SSC,Bi,13.1
102,b,https://imgur.com/Cegt2LW,A,B,C,D,SSC,Bi,13.1
103,c,https://imgur.com/mqDDjGZ,A,B,C,D,SSC,Bi,13.1
104,c,https://imgur.com/Wn0TGwz,A,B,C,D,SSC,Bi,13.1
105,c,https://imgur.com/uvtYya0,A,B,C,D,SSC,Bi,13.1
106,a,https://imgur.com/RjQfMlq,A,B,C,D,SSC,Bi,13.1
108,d,https://imgur.com/Rvsfzdl,A,B,C,D,SSC,Bi,13.1
109,b,https://imgur.com/EWH7fm3,A,B,C,D,SSC,Bi,13.1
110,c,https://imgur.com/hLrwI2J,A,B,C,D,SSC,Bi,13.1
111,d,https://imgur.com/OeVlIjd,A,B,C,D,SSC,Bi,13.1
113,b,https://imgur.com/Uy1tLZ3,A,B,C,D,SSC,Bi,13.1
114,d,https://imgur.com/8wPzMUR,A,B,C,D,SSC,Bi,13.1
115,a,https://imgur.com/S2o4fOc,A,B,C,D,SSC,Bi,13.1
116,c,https://imgur.com/Js74jE2,A,B,C,D,SSC,Bi,13.1
118,b,https://imgur.com/60pdOda,A,B,C,D,SSC,Bi,13.1
119,b,https://imgur.com/j0zFUS4,A,B,C,D,SSC,Bi,13.1
120,a,https://imgur.com/Ib5phVO,A,B,C,D,SSC,Bi,13.1
122,d,https://imgur.com/AX9h0Tl,A,B,C,D,SSC,Bi,13.1
123,d,https://imgur.com/uRlX12z,A,B,C,D,SSC,Bi,13.1
124,a,https://imgur.com/LL31qqX,A,B,C,D,SSC,Bi,13.1
125,c,https://imgur.com/7RbljtS,A,B,C,D,SSC,Bi,13.1
127,a,https://imgur.com/BCtPJzH,A,B,C,D,SSC,Bi,13.1
128,c,https://imgur.com/8kYMr3Z,A,B,C,D,SSC,Bi,13.1
129,c,https://imgur.com/szU65xY,A,B,C,D,SSC,Bi,13.1
130,c,https://imgur.com/aLh6fbb,A,B,C,D,SSC,Bi,13.1
131,a,https://imgur.com/kQ15crU,A,B,C,D,SSC,Bi,13.1
132,c,https://imgur.com/S8Oum61,A,B,C,D,SSC,Bi,13.1
133,c,https://imgur.com/luMb8dE,A,B,C,D,SSC,Bi,13.1
134,a,https://imgur.com/nBl46gM,A,B,C,D,SSC,Bi,13.1
135,d,https://imgur.com/O7njpXI,A,B,C,D,SSC,Bi,13.1
137,b,https://imgur.com/HcKe7HD,A,B,C,D,SSC,Bi,13.1
138,d,https://imgur.com/gMhvZbB,A,B,C,D,SSC,Bi,13.1
139,b,https://imgur.com/fWByPcz,A,B,C,D,SSC,Bi,13.1
140,c,https://imgur.com/pgA8PFr,A,B,C,D,SSC,Bi,13.1
141,c,https://imgur.com/u5vqNxf,A,B,C,D,SSC,Bi,13.1
143,d,https://imgur.com/WiCGUV1,A,B,C,D,SSC,Bi,13.1
144,c,https://imgur.com/po3pKJ0,A,B,C,D,SSC,Bi,13.1
145,c,https://imgur.com/CDkmDiM,A,B,C,D,SSC,Bi,13.1
146,c,https://imgur.com/uLdph7W,A,B,C,D,SSC,Bi,13.1
147,d,https://imgur.com/QZMgYUi,A,B,C,D,SSC,Bi,13.1
