,correct,QuestionLink,optA,optB,optC,optD,usedFor ,lang,category
38,a,https://i.imgur.com/Ibo6CJZ.png,A,B,C,D,SSC,Bi,8.1
39,b,https://i.imgur.com/oIW4dKg.png,A,B,C,D,SSC,Bi,8.1
40,b,https://i.imgur.com/B6TgjBZ.png,A,B,C,D,SSC,Bi,8.1
41,a,https://i.imgur.com/InApjok.png,A,B,C,D,SSC,Bi,8.1
42,c,https://i.imgur.com/aUwMhaC.png,A,B,C,D,SSC,Bi,8.1
43,b,https://i.imgur.com/sQZgypt.png,A,B,C,D,SSC,Bi,8.1
44,b,https://i.imgur.com/evjSQTr.png,A,B,C,D,SSC,Bi,8.1
45,c,https://i.imgur.com/DPSPpGi.png,A,B,C,D,SSC,Bi,8.1
46,c,https://i.imgur.com/2JWz8Ot.png,A,B,C,D,SSC,Bi,8.1
47,c,https://i.imgur.com/nC3Sm2s.png,A,B,C,D,SSC,Bi,8.1
48,d,https://i.imgur.com/iDTq3FP.png,A,B,C,D,SSC,Bi,8.1
49,b,https://i.imgur.com/yH0juMA.png,A,B,C,D,SSC,Bi,8.1
50,b,https://i.imgur.com/rbPG4lU.png,A,B,C,D,SSC,Bi,8.1
51,b,https://i.imgur.com/mOqJwIv.png,A,B,C,D,SSC,Bi,8.1
52,b,https://i.imgur.com/0VG4AD3.png,A,B,C,D,SSC,Bi,8.1
53,c,https://i.imgur.com/FoGuvhS.png,A,B,C,D,SSC,Bi,8.1
54,c,https://i.imgur.com/eyvOovl.png,A,B,C,D,SSC,Bi,8.1
56,b,https://i.imgur.com/TEUix5T.png,A,B,C,D,SSC,Bi,8.1
57,b,https://i.imgur.com/Cs59vhW.png,A,B,C,D,SSC,Bi,8.1
58,a,https://i.imgur.com/WeILb8C.png,A,B,C,D,SSC,Bi,8.1
59,a,https://i.imgur.com/oJrtoPf.png,A,B,C,D,SSC,Bi,8.1
60,a,https://i.imgur.com/sTm4HVb.png,A,B,C,D,SSC,Bi,8.1
62,c,https://i.imgur.com/pwIsxgr.png,A,B,C,D,SSC,Bi,8.1
63,c,https://i.imgur.com/UYCZ6sA.png,A,B,C,D,SSC,Bi,8.1
64,a,https://i.imgur.com/LO4myqy.png,A,B,C,D,SSC,Bi,8.1
65,c,https://i.imgur.com/BKhtA5O.png,A,B,C,D,SSC,Bi,8.1
66,c,https://i.imgur.com/s2VAFAj.png,A,B,C,D,SSC,Bi,8.1
68,c,https://i.imgur.com/RgO7I1h.png,A,B,C,D,SSC,Bi,8.1
69,b,https://i.imgur.com/haCFjac.png,A,B,C,D,SSC,Bi,8.1
70,b,https://i.imgur.com/8wmuylr.png,A,B,C,D,SSC,Bi,8.1
71,a,https://i.imgur.com/BOeMsVn.png,A,B,C,D,SSC,Bi,8.1
73,d,https://i.imgur.com/ALPA9wa.png,A,B,C,D,SSC,Bi,8.1
74,b,https://i.imgur.com/6oF0QTU.png,A,B,C,D,SSC,Bi,8.1
75,d,https://i.imgur.com/HtZ7ZhU.png,A,B,C,D,SSC,Bi,8.1
76,b,https://i.imgur.com/wnYFssn.png,A,B,C,D,SSC,Bi,8.1
77,c,https://i.imgur.com/RN4WKKZ.png,A,B,C,D,SSC,Bi,8.1
78,b,https://i.imgur.com/GZ1SUWX.png,A,B,C,D,SSC,Bi,8.1
