,correct,QuestionLink,optA,optB,optC,optD,usedFor ,lang,category
144,c,https://i.imgur.com/bH5cAUO.png,A,B,C,D,SSC,Bi,9.1
145,c,https://i.imgur.com/RQc74gK.png,A,B,C,D,SSC,Bi,9.1
146,c,https://i.imgur.com/oxpFvPH.png,A,B,C,D,SSC,Bi,9.1
147,b,https://i.imgur.com/KFXiben.png,A,B,C,D,SSC,Bi,9.1
148,c,https://i.imgur.com/juiBaIv.png,A,B,C,D,SSC,Bi,9.1
150,a,https://i.imgur.com/FkA4WJ6.png,A,B,C,D,SSC,Bi,9.1
151,c,https://i.imgur.com/9QqlkeF.png,A,B,C,D,SSC,Bi,9.1
152,c,https://i.imgur.com/Pam3UTE.png,A,B,C,D,SSC,Bi,9.1
154,b,https://i.imgur.com/cFIH1vz.png,A,B,C,D,SSC,Bi,9.1
155,d,https://i.imgur.com/81RWlC0.png,A,B,C,D,SSC,Bi,9.1
156,b,https://i.imgur.com/lOjLj4i.png,A,B,C,D,SSC,Bi,9.1
157,c,https://i.imgur.com/L7pdI9E.png,A,B,C,D,SSC,Bi,9.1
158,c,https://i.imgur.com/kDo2OUC.png,A,B,C,D,SSC,Bi,9.1
159,c,https://i.imgur.com/JfZ22h5.png,A,B,C,D,SSC,Bi,9.1
161,b,https://i.imgur.com/6HdXMg4.png,A,B,C,D,SSC,Bi,9.1
162,b,https://i.imgur.com/8fP0xtQ.png,A,B,C,D,SSC,Bi,9.1
163,a,https://i.imgur.com/F8ZlKyE.png,A,B,C,D,SSC,Bi,9.1
164,a,https://i.imgur.com/gpRFR4q.png,A,B,C,D,SSC,Bi,9.1
165,b,https://i.imgur.com/9MQ4orE.png,A,B,C,D,SSC,Bi,9.1
166,b,https://i.imgur.com/oKI8q3p.png,A,B,C,D,SSC,Bi,9.1
167,a,https://i.imgur.com/tqgvvaj.png,A,B,C,D,SSC,Bi,9.1
168,c,https://i.imgur.com/o3Gxnam.png,A,B,C,D,SSC,Bi,9.1
169,b,https://i.imgur.com/Q3ZujUc.png,A,B,C,D,SSC,Bi,9.1
170,b,https://i.imgur.com/9WaAJxU.png,A,B,C,D,SSC,Bi,9.1
171,c,https://i.imgur.com/otw05XA.png,A,B,C,D,SSC,Bi,9.1
172,b,https://i.imgur.com/lXlRxCZ.png,A,B,C,D,SSC,Bi,9.1
173,c,https://i.imgur.com/unTD99l.png,A,B,C,D,SSC,Bi,9.1
174,d,https://i.imgur.com/mdsGZgO.png,A,B,C,D,SSC,Bi,9.1
176,c,https://i.imgur.com/oID0nVd.png,A,B,C,D,SSC,Bi,9.1
177,d,https://i.imgur.com/DcEbUDD.png,A,B,C,D,SSC,Bi,9.1
178,b,https://i.imgur.com/mW7paDe.png,A,B,C,D,SSC,Bi,9.1
179,b,https://i.imgur.com/oFYf4Zk.png,A,B,C,D,SSC,Bi,9.1
181,c,https://i.imgur.com/hnkYv57.png,A,B,C,D,SSC,Bi,9.1
182,c,https://i.imgur.com/FtTxr35.png,A,B,C,D,SSC,Bi,9.1
183,c,https://i.imgur.com/s7reYvt.png,A,B,C,D,SSC,Bi,9.1
185,d,https://i.imgur.com/leBwLq2.png,A,B,C,D,SSC,Bi,9.1
186,c,https://i.imgur.com/anAdVMv.png,A,B,C,D,SSC,Bi,9.1
187,b,https://i.imgur.com/2y1XSfC.png,A,B,C,D,SSC,Bi,9.1
188,b,https://i.imgur.com/bjhQNeD.png,A,B,C,D,SSC,Bi,9.1
190,a,https://i.imgur.com/z1n4L8c.png,A,B,C,D,SSC,Bi,9.1
191,a,https://i.imgur.com/RipzDNs.png,A,B,C,D,SSC,Bi,9.1
192,b,https://i.imgur.com/FbowHMS.png,A,B,C,D,SSC,Bi,9.1
193,b,https://i.imgur.com/BjdMTHu.png,A,B,C,D,SSC,Bi,9.1
195,a,https://i.imgur.com/WZRaHBz.png,A,B,C,D,SSC,Bi,9.1
196,d,https://i.imgur.com/gA7WBlf.png,A,B,C,D,SSC,Bi,9.1
197,a,https://i.imgur.com/aUjZTPe.png,A,B,C,D,SSC,Bi,9.1
198,d,https://i.imgur.com/xEVUG1W.png,A,B,C,D,SSC,Bi,9.1
201,c,https://i.imgur.com/Rr4eeri.png,A,B,C,D,SSC,Bi,9.1
202,b,https://i.imgur.com/vKqpHxE.png,A,B,C,D,SSC,Bi,9.1
203,c,https://i.imgur.com/eiGoeZX.png,A,B,C,D,SSC,Bi,9.1
204,b,https://i.imgur.com/pA0q08C.png,A,B,C,D,SSC,Bi,9.1
206,d,https://i.imgur.com/2Q9fOJR.png,A,B,C,D,SSC,Bi,9.1
207,b,https://i.imgur.com/GPys1MZ.png,A,B,C,D,SSC,Bi,9.1
208,d,https://i.imgur.com/hKxZO9r.png,A,B,C,D,SSC,Bi,9.1
209,b,https://i.imgur.com/GSfT7i5.png,A,B,C,D,SSC,Bi,9.1
210,b,https://i.imgur.com/W9RoGpY.png,A,B,C,D,SSC,Bi,9.1
212,a,https://i.imgur.com/GAFnyb1.png,A,B,C,D,SSC,Bi,9.1
213,c,https://i.imgur.com/82qVqBf.png,A,B,C,D,SSC,Bi,9.1
214,b,https://i.imgur.com/3Cls0sP.png,A,B,C,D,SSC,Bi,9.1
215,b,https://i.imgur.com/WnHB9YK.png,A,B,C,D,SSC,Bi,9.1
216,a,https://i.imgur.com/x9ZKcBk.png,A,B,C,D,SSC,Bi,9.1
217,a,https://i.imgur.com/ehSZVCY.png,A,B,C,D,SSC,Bi,9.1
218,a,https://i.imgur.com/YHQxKuo.png,A,B,C,D,SSC,Bi,9.1
219,b,https://i.imgur.com/7CztUit.png,A,B,C,D,SSC,Bi,9.1
220,d,https://i.imgur.com/n1tQ2XC.png,A,B,C,D,SSC,Bi,9.1
221,d,https://i.imgur.com/T0raC1K.png,A,B,C,D,SSC,Bi,9.1
222,b,https://i.imgur.com/jmJ7mok.png,A,B,C,D,SSC,Bi,9.1
223,b,https://i.imgur.com/OdF41Ew.png,A,B,C,D,SSC,Bi,9.1
225,c,https://i.imgur.com/vNJpX3s.png,A,B,C,D,SSC,Bi,9.1
226,b,https://i.imgur.com/PdkocVo.png,A,B,C,D,SSC,Bi,9.1
227,b,https://i.imgur.com/a9IWBar.png,A,B,C,D,SSC,Bi,9.1
228,b,https://i.imgur.com/crITUIZ.png,A,B,C,D,SSC,Bi,9.1
229,c,https://i.imgur.com/P82HXCd.png,A,B,C,D,SSC,Bi,9.1
230,d,https://i.imgur.com/Gm5qvQ9.png,A,B,C,D,SSC,Bi,9.1
231,b,https://i.imgur.com/DIqKRbV.png,A,B,C,D,SSC,Bi,9.1
232,d,https://i.imgur.com/DtZDCkq.png,A,B,C,D,SSC,Bi,9.1
233,b,https://i.imgur.com/5KSiuUz.png,A,B,C,D,SSC,Bi,9.1
234,b,https://i.imgur.com/V8AKcke.png,A,B,C,D,SSC,Bi,9.1
235,c,https://i.imgur.com/rIwxm6r.png,A,B,C,D,SSC,Bi,9.1
236,c,https://i.imgur.com/sCnzZWq.png,A,B,C,D,SSC,Bi,9.1
237,d,https://i.imgur.com/vQnvbJ4.png,A,B,C,D,SSC,Bi,9.1
239,d,https://i.imgur.com/vx4zPBJ.png,A,B,C,D,SSC,Bi,9.1
240,c,https://i.imgur.com/8xJmSWG.png,A,B,C,D,SSC,Bi,9.1
241,c,https://i.imgur.com/7XloG8a.png,A,B,C,D,SSC,Bi,9.1
242,d,https://i.imgur.com/oGsmSAY.png,A,B,C,D,SSC,Bi,9.1
245,d,https://i.imgur.com/D8qvPiU.png,A,B,C,D,SSC,Bi,9.1
246,b,https://i.imgur.com/clVkXkL.png,A,B,C,D,SSC,Bi,9.1
248,d,https://i.imgur.com/6iIB9zl.png,A,B,C,D,SSC,Bi,9.1
249,a,https://i.imgur.com/AkYKTas.png,A,B,C,D,SSC,Bi,9.1
250,b,https://i.imgur.com/mqVEbnV.png,A,B,C,D,SSC,Bi,9.1
