,correct,QuestionLink,optA,optB,optC,optD,usedFor ,lang,category
90,a,https://i.imgur.com/RmwuwlQ.png,A,B,C,D,SSC,Bi,10.1
91,c,https://i.imgur.com/9JtGRw7.png,A,B,C,D,SSC,Bi,10.1
92,b,https://i.imgur.com/tpnKo4b.png,A,B,C,D,SSC,Bi,10.1
94,c,https://i.imgur.com/bue801d.png,A,B,C,D,SSC,Bi,10.1
95,d,https://i.imgur.com/XEVFtaK.png,A,B,C,D,SSC,Bi,10.1
96,c,https://i.imgur.com/DW6VMs8.png,A,B,C,D,SSC,Bi,10.1
97,a,https://i.imgur.com/OOtpkkP.png,A,B,C,D,SSC,Bi,10.1
98,b,https://i.imgur.com/Gg6FCH8.png,A,B,C,D,SSC,Bi,10.1
100,c,https://i.imgur.com/Q0ZdYRf.png,A,B,C,D,SSC,Bi,10.1
101,c,https://i.imgur.com/DG7BytB.png,A,B,C,D,SSC,Bi,10.1
102,d,https://i.imgur.com/hBAWVUa.png,A,B,C,D,SSC,Bi,10.1
103,c,https://i.imgur.com/11iu7nA.png,A,B,C,D,SSC,Bi,10.1
104,d,https://i.imgur.com/HXuex0E.png,A,B,C,D,SSC,Bi,10.1
105,b,https://i.imgur.com/3MTlrNE.png,A,B,C,D,SSC,Bi,10.1
106,c,https://i.imgur.com/8QpVnrO.png,A,B,C,D,SSC,Bi,10.1
107,c,https://i.imgur.com/41AmdMD.png,A,B,C,D,SSC,Bi,10.1
109,c,https://i.imgur.com/4sIKzAV.png,A,B,C,D,SSC,Bi,10.1
110,a,https://i.imgur.com/DHrLU3L.png,A,B,C,D,SSC,Bi,10.1
111,b,https://i.imgur.com/ODQ8pIy.png,A,B,C,D,SSC,Bi,10.1
112,c,https://i.imgur.com/CCbf8Tx.png,A,B,C,D,SSC,Bi,10.1
113,b,https://i.imgur.com/WFbG8GQ.png,A,B,C,D,SSC,Bi,10.1
114,d,https://i.imgur.com/3Dl1C0F.png,A,B,C,D,SSC,Bi,10.1
115,b,https://i.imgur.com/xfVN6KG.png,A,B,C,D,SSC,Bi,10.1
116,d,https://i.imgur.com/scHuHDc.png,A,B,C,D,SSC,Bi,10.1
117,d,https://i.imgur.com/pO8IqHR.png,A,B,C,D,SSC,Bi,10.1
118,a,https://i.imgur.com/BxFvhZ5.png,A,B,C,D,SSC,Bi,10.1
120,c,https://i.imgur.com/eTREheL.png,A,B,C,D,SSC,Bi,10.1
121,b,https://i.imgur.com/FEUkHPx.png,A,B,C,D,SSC,Bi,10.1
122,a,https://i.imgur.com/JVszTon.png,A,B,C,D,SSC,Bi,10.1
123,b,https://i.imgur.com/9x1Ogrp.png,A,B,C,D,SSC,Bi,10.1
125,b,https://i.imgur.com/FkdgGKV.png,A,B,C,D,SSC,Bi,10.1
126,a,https://i.imgur.com/nommdJx.png,A,B,C,D,SSC,Bi,10.1
127,b,https://i.imgur.com/aJPrrQC.png,A,B,C,D,SSC,Bi,10.1
128,a,https://i.imgur.com/uq99Sm6.png,A,B,C,D,SSC,Bi,10.1
