sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
141,c,https://i.imgur.com/AWlq8cY.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
142,d,https://i.imgur.com/oCTvgXG.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
143,b,https://i.imgur.com/n7KUrs9.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
145,d,https://i.imgur.com/ngiB1pB.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
146,a,https://i.imgur.com/Wmn2PUh.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
147,b,https://i.imgur.com/bQBCIH4.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
148,b,https://i.imgur.com/MCEJcrE.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
150,d,https://i.imgur.com/CeQZ2KL.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
151,b,https://i.imgur.com/0MbpTch.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
152,c,https://i.imgur.com/3nvOTld.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
153,b,https://i.imgur.com/GcIppmB.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
155,b,https://i.imgur.com/SnOT2yB.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
156,a,https://i.imgur.com/X5pn72Z.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
157,c,https://i.imgur.com/EzkADID.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
159,c,https://i.imgur.com/wx1kUNw.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
160,c,https://i.imgur.com/N32ORdW.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
161,c,https://i.imgur.com/Is5F564.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
162,a,https://i.imgur.com/G6YMoML.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
163,d,https://i.imgur.com/zVMYBpL.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
164,c,https://i.imgur.com/EI6ZZPm.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
165,b,https://i.imgur.com/GmxAGLS.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
167,a,https://i.imgur.com/NBfa91Q.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
168,b,https://i.imgur.com/rtYzFFd.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
169,c,https://i.imgur.com/UbA9dST.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
171,a,https://i.imgur.com/MlSZEUH.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
172,c,https://i.imgur.com/z8ktaew.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
173,d,https://i.imgur.com/X0MYSAK.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
174,d,https://i.imgur.com/Lv42hyY.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
175,d,https://i.imgur.com/oviah4r.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
176,c,https://i.imgur.com/qlROvfO.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
177,c,https://i.imgur.com/1hjfVe8.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
179,b,https://i.imgur.com/eksL1CT.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
180,d,https://i.imgur.com/PUDLdQe.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
181,a,https://i.imgur.com/UTHnI4q.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
182,d,https://i.imgur.com/HU4zXEc.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
183,c,https://i.imgur.com/hZRTOho.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
184,d,https://i.imgur.com/lh4IXKv.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
185,c,https://i.imgur.com/YaYmxbu.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
186,a,https://i.imgur.com/WxzJsAv.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
187,a,https://i.imgur.com/b6ze6DY.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
188,a,https://i.imgur.com/bPp8MAG.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
189,a,https://i.imgur.com/ukfnR3c.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
190,c,https://i.imgur.com/LXvA1or.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
191,a,https://i.imgur.com/iqhGPOs.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
193,b,https://i.imgur.com/eB9VRjY.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
194,c,https://i.imgur.com/tdbGQQw.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
195,b,https://i.imgur.com/314DhLp.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
197,b,https://i.imgur.com/82xttSX.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
198,a,https://i.imgur.com/5GWRGn1.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
199,d,https://i.imgur.com/36fITEf.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
200,c,https://i.imgur.com/sDiOL6c.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
202,c,https://i.imgur.com/2n1nj1n.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
203,c,https://i.imgur.com/0dfdICp.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
204,c,https://i.imgur.com/9V4Svz2.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
206,b,https://i.imgur.com/oFRiZwF.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
207,a,https://i.imgur.com/fMBqaeo.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
208,d,https://i.imgur.com/ivTgkAJ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
209,c,https://i.imgur.com/8GKmGLU.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
211,a,https://i.imgur.com/ceuwKqn.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
212,d,https://i.imgur.com/mbZoql0.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
213,b,https://i.imgur.com/xlcDIdH.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
214,d,https://i.imgur.com/sB9c2b9.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
215,d,https://i.imgur.com/6FkI2VA.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
217,d,https://i.imgur.com/5smzrh6.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
218,c,https://i.imgur.com/o97tO0T.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
219,b,https://i.imgur.com/k1a442M.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
221,c,https://i.imgur.com/9fIT0yD.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
222,a,https://i.imgur.com/8P9Mh2P.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
223,a,https://i.imgur.com/mFuBJMu.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
224,a,https://i.imgur.com/hZKzAw1.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
226,d,https://i.imgur.com/ulcvDGy.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
227,d,https://i.imgur.com/lu3TnB6.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
228,c,https://i.imgur.com/NrvpCya.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
229,b,https://i.imgur.com/YMyjtuR.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
230,a,https://i.imgur.com/YbClfPI.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
231,c,https://i.imgur.com/a2Kdoqx.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
232,b,https://i.imgur.com/sJtzxeA.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
233,b,https://i.imgur.com/Qcc5uqG.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
234,a,https://i.imgur.com/CriH6KS.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
235,b,https://i.imgur.com/9hHSrvv.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
236,b,https://i.imgur.com/l0HR4Kd.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
237,a,https://i.imgur.com/ymjU7m7.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
238,a,https://i.imgur.com/iycliJF.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
239,a,https://i.imgur.com/ccOz336.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
240,c,https://i.imgur.com/1wveHvz.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
241,d,https://i.imgur.com/24sxJp0.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
242,a,https://i.imgur.com/YSma3nS.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
243,d,https://i.imgur.com/QEkmeqI.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
244,c,https://i.imgur.com/HohsGXI.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
245,d,https://i.imgur.com/YEw9rHt.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
246,b,https://i.imgur.com/eMEACn4.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
247,d,https://i.imgur.com/G8nYnMh.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
248,d,https://i.imgur.com/oYLHtro.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
249,c,https://i.imgur.com/IEwsiaJ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
250,a,https://i.imgur.com/iD0ZDmz.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
251,c,https://i.imgur.com/v399NqP.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
253,c,https://i.imgur.com/MW7nBHR.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
254,b,https://i.imgur.com/oyzntfJ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
255,c,https://i.imgur.com/zjhRZbf.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
257,d,https://i.imgur.com/4QXAe2b.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
258,c,https://i.imgur.com/EPWNLat.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
261,b,https://i.imgur.com/ukHPWXq.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
262,b,https://i.imgur.com/NgqCoZI.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
264,a,https://i.imgur.com/BmfN5co.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
265,b,https://i.imgur.com/ncu0gbM.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
266,b,https://i.imgur.com/yR3RtAm.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
268,d,https://i.imgur.com/CgAcNmL.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
269,c,https://i.imgur.com/cSTeghp.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
271,d,https://i.imgur.com/WvkorKY.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
272,d,https://i.imgur.com/U31rrK7.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
273,b,https://i.imgur.com/3mScpgi.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
275,c,https://i.imgur.com/hkxzk1c.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
276,b,https://i.imgur.com/ZgzFROd.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
278,a,https://i.imgur.com/hAu0mrj.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
279,c,https://i.imgur.com/ZrImK8w.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
280,b,https://i.imgur.com/sUOgVeF.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
282,b,https://i.imgur.com/V9Z8Xew.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
283,d,https://i.imgur.com/2PGPGRF.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
284,c,https://i.imgur.com/VTXW1QC.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
285,b,https://i.imgur.com/lSi8Uvn.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
286,a,https://i.imgur.com/fCMY0lp.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
287,b,https://i.imgur.com/kddGh32.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
288,d,https://i.imgur.com/WweVPgL.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
289,a,https://i.imgur.com/M2JswXF.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
290,c,https://i.imgur.com/AdJrhRe.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
292,c,https://i.imgur.com/dX7dwuQ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
293,a,https://i.imgur.com/HyegBIQ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
294,b,https://i.imgur.com/mg9UxyD.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
295,c,https://i.imgur.com/YzhmkvS.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
296,c,https://i.imgur.com/Dxvx5O7.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
297,a,https://i.imgur.com/yhYjxhP.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
298,c,https://i.imgur.com/esl6rRA.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
299,b,https://i.imgur.com/2ZkVjLZ.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
300,b,https://i.imgur.com/uAWrWfV.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
301,d,https://i.imgur.com/FWBGFsE.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
303,a,https://i.imgur.com/qmwVLao.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
304,b,https://i.imgur.com/xq1eAuz.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
305,c,https://i.imgur.com/U6dc5AA.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
306,b,https://i.imgur.com/0d8pKA7.png,Maths,A,B,C,D,12.1,SSC,Bi,rk_yadav
