sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
105,b,https://i.imgur.com/YPFgf9p.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
106,c,https://i.imgur.com/04Hv3sN.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
107,b,https://i.imgur.com/8OL1gxR.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
108,b,https://i.imgur.com/Uajo42M.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
110,d,https://i.imgur.com/RPgHW9m.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
111,b,https://i.imgur.com/K732gdD.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
112,b,https://i.imgur.com/NyG3ZQk.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
113,d,https://i.imgur.com/HOo72Gl.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
114,d,https://i.imgur.com/kQ502Ta.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
116,a,https://i.imgur.com/t0synyr.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
117,a,https://i.imgur.com/m9ojuHS.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
118,a,https://i.imgur.com/kAcpUif.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
119,b,https://i.imgur.com/C2bl6g6.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
120,d,https://i.imgur.com/QNcL3Jw.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
121,c,https://i.imgur.com/RN0qoZM.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
122,c,https://i.imgur.com/VcajIGa.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
123,c,https://i.imgur.com/AhBA5T7.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
125,b,https://i.imgur.com/qLluZ2D.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
126,a,https://i.imgur.com/IyujcxY.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
127,b,https://i.imgur.com/nI3ktKl.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
128,d,https://i.imgur.com/1kjwXLU.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
129,a,https://i.imgur.com/BswOIqP.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
130,d,https://i.imgur.com/MHyRtZT.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
132,b,https://i.imgur.com/NGhj1W4.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
133,c,https://i.imgur.com/tk5dL4n.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
134,d,https://i.imgur.com/1FslrGY.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
135,d,https://i.imgur.com/vKrcjXj.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
136,b,https://i.imgur.com/liCUhN9.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
137,a,https://i.imgur.com/uyQBLUP.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
139,d,https://i.imgur.com/ogtxIWN.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
140,d,https://i.imgur.com/2WaGrd3.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
141,d,https://i.imgur.com/s80ev56.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
142,a,https://i.imgur.com/QrBjb11.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
143,a,https://i.imgur.com/QQxrcaI.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
144,a,https://i.imgur.com/BuBirZU.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
145,c,https://i.imgur.com/SIOM6uq.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
146,d,https://i.imgur.com/FmK8mjb.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
147,a,https://i.imgur.com/VTz4KaG.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
148,d,https://i.imgur.com/M4ajvmH.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
149,b,https://i.imgur.com/cqKlGQT.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
150,c,https://i.imgur.com/TxScRd4.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
152,a,https://i.imgur.com/t8NRcvR.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
153,d,https://i.imgur.com/ZU29lm9.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
154,a,https://i.imgur.com/Sh1pm0W.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
155,a,https://i.imgur.com/5RDlXDw.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
156,a,https://i.imgur.com/fUWe794.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
157,c,https://i.imgur.com/XrgCt5q.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
158,a,https://i.imgur.com/opc0tzz.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
160,c,https://i.imgur.com/gcs5hQC.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
161,a,https://i.imgur.com/m7vINh1.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
162,c,https://i.imgur.com/nbbecGU.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
163,b,https://i.imgur.com/ppcgWnJ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
164,a,https://i.imgur.com/YC7RNsA.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
165,d,https://i.imgur.com/pH39Ign.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
167,a,https://i.imgur.com/h0IRm3M.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
168,b,https://i.imgur.com/7D7AoF9.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
169,b,https://i.imgur.com/u9Q6kBu.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
171,b,https://i.imgur.com/GzUsjfh.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
172,b,https://i.imgur.com/JPQZbdt.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
173,a,https://i.imgur.com/chrr7Z3.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
174,d,https://i.imgur.com/3aD3fKF.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
175,c,https://i.imgur.com/AugcsSK.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
177,b,https://i.imgur.com/ce8YPEC.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
178,a,https://i.imgur.com/Aid9N4X.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
179,c,https://i.imgur.com/C2zZX2o.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
180,a,https://i.imgur.com/vOo0jfK.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
181,c,https://i.imgur.com/rvp11ym.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
183,a,https://i.imgur.com/sbGqW4b.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
184,c,https://i.imgur.com/VJRtkFk.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
185,b,https://i.imgur.com/vUwtXfr.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
186,c,https://i.imgur.com/Vb90FfG.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
188,c,https://i.imgur.com/ussSZJQ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
189,d,https://i.imgur.com/Y9dSMXO.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
190,c,https://i.imgur.com/StJX0VY.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
191,b,https://i.imgur.com/KzZTZkb.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
193,a,https://i.imgur.com/R4aOpsm.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
194,b,https://i.imgur.com/eayAI7H.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
195,a,https://i.imgur.com/uuSjxHn.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
196,c,https://i.imgur.com/PJMJVzZ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
197,c,https://i.imgur.com/1VSboS3.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
198,d,https://i.imgur.com/qbtXVaM.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
199,d,https://i.imgur.com/5m2pFdK.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
200,c,https://i.imgur.com/XJpWQkZ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
201,a,https://i.imgur.com/SVerhAq.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
202,a,https://i.imgur.com/1GZ1cMv.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
203,a,https://i.imgur.com/6tVGK0v.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
204,b,https://i.imgur.com/McePuLd.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
205,b,https://i.imgur.com/mGVRYZT.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
206,d,https://i.imgur.com/jzCWhM0.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
207,d,https://i.imgur.com/slrMFzK.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
208,c,https://i.imgur.com/tKeYQDn.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
209,c,https://i.imgur.com/2RTDqJ6.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
211,d,https://i.imgur.com/zaBaXcU.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
212,b,https://i.imgur.com/SDjQWcJ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
213,a,https://i.imgur.com/thdBF6z.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
214,d,https://i.imgur.com/WG4rXfs.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
215,b,https://i.imgur.com/fgyC2rr.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
217,d,https://i.imgur.com/m558FWu.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
218,c,https://i.imgur.com/cMIdUct.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
219,c,https://i.imgur.com/NlPJ7U6.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
220,b,https://i.imgur.com/cQd9KGu.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
222,a,https://i.imgur.com/zajwUNp.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
223,d,https://i.imgur.com/a3sCfg8.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
224,b,https://i.imgur.com/o3RdJIV.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
225,c,https://i.imgur.com/Hm0lNUb.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
227,a,https://i.imgur.com/GvgDOVQ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
228,a,https://i.imgur.com/J4m1h6m.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
229,b,https://i.imgur.com/SwLGquo.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
230,b,https://i.imgur.com/iy5fJv9.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
231,a,https://i.imgur.com/pEJCbwq.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
232,b,https://i.imgur.com/LobsloP.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
233,a,https://i.imgur.com/d7ahr2f.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
234,b,https://i.imgur.com/ReIH6N8.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
235,c,https://i.imgur.com/1gTJfcl.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
236,c,https://i.imgur.com/yyagDQi.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
237,c,https://i.imgur.com/QKYmp3U.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
238,c,https://i.imgur.com/rhoAF3b.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
239,b,https://i.imgur.com/HcyqQCO.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
240,a,https://i.imgur.com/tmQXmdi.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
241,b,https://i.imgur.com/F8FuwDG.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
242,d,https://i.imgur.com/zAkDLld.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
243,c,https://i.imgur.com/PU1sSps.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
245,d,https://i.imgur.com/T1Hno8p.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
246,c,https://i.imgur.com/YNttlMk.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
247,d,https://i.imgur.com/P9fONc0.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
248,b,https://i.imgur.com/7gWrSw8.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
249,d,https://i.imgur.com/x3ZcNwJ.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
251,d,https://i.imgur.com/Wemi4s9.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
252,b,https://i.imgur.com/NpJtTbe.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
253,c,https://i.imgur.com/6P1qIW7.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
254,c,https://i.imgur.com/L0DSINm.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
255,d,https://i.imgur.com/ygOClTM.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
256,b,https://i.imgur.com/L4YsgQO.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
257,b,https://i.imgur.com/fpFIxlT.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
258,d,https://i.imgur.com/UdLKcd8.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
259,b,https://i.imgur.com/oMR1LcP.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
261,b,https://i.imgur.com/7AG35py.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
262,c,https://i.imgur.com/pc3atbI.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
263,b,https://i.imgur.com/36OEKHB.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
264,d,https://i.imgur.com/HwGcIUl.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
266,b,https://i.imgur.com/DGaGptY.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
269,c,https://i.imgur.com/vXOGvSN.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
270,c,https://i.imgur.com/PVc1fP3.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
271,c,https://i.imgur.com/ode8yvH.png,Maths,A,B,C,D,22.1,SSC,Bi,rk_yadav
