,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
53,22,a,https://i.imgur.com/YBpQiWE.png,,https://i.imgur.com/fErbl9T.png,EnvironmentStudyLocopilot,A,B,C,D,1.1,ALP,Hindi,RRB,Energy Resource
54,23,c,https://i.imgur.com/HlYMgXp.png,,https://i.imgur.com/coUwlwU.png,EnvironmentStudyLocopilot,A,B,C,D,1.1,ALP,Hindi,RRB,Energy Resource
55,1,a,https://i.imgur.com/rcfYDfz.png,,https://i.imgur.com/wu618Ut.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
56,2,b,https://i.imgur.com/1vxXTYl.png,,https://i.imgur.com/6bVYzl0.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
57,3,d,https://i.imgur.com/AkDxLsK.png,,https://i.imgur.com/3tKBS0a.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
58,4,c,https://i.imgur.com/O44A9zn.png,,https://i.imgur.com/UAYnZ6e.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
59,5,c,https://i.imgur.com/tKugwup.png,,https://i.imgur.com/URkOyxk.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
60,6,d,https://i.imgur.com/N2UmJKd.png,,https://i.imgur.com/I0MbDAQ.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
61,7,d,https://i.imgur.com/3mB50W0.png,,https://i.imgur.com/vnf72bg.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
62,8,d,https://i.imgur.com/wGC6gVD.png,,https://i.imgur.com/KIpDVFM.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
63,9,c,https://i.imgur.com/7jLKLvi.png,,https://i.imgur.com/W5uXsRb.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
64,10,c,https://i.imgur.com/PHQjBSV.png,,https://i.imgur.com/3QQ5ZBO.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
65,11,c,https://i.imgur.com/wlT7Si0.png,,https://i.imgur.com/Fmeflyf.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
66,12,c,https://i.imgur.com/KJhqmtJ.png,,https://i.imgur.com/ylUOzUF.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
67,13,a,https://i.imgur.com/frddsPT.png,,https://i.imgur.com/lZYIFAa.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
68,14,a,https://i.imgur.com/3XEmMmF.png,,https://i.imgur.com/mojAc4J.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
69,15,d,https://i.imgur.com/zHdxHpn.png,,https://i.imgur.com/VAfXG9i.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
70,16,a,https://i.imgur.com/rVZ6JMl.png,,https://i.imgur.com/4sKZHXY.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
71,17,d,https://i.imgur.com/Sl7Nl0q.png,,https://i.imgur.com/VjGtRWC.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
72,18,b,https://i.imgur.com/GKEjfn3.png,,https://i.imgur.com/EJOFvIV.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
73,19,d,https://i.imgur.com/qeIqMSs.png,,https://i.imgur.com/bKc2ffP.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
74,20,c,https://i.imgur.com/eBl2jcz.png,,https://i.imgur.com/S4r2L75.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
75,21,b,https://i.imgur.com/G7gORwM.png,,https://i.imgur.com/wvXuVN3.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
76,22,b,https://i.imgur.com/q7fPXqX.png,,https://i.imgur.com/fskQyhr.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
77,23,a,https://i.imgur.com/AkO9FWn.png,,https://i.imgur.com/GDHN11b.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
78,24,d,https://i.imgur.com/fEWlXRi.png,,https://i.imgur.com/oVpx8SZ.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
79,25,b,https://i.imgur.com/W6d5pot.png,,https://i.imgur.com/8bYpn1R.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
80,26,b,https://i.imgur.com/NsEBm3B.png,,https://i.imgur.com/Lp9Im2d.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
81,27,b,https://i.imgur.com/QWzdMMg.png,,https://i.imgur.com/MJO0DsQ.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
82,28,c,https://i.imgur.com/MTTM8Iy.png,,https://i.imgur.com/ThQEtbr.png,EnvironmentStudyLocopilot,A,B,C,D,5.1,ALP,Hindi, RRB,Green House Effect
83,1,b,https://i.imgur.com/Q4QM3kS.png,,https://i.imgur.com/QcvXBlb.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
84,2,b,https://i.imgur.com/6BcvgOR.png,,https://i.imgur.com/2wJgwdw.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
85,3,c,https://i.imgur.com/HakQM3y.png,,https://i.imgur.com/uJtcAud.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
86,4,c,https://i.imgur.com/gwZxBDz.png,,https://i.imgur.com/0ebgzOW.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
87,5,c,https://i.imgur.com/FwTCqiY.png,,https://i.imgur.com/oycFXrv.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
88,6,c,https://i.imgur.com/pgpc8Bv.png,,https://i.imgur.com/hJzWPd1.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
89,7,d,https://i.imgur.com/sf60CIR.png,,https://i.imgur.com/nCBURfq.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
90,8,d,https://i.imgur.com/3q3SxwK.png,,https://i.imgur.com/hEwgbek.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
91,9,d,https://i.imgur.com/SQzJBOE.png,,https://i.imgur.com/u2cYgR6.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
92,10,a,https://i.imgur.com/YEmRpcn.png,,https://i.imgur.com/cSTYQck.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
93,11,b,https://i.imgur.com/yqBLL0a.png,,https://i.imgur.com/pQFFFo9.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
94,12,d,https://i.imgur.com/3CQJmUP.png,,https://i.imgur.com/UzRVtsa.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
95,13,a,https://i.imgur.com/ajD3kbu.png,,https://i.imgur.com/kzNtDhn.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
96,14,c,https://i.imgur.com/Z1SxzjR.png,,https://i.imgur.com/pPj1IH9.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
97,15,b,https://i.imgur.com/ZVtwNhc.png,,https://i.imgur.com/zmTKRy3.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
98,16,c,https://i.imgur.com/1ecqtEZ.png,,https://i.imgur.com/5tyFvA2.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
99,17,a,https://i.imgur.com/f6p0Ei6.png,,https://i.imgur.com/D3AQldj.png,EnvironmentStudyLocopilot,A,B,C,D,7.1,ALP,Hindi,RRB,Ozone Layer
100,1,b,https://i.imgur.com/jC0bZB4.png,,https://i.imgur.com/n5Ch3le.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
101,2,c,https://i.imgur.com/UOn3MMJ.png,,https://i.imgur.com/N2mXigv.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
102,3,a,https://i.imgur.com/2R4Z0Ie.png,,https://i.imgur.com/6HbTMx8.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
103,5,a,https://i.imgur.com/ZAfsrlT.png,,https://i.imgur.com/mmS7TIw.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
104,6,c,https://i.imgur.com/b92aB7k.png,,https://i.imgur.com/X68RPbW.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
105,7,c,https://i.imgur.com/Yu5sFZp.png,,https://i.imgur.com/lUkJGC8.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
106,8,d,https://i.imgur.com/z7OzqxS.png,,https://i.imgur.com/dep5BU0.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
107,9,b,https://i.imgur.com/rgixwXe.png,,https://i.imgur.com/8zUCAB2.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
108,11,a,https://i.imgur.com/YohMjey.png,,https://i.imgur.com/xW1o0lW.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
109,12,d,https://i.imgur.com/oSzNvs2.png,,https://i.imgur.com/rJWseg2.png,EnvironmentStudyLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Water Conservation
110,1,b,https://i.imgur.com/KpHcvFD.png,,https://i.imgur.com/BP9YvxG.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
111,2,a,https://i.imgur.com/ylqdCQM.png,,https://i.imgur.com/zV0lVqa.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
112,3,d,https://i.imgur.com/VpB8C8L.png,,https://i.imgur.com/8iWS4Gz.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
113,4,b,https://i.imgur.com/5dr5zcy.png,,https://i.imgur.com/rXkIuy6.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
114,5,d,https://i.imgur.com/VSvpvyP.png,,https://i.imgur.com/14Vl13g.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
115,6,a,https://i.imgur.com/DebJOoH.png,,https://i.imgur.com/71Nw9gi.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
116,7,a,https://i.imgur.com/uFHA4qc.png,,https://i.imgur.com/zPwYnJg.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
117,8,a,https://i.imgur.com/1ydBpyB.png,,https://i.imgur.com/JBxLB1W.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
118,9,b,https://i.imgur.com/LBbEXtI.png,,https://i.imgur.com/1G3aSlY.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
119,10,b,https://i.imgur.com/owXMZ0l.png,,https://i.imgur.com/6aDlWm8.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
120,11,c,https://i.imgur.com/LMPnwcw.png,,https://i.imgur.com/pdZPD56.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
121,12,c,https://i.imgur.com/gj2Sack.png,,https://i.imgur.com/YUF41eA.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
122,13,b,https://i.imgur.com/C7rjtPE.png,,https://i.imgur.com/dXqURR6.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
123,14,c,https://i.imgur.com/wPlooUg.png,,https://i.imgur.com/HfCY7fV.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
124,15,c,https://i.imgur.com/JlRhD5G.png,,https://i.imgur.com/jBvFZW4.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
125,16,b,https://i.imgur.com/yaoIHvp.png,,https://i.imgur.com/ZcCixzE.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
126,17,d,https://i.imgur.com/bGggUdl.png,,https://i.imgur.com/rq22BLv.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
127,18,b,https://i.imgur.com/2LuDNdx.png,,https://i.imgur.com/tsDq5Pd.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
128,19,b,https://i.imgur.com/A9RzAEo.png,,https://i.imgur.com/Bdj4RvE.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
129,20,d,https://i.imgur.com/d3Il3BF.png,,https://i.imgur.com/K2iL2Fq.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
130,21,b,https://i.imgur.com/EbX0zEv.png,,https://i.imgur.com/5u4TUHk.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
131,22,c,https://i.imgur.com/ZlXTBIs.png,,https://i.imgur.com/t0eUcO4.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
132,23,b,https://i.imgur.com/6XJuAXp.png,,https://i.imgur.com/0CFI5tw.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
133,24,d,https://i.imgur.com/6Eobcn4.png,,https://i.imgur.com/wMuwynM.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
134,25,c,https://i.imgur.com/9OrXYzq.png,,https://i.imgur.com/TCrhL0E.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
135,26,d,https://i.imgur.com/VPqdJJy.png,,https://i.imgur.com/7s1AvFt.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
136,27,c,https://i.imgur.com/nI8iRIx.png,,https://i.imgur.com/eUXqXwO.png,EnvironmentStudyLocopilot,A,B,C,D,2.1,ALP,Hindi,RRB,Wildlife And Biosphere reserve
