,sl.no.,correct,QuestionLink,direction,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
81,11,b,https://i.imgur.com/680RX7L.png,,https://i.imgur.com/oNY613A.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
82,12,d,https://i.imgur.com/WGKzbh8.png,,https://i.imgur.com/VtQ3PXg.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
83,13,b,https://i.imgur.com/EJMcdiV.png,,https://i.imgur.com/VikQse3.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
84,14,c,https://i.imgur.com/PTgZ4rd.png,,https://i.imgur.com/ALbYqOU.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
85,15,d,https://i.imgur.com/0M9jXij.png,,https://i.imgur.com/bVGuwNz.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
86,16,a,https://i.imgur.com/beT92Wn.png,,https://i.imgur.com/jWdjKeV.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
87,17,c,https://i.imgur.com/sEiiF5W.png,,https://i.imgur.com/ZD6eOgf.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
88,18,c,https://i.imgur.com/OGxdAmu.png,,https://i.imgur.com/cDUByUb.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
89,19,a,https://i.imgur.com/18Z8A8y.png,,https://i.imgur.com/BFuC1BT.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
90,20,d,https://i.imgur.com/idBf14Q.png,,https://i.imgur.com/rcAeg4O.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
91,21,c,https://i.imgur.com/b6P0sXp.png,,https://i.imgur.com/WRnxwXP.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
92,22,b,https://i.imgur.com/lvGXjFB.png,,https://i.imgur.com/a6NfEF5.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
93,23,c,https://i.imgur.com/PlqBKk7.png,,https://i.imgur.com/Em0midM.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
94,24,b,https://i.imgur.com/Klzc3p7.png,,https://i.imgur.com/IuUC77q.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
95,25,c,https://i.imgur.com/scasFi2.png,,https://i.imgur.com/2GDGKpd.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
96,26,c,https://i.imgur.com/9kXylZW.png,,https://i.imgur.com/svsxF7E.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
97,27,c,https://i.imgur.com/pILpRRf.png,,https://i.imgur.com/Th2jCLG.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
98,28,c,https://i.imgur.com/09haFkS.png,,https://i.imgur.com/SW3BZBv.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
99,29,b,https://i.imgur.com/ow87Rgl.png,,https://i.imgur.com/3J4y2tX.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
100,30,a,https://i.imgur.com/dKuEVG6.png,,https://i.imgur.com/99JbhNp.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
101,31,a,https://i.imgur.com/aPanJwc.png,,https://i.imgur.com/FPha7gW.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
102,32,b,https://i.imgur.com/eUNjjWm.png,,https://i.imgur.com/KoijhVn.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
103,33,c,https://i.imgur.com/YpntCls.png,,https://i.imgur.com/Cydu6N6.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
104,34,b,https://i.imgur.com/CbM221Y.png,,https://i.imgur.com/qawhGjZ.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
105,35,d,https://i.imgur.com/XzT8nog.png,,https://i.imgur.com/xTfnwVW.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
106,36,d,https://i.imgur.com/PLAPyAQ.png,,https://i.imgur.com/SsnRc2q.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
107,37,c,https://i.imgur.com/PoXM41j.png,,https://i.imgur.com/eXy6UDq.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
108,38,c,https://i.imgur.com/MVLCLcq.png,,https://i.imgur.com/FY7qiZx.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
109,39,c,https://i.imgur.com/d0ec5st.png,,https://i.imgur.com/X0dNLfj.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
110,40,d,https://i.imgur.com/RwEi1vS.png,,https://i.imgur.com/JTEVLQg.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
111,41,a,https://i.imgur.com/G4ItTPt.png,,https://i.imgur.com/4tyEK2K.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
112,42,b,https://i.imgur.com/HaCnJuY.png,,https://i.imgur.com/YAIUwJx.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
113,43,d,https://i.imgur.com/64rj5Hh.png,,https://i.imgur.com/I6ZkZZr.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
114,44,a,https://i.imgur.com/VixXhNp.png,,https://i.imgur.com/xvfmBPE.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
115,45,d,https://i.imgur.com/7iPplwy.png,,https://i.imgur.com/WJNk9JY.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
116,46,b,https://i.imgur.com/J5e28Lm.png,,https://i.imgur.com/GC5ebud.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
117,47,d,https://i.imgur.com/L6Yj9SD.png,,https://i.imgur.com/JttBpKE.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
118,48,c,https://i.imgur.com/HHrzV2s.png,,https://i.imgur.com/VaawwEd.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
119,49,b,https://i.imgur.com/zvhJbkD.png,,https://i.imgur.com/h8SY7K7.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
120,50,c,https://i.imgur.com/GmQrJ7n.png,,https://i.imgur.com/a1bCeaJ.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
121,51,b,https://i.imgur.com/Uw2XqPI.png,,https://i.imgur.com/nxTdvOw.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
122,52,a,https://i.imgur.com/zzB1AfB.png,,https://i.imgur.com/r0aUlsb.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
123,53,d,https://i.imgur.com/rHbyzt0.png,,https://i.imgur.com/99Vn2br.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
124,54,b,https://i.imgur.com/sk5cxFj.png,,https://i.imgur.com/DqNvpcR.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
125,55,a,https://i.imgur.com/tXelllb.png,,https://i.imgur.com/k7QVXtU.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
126,56,c,https://i.imgur.com/jzfg077.png,,https://i.imgur.com/PuVZHqA.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
127,57,b,https://i.imgur.com/5HD6SaB.png,,https://i.imgur.com/OG1U5MI.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
128,58,d,https://i.imgur.com/YhaTy3p.png,,https://i.imgur.com/f1zOo6R.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
129,59,b,https://i.imgur.com/q1mXH9I.png,,https://i.imgur.com/S3Tso4K.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
130,60,a,https://i.imgur.com/EJvoLNp.png,,https://i.imgur.com/7yGhXug.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
131,61,c,https://i.imgur.com/AXuYldN.png,,https://i.imgur.com/GbjKGoI.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
132,62,b,https://i.imgur.com/HAxPVMK.png,,https://i.imgur.com/Tp1bz7P.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
133,63,a,https://i.imgur.com/5tUUbAr.png,,https://i.imgur.com/NeydyYg.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
134,64,a,https://i.imgur.com/hkXeczL.png,,https://i.imgur.com/iokMxFJ.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
135,65,c,https://i.imgur.com/cZ9bgG4.png,,https://i.imgur.com/pmBdZsd.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
136,66,b,https://i.imgur.com/TLRhgmU.png,,https://i.imgur.com/4fQLjhV.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
137,67,c,https://i.imgur.com/qY5URPX.png,,https://i.imgur.com/UnmBf9D.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
138,68,d,https://i.imgur.com/JDYj5Go.png,,https://i.imgur.com/AFHwEuy.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
139,69,c,https://i.imgur.com/zUs4G5V.png,,https://i.imgur.com/vti4Gan.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
140,70,a,https://i.imgur.com/IJba17H.png,,https://i.imgur.com/HSS0vkv.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
141,71,c,https://i.imgur.com/8TcJD53.png,,https://i.imgur.com/mn0Idtp.png,EngineeringDrawingLocopilot,A,B,C,D,4.1,ALP,Hindi,RRB,Geometry Figures
