sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
2,3,https://i.imgur.com/zOLKKJn.png,,"3,5",https://i.imgur.com/zr7t7eD.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,2,https://i.imgur.com/FDrtdle.png,,1,https://i.imgur.com/iM1vYcP.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,1,https://i.imgur.com/cxVovpr.png,,1,https://i.imgur.com/5bxl9Yi.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
5,2,https://i.imgur.com/mkHfs8p.png,,1,https://i.imgur.com/Bl05COh.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
6,3,https://i.imgur.com/teEO5qW.png,,1,https://i.imgur.com/ZHqDHiu.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
7,4,https://i.imgur.com/Vx5sSMC.png,,1,https://i.imgur.com/rUgk8op.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
8,2,https://i.imgur.com/nayBAS5.png,,1,https://i.imgur.com/gojIOZE.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
1,1,https://i.imgur.com/ncfpUIO.png,,"3,5",https://i.imgur.com/QI7hGrj.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
2,3,https://i.imgur.com/n1KxbuN.png,,"3,5",https://i.imgur.com/LfGndLE.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,4,https://i.imgur.com/edgrVTA.png,,"3,5",https://i.imgur.com/vfGcmVA.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,3,https://i.imgur.com/zucP6P6.png,,"3,5",https://i.imgur.com/ZIp1JvT.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
5,1,https://i.imgur.com/y1eywAS.png,,"3,5",https://i.imgur.com/stPgZGb.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
6,3,https://i.imgur.com/9bYfiNh.png,,"3,5",https://i.imgur.com/YQ7UpLb.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
7,4,https://i.imgur.com/wAfqDVO.png,,"3,5",https://i.imgur.com/wStCShr.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
8,4,https://i.imgur.com/jgfPns9.png,,"3,5",https://i.imgur.com/1E3ZHpk.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
9,4,https://i.imgur.com/5gV4wS3.png,,"3,5",https://i.imgur.com/J2kZ0h7.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
10,2,https://i.imgur.com/H5GIRvY.png,,"3,5",https://i.imgur.com/KHElgD7.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
11,2,https://i.imgur.com/U9wMWaL.png,,"1,5",https://i.imgur.com/itBFUS0.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
12,3,https://i.imgur.com/RP1raqF.png,,"1,5",https://i.imgur.com/buNkfnZ.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
13,4,https://i.imgur.com/8KGCMSg.png,,"3,5",https://i.imgur.com/xUB83t3.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
14,4,https://i.imgur.com/4fXa4hr.png,,"3,5",https://i.imgur.com/n2FKzd9.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
15,1,https://i.imgur.com/mX4V1vc.png,,"3,5",https://i.imgur.com/ovl2dJ2.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
16,1,https://i.imgur.com/kodkvxZ.png,,"3,5",https://i.imgur.com/skJ2SnU.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
1,1,https://i.imgur.com/Sgfr3ZJ.png,,1,https://i.imgur.com/ZK38rlE.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
2,3,https://i.imgur.com/D0k6K8J.png,,1,https://i.imgur.com/KfskZ2I.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,1,https://i.imgur.com/XPgvPoO.png,,1,https://i.imgur.com/1b9b10c.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,4,https://i.imgur.com/Y0CDpYY.png,,1,https://i.imgur.com/thFzx6H.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
5,3,https://i.imgur.com/skVESHt.png,,"3,5",https://i.imgur.com/iwoIX0Y.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
1,2,https://i.imgur.com/h7u3hh0.png,,1,https://i.imgur.com/6lyvtpQ.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
2,2,https://i.imgur.com/9H5HXSP.png,,1,https://i.imgur.com/IA3bknr.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,2,https://i.imgur.com/XUTy55i.png,,1,https://i.imgur.com/mpATSWn.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,3,https://i.imgur.com/nmgjiZH.png,,5,https://i.imgur.com/T3FH5pv.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
1,2,https://i.imgur.com/ItbujHE.png,,3,https://i.imgur.com/wR7hTk6.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,4,https://i.imgur.com/WzkvV6q.png,,"3,5",https://i.imgur.com/m9X2b8D.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,1,https://i.imgur.com/jHxk3NG.png,,1,https://i.imgur.com/NirQj67.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
5,2,https://i.imgur.com/81DAi4t.png,,1,https://i.imgur.com/kWiSO5q.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
6,4,https://i.imgur.com/8Zu7OCj.png,,3,https://i.imgur.com/IUfGocw.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
7,3,https://i.imgur.com/3wuJNGY.png,,4,https://i.imgur.com/bKQANMn.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
8,2,https://i.imgur.com/9w3ptxI.png,,1,https://i.imgur.com/XiqgJ7k.png,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
1,2,https://i.imgur.com/IBdxdvi.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
2,3,https://i.imgur.com/62OviuH.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
3,1,https://i.imgur.com/jh2eziy.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
4,1,https://i.imgur.com/ZocY4Mv.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
5,1,https://i.imgur.com/Ivwa95H.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
6,3,https://i.imgur.com/3GHXbIP.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
7,4,https://i.imgur.com/9DEKfwH.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
8,1,https://i.imgur.com/aPoHqLs.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
9,3,https://i.imgur.com/NNsJliZ.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
10,3,https://i.imgur.com/1tSXVrT.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
11,4,https://i.imgur.com/dfYkE66.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
12,4,https://i.imgur.com/HFlnBAA.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
13,1,https://i.imgur.com/wnu9QHn.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
14,3,https://i.imgur.com/ceoCAx1.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
15,4,https://i.imgur.com/6bNlV1G.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
16,4,https://i.imgur.com/IL3n3Kj.png,,3,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
17,3,https://i.imgur.com/1roDBn6.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
18,4,https://i.imgur.com/9Do8u3r.png,,2,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
19,1,https://i.imgur.com/pL1HOjx.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
20,1,https://i.imgur.com/CAftxGs.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
21,2,https://i.imgur.com/s6OI2sR.png,,4,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
22,3,https://i.imgur.com/DbSQOfh.png,,4,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
23,2,https://i.imgur.com/LqTXeUO.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
24,1,https://i.imgur.com/OP9GOPW.png,,"1,3",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
25,4,https://i.imgur.com/L3nZuOa.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
26,2,https://i.imgur.com/vfztCVH.png,,3,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
27,1,https://i.imgur.com/VBOQOxP.png,,5,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
28,4,https://i.imgur.com/cmN3PWd.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
29,1,https://i.imgur.com/juuAmxw.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
30,2,https://i.imgur.com/xkHT61P.png,,3,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
31,4,https://i.imgur.com/EIrjBla.png,,"1,5,3",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
32,1,https://i.imgur.com/VfP7Svd.png,,"3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
34,2,https://i.imgur.com/o0kxUke.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
35,1,https://i.imgur.com/jVUQjRP.png,,"1,3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
36,3,https://i.imgur.com/2BLGjZ3.png,,"1,3,5",,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
37,2,https://i.imgur.com/iKxcJKP.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
38,3,https://i.imgur.com/jxNdmKu.png,,2,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
39,1,https://i.imgur.com/bTMrmOU.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
40,1,https://i.imgur.com/1xPx4o1.png,,1,,Maths,A,B,C,D,24.1,ssc,Bi,Kiran Maths,Compound Interest
