sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
20,3,https://i.imgur.com/rxymf5U.png,,1,https://i.imgur.com/1cbyE9a.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,1,https://i.imgur.com/ZHepkbM.png,,1,https://i.imgur.com/7wrIzQx.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
2,1,https://i.imgur.com/95LBtNZ.png,,1,https://i.imgur.com/KfCkkpE.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,3,https://i.imgur.com/9skHTLq.png,,1,https://i.imgur.com/Qna7trI.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
4,1,https://i.imgur.com/4Tzh9RK.png,,1,https://i.imgur.com/e3WFKXE.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
5,3,https://i.imgur.com/ITcU67b.png,,1,https://i.imgur.com/DiSbUsy.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
6,3,https://i.imgur.com/Y01ABQ4.png,,1,https://i.imgur.com/RYfqxGz.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,2,https://i.imgur.com/IaJ46YV.png,,1,https://i.imgur.com/jTjufrx.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
8,3,https://i.imgur.com/f9QpQ1Q.png,,1,https://i.imgur.com/52S7ypJ.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
9,4,https://i.imgur.com/SbfLGkS.png,,1,https://i.imgur.com/LAbpW84.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
10,1,https://i.imgur.com/K14p8lU.png,,1,https://i.imgur.com/JnwsPwC.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,2,https://i.imgur.com/an90gbE.png,,1,https://i.imgur.com/ZjmlrJL.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
2,4,https://i.imgur.com/bXfuucx.png,,1,https://i.imgur.com/tf5G5Xa.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,1,https://i.imgur.com/Av4R9eL.png,,1,https://i.imgur.com/arckMtS.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
4,3,https://i.imgur.com/Ft3uO0n.png,,1,https://i.imgur.com/qKknXeN.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
5,1,https://i.imgur.com/y4pDOHK.png,,1,https://i.imgur.com/ceUTcsA.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,3,https://i.imgur.com/RYKFxoP.png,,1,https://i.imgur.com/jKz0IvB.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
8,2,https://i.imgur.com/fxX4dzW.png,,1,https://i.imgur.com/fnPvIx2.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
9,3,https://i.imgur.com/EIilXcS.png,,1,https://i.imgur.com/oSw7QlU.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
10,4,https://i.imgur.com/vLa81il.png,,1,https://i.imgur.com/c9u2sbm.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
12,4,https://i.imgur.com/BWaGYiZ.png,,1,https://i.imgur.com/Ul6ihVB.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
13,3,https://i.imgur.com/QdgRDQ1.png,,1,https://i.imgur.com/fjgVliA.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
14,4,https://i.imgur.com/EWVqm7w.png,,1,https://i.imgur.com/4JLRmfF.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
15,2,https://i.imgur.com/1GKq1hj.png,,1,https://i.imgur.com/d3tsb6f.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
16,2,https://i.imgur.com/lHcTC22.png,,1,https://i.imgur.com/l87MdED.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
17,1,https://i.imgur.com/26jvuXV.png,,1,https://i.imgur.com/V3VpyK1.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
18,1,https://i.imgur.com/oBfhdCd.png,,1,https://i.imgur.com/IRFIpoH.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
19,2,https://i.imgur.com/mn04x0N.png,,1,https://i.imgur.com/Yn2E7m6.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
20,3,https://i.imgur.com/rM9c7hs.png,,1,https://i.imgur.com/Vmpu3Vv.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
22,1,https://i.imgur.com/2Ez9KSi.png,,1,https://i.imgur.com/zYfMT22.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
23,3,https://i.imgur.com/5xYhXD9.png,,1,https://i.imgur.com/q56sq8f.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
24,2,https://i.imgur.com/rkqJd2j.png,,1,https://i.imgur.com/sYevp8p.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,2,https://i.imgur.com/GpRAfXc.png,,1,https://i.imgur.com/IPqmwc9.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
2,3,https://i.imgur.com/PWRmIuj.png,,1,https://i.imgur.com/52jkqBi.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,4,https://i.imgur.com/dM5rHqU.png,,1,https://i.imgur.com/fzqiGu1.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
4,4,https://i.imgur.com/Kg5iGeX.png,,1,https://i.imgur.com/fZZPFjw.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
5,1,https://i.imgur.com/zWsiCpg.png,,1,https://i.imgur.com/mLwms2z.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
6,2,https://i.imgur.com/6Ep0D9r.png,,1,https://i.imgur.com/IOKV84n.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,4,https://i.imgur.com/Xw41621.png,,1,https://i.imgur.com/gdkEPNa.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
9,1,https://i.imgur.com/JHRcBDl.png,,1,https://i.imgur.com/bX75qjI.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
10,4,https://i.imgur.com/aFtGP0x.png,,1,https://i.imgur.com/aAzwQrQ.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
11,3,https://i.imgur.com/1iMRghs.png,,1,https://i.imgur.com/zlIZnmo.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
12,4,https://i.imgur.com/BlRNxZB.png,,1,https://i.imgur.com/x9xGNMb.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
13,2,https://i.imgur.com/Cqgpn29.png,,1,https://i.imgur.com/sCTISiv.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
14,4,https://i.imgur.com/O8raKHr.png,,1,https://i.imgur.com/Gm7EeIf.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,2,https://i.imgur.com/HXvP9g7.png,,1,https://i.imgur.com/p7pPz23.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,3,https://i.imgur.com/EPsy6NI.png,,1,https://i.imgur.com/W1W35Fn.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
4,3,https://i.imgur.com/tSUstgD.png,,1,https://i.imgur.com/Vj5Tn3F.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
5,4,https://i.imgur.com/U0mBHgp.png,,1,https://i.imgur.com/2FHCcgA.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
6,1,https://i.imgur.com/33CsTjJ.png,,1,https://i.imgur.com/wU0zRp9.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,4,https://i.imgur.com/EMsE7tI.png,,1,https://i.imgur.com/jnay6m9.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
8,1,https://i.imgur.com/j0JXS0h.png,,1,https://i.imgur.com/9RKJszS.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
9,2,https://i.imgur.com/8vZ2qMB.png,,1,https://i.imgur.com/2ihal2o.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
10,2,https://i.imgur.com/Y9X8X8c.png,,1,https://i.imgur.com/zFTP7nX.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
11,2,https://i.imgur.com/0lJliB2.png,,1,https://i.imgur.com/tYhbwpP.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
12,3,https://i.imgur.com/S7Pspy4.png,,1,https://i.imgur.com/KMIl5PG.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
13,2,https://i.imgur.com/NINMxlZ.png,,1,https://i.imgur.com/FjOHwR7.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
14,1,https://i.imgur.com/sYTZNTG.png,,1,https://i.imgur.com/WpkBawc.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
15,3,https://i.imgur.com/V6jGSRv.png,,1,https://i.imgur.com/c9u9CTC.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
17,1,https://i.imgur.com/t45HB7P.png,,2,https://i.imgur.com/GaDo4pG.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,3,https://i.imgur.com/xgTMtY0.png,,1,https://i.imgur.com/rYO29EE.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
2,1,https://i.imgur.com/edaOjmb.png,,1,https://i.imgur.com/R0iM7nH.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,2,https://i.imgur.com/TGMxwuD.png,,1,https://i.imgur.com/dD6HUNl.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
5,4,https://i.imgur.com/RzYolvu.png,,1,https://i.imgur.com/xV3j35l.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
6,1,https://i.imgur.com/xwgTCyF.png,,1,https://i.imgur.com/54u7kWH.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,1,https://i.imgur.com/bxXuSJh.png,,1,https://i.imgur.com/W6OKfaz.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
8,2,https://i.imgur.com/W2WvfNT.png,,1,https://i.imgur.com/KTKUHoB.png,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
1,3,https://i.imgur.com/iLY8ScZ.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
2,4,https://i.imgur.com/dtI6jGq.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
3,2,https://i.imgur.com/s8TEugm.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
4,3,https://i.imgur.com/KjKL2ii.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
6,2,https://i.imgur.com/AN1C5Cg.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
7,2,https://i.imgur.com/1FNWziT.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
8,2,https://i.imgur.com/iLUHlRS.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
9,4,https://i.imgur.com/aQqgnoy.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
10,4,https://i.imgur.com/pV0rD1x.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
11,3,https://i.imgur.com/z20Bdnf.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
12,4,https://i.imgur.com/rkbNylY.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
13,3,https://i.imgur.com/T1PEnSU.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
14,2,https://i.imgur.com/p7RCupN.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
15,2,https://i.imgur.com/x2xPwsz.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
16,2,https://i.imgur.com/jU56YJg.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
17,3,https://i.imgur.com/6OcC39V.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
18,3,https://i.imgur.com/Wy9ZunI.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
19,1,https://i.imgur.com/12VOQlw.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
20,2,https://i.imgur.com/EHM4oKv.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
21,2,https://i.imgur.com/p0ELQpA.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
22,3,https://i.imgur.com/zMtsY8P.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
23,4,https://i.imgur.com/mtrt6Hh.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
24,1,https://i.imgur.com/kzjAMMv.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
25,3,https://i.imgur.com/A7qTTz7.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
26,2,https://i.imgur.com/Zm8bAaf.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
27,3,https://i.imgur.com/Ruu9ZtG.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
28,3,https://i.imgur.com/SNaROrR.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
29,4,https://i.imgur.com/QwqPide.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
30,4,https://i.imgur.com/C57c6X5.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
31,1,https://i.imgur.com/3FDBz41.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
32,1,https://i.imgur.com/FlcB5QG.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
33,4,https://i.imgur.com/zL1AnCn.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
34,3,https://i.imgur.com/R2sZ0hz.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
36,3,https://i.imgur.com/ZxvYQUx.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
37,1,https://i.imgur.com/XFCA6nI.png,,1,,Maths,A,B,C,D,19.1,ssc,Bi,Kiran Maths,Time And Work
