sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
10,3,https://i.imgur.com/cl2mgq1.png,,1,https://i.imgur.com/CM3pURx.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
11,2,https://i.imgur.com/0yS0y9h.png,,1,https://i.imgur.com/3YuTeuX.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
12,4,https://i.imgur.com/RHWVyV1.png,,1,https://i.imgur.com/SCCZBxM.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
13,1,https://i.imgur.com/cGmSCdJ.png,,1,https://i.imgur.com/XsICnAh.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
14,1,https://i.imgur.com/yVFLzMZ.png,,1,https://i.imgur.com/yUYKuZn.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
15,4,https://i.imgur.com/VpJFaIk.png,,1,https://i.imgur.com/rsrHPbi.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
16,2,https://i.imgur.com/8kSWIei.png,,1,https://i.imgur.com/iqIQOYL.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
17,4,https://i.imgur.com/tiYrL6Z.png,,6,https://i.imgur.com/N1TEO1k.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
18,1,https://i.imgur.com/7AsbBfw.png,,6,https://i.imgur.com/tMera86.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
19,3,https://i.imgur.com/93QJJMi.png,,5,https://i.imgur.com/74sgD2r.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
20,1,https://i.imgur.com/TLR4me8.png,,1,https://i.imgur.com/sweG9Ol.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
21,2,https://i.imgur.com/6uofJyb.png,,6,https://i.imgur.com/nWQApDk.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
22,1,https://i.imgur.com/jQKzlqa.png,,1,https://i.imgur.com/TqUhe8p.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
24,3,https://i.imgur.com/RGRv7oY.png,,1,https://i.imgur.com/U2yKTSy.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
25,3,https://i.imgur.com/OkOuh3q.png,,5,https://i.imgur.com/FFsvFug.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
26,4,https://i.imgur.com/qDWCZrG.png,,5,https://i.imgur.com/8yQkNYA.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
27,1,https://i.imgur.com/lKyQEgG.png,,6,https://i.imgur.com/il5HSBx.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
28,4,https://i.imgur.com/wZXbTyq.png,,1,https://i.imgur.com/0flKGN2.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
29,2,https://i.imgur.com/24rYChT.png,,4,https://i.imgur.com/TFy2gVl.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
30,3,https://i.imgur.com/VTvxwN6.png,,6,https://i.imgur.com/JX8PPmU.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
31,2,https://i.imgur.com/jtdk4Xk.png,,5,https://i.imgur.com/HEb0gwu.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
32,4,https://i.imgur.com/WUTuWtC.png,,1,https://i.imgur.com/FSy9R87.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
33,3,https://i.imgur.com/28nH1vF.png,,1,https://i.imgur.com/S4h8oZk.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
34,1,https://i.imgur.com/3Da7cB0.png,,1,https://i.imgur.com/g4UW8mm.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
35,2,https://i.imgur.com/ss6M5uj.png,,1,https://i.imgur.com/xlKYu6B.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
36,3,https://i.imgur.com/dSTZnWQ.png,,5,https://i.imgur.com/r7UE9PK.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
37,2,https://i.imgur.com/6HqpRug.png,,1,https://i.imgur.com/SrIdIiG.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,3,https://i.imgur.com/Lbm5UM3.png,,1,https://i.imgur.com/SiYinBX.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,1,https://i.imgur.com/Lg6Yr0T.png,,1,https://i.imgur.com/WaDxXEf.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,2,https://i.imgur.com/6EK2M4r.png,,1,https://i.imgur.com/zXzoNwj.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
4,1,https://i.imgur.com/PLeMJLK.png,,1,https://i.imgur.com/iu54PfB.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
6,2,https://i.imgur.com/fyM1SFh.png,,1,https://i.imgur.com/A9DxmZx.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
7,2,https://i.imgur.com/HxTVqvy.png,,2,https://i.imgur.com/lxCDg40.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
8,3,https://i.imgur.com/qHFr89W.png,,1,https://i.imgur.com/8YOiYsp.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
9,2,https://i.imgur.com/iA3Amfb.png,,1,https://i.imgur.com/M7T9mAQ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
10,1,https://i.imgur.com/licu1Qv.png,,1,https://i.imgur.com/VYLee6g.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
11,4,https://i.imgur.com/lOKGc6E.png,,1,https://i.imgur.com/gNJZZZ0.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
12,1,https://i.imgur.com/RtQMGul.png,,1,https://i.imgur.com/VVRepQj.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
13,2,https://i.imgur.com/QkqrPC7.png,,1,https://i.imgur.com/37al6Rv.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
14,2,https://i.imgur.com/tRomhNY.png,,1,https://i.imgur.com/s1L0vvw.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
15,2,https://i.imgur.com/ELxwO9J.png,,1,https://i.imgur.com/oFNPIb9.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
16,2,https://i.imgur.com/MvNoK3K.png,,1,https://i.imgur.com/ClnLSyc.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
17,2,https://i.imgur.com/11XylL9.png,,1,https://i.imgur.com/RnYzaT9.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
18,2,https://i.imgur.com/RMJ7oNA.png,,1,https://i.imgur.com/7R1mjNJ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
19,2,https://i.imgur.com/Ym9kUP0.png,,1,https://i.imgur.com/NT3fE3Z.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
21,4,https://i.imgur.com/jh36Skt.png,,1,https://i.imgur.com/VHLeqsr.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,3,https://i.imgur.com/tCKq1Ei.png,,2,https://i.imgur.com/WRzLpPB.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,3,https://i.imgur.com/IRqTMVS.png,,2,https://i.imgur.com/SBz9EHL.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,1,https://i.imgur.com/WZOPLCR.png,,2,https://i.imgur.com/pkVVzeS.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,1,https://i.imgur.com/Eyr0OEr.png,,1,https://i.imgur.com/YQXdFIQ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,2,https://i.imgur.com/kEo6C0r.png,,1,https://i.imgur.com/4h8ykUS.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,2,https://i.imgur.com/c5YSYJz.png,,1,https://i.imgur.com/iKuxLfn.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
4,2,https://i.imgur.com/p97kWJA.png,,1,https://i.imgur.com/5wd9W32.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
5,3,https://i.imgur.com/5r6pcXO.png,,1,https://i.imgur.com/8xIbGpy.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
6,4,https://i.imgur.com/iudcah5.png,,5,https://i.imgur.com/dZ7Av4F.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
7,1,https://i.imgur.com/e9Qw6Yn.png,,1,https://i.imgur.com/N2M4mRA.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
8,2,https://i.imgur.com/fucsgCZ.png,,1,https://i.imgur.com/VwVLuLQ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
9,3,https://i.imgur.com/Pzwj7Wa.png,,5,https://i.imgur.com/vPEVkgk.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
10,2,https://i.imgur.com/YK3EbmX.png,,5,https://i.imgur.com/fOKFN6t.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
11,3,https://i.imgur.com/idyIWNb.png,,1,https://i.imgur.com/078AEer.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
12,2,https://i.imgur.com/o4lHnjE.png,,1,https://i.imgur.com/Szh7eU6.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
13,4,https://i.imgur.com/mzuCtcb.png,,1,https://i.imgur.com/tZvl9Kn.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,3,https://i.imgur.com/8bsE4oi.png,,9,https://i.imgur.com/SDmLm5P.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,3,https://i.imgur.com/LzbSzI7.png,,9,https://i.imgur.com/lCX7Lju.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,4,https://i.imgur.com/QwP3MjE.png,,8,https://i.imgur.com/2o5jqJN.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
4,3,https://i.imgur.com/kAGUPrD.png,,8,https://i.imgur.com/GdZznk2.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
5,4,https://i.imgur.com/lrhmF3C.png,,7,https://i.imgur.com/gAb58EG.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
6,3,https://i.imgur.com/T2LyUHz.png,,1,https://i.imgur.com/fFrlcHk.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
7,4,https://i.imgur.com/ESMTAdf.png,,7,https://i.imgur.com/kUYbc35.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
8,2,https://i.imgur.com/OGt6M9U.png,,7,https://i.imgur.com/vcp1gJ6.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
9,4,https://i.imgur.com/I75hD2Y.png,,1,https://i.imgur.com/MN1HANW.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,2,https://i.imgur.com/Lb3fjhm.png,,1,https://i.imgur.com/2ZtSvwC.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,1,https://i.imgur.com/Dn9ZrXF.png,,1,https://i.imgur.com/2BbMMuf.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,2,https://i.imgur.com/7VGQfsy.png,,1,https://i.imgur.com/8JrzMvl.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
4,1,https://i.imgur.com/YTjwz4y.png,,1,https://i.imgur.com/Ay8YKB6.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
5,2,https://i.imgur.com/PjQB2JD.png,,10,https://i.imgur.com/lwCW0ZZ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
6,2,https://i.imgur.com/GmriUdC.png,,1,https://i.imgur.com/LFGAY2R.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
7,3,https://i.imgur.com/pObyCqR.png,,1,https://i.imgur.com/GXZs6Bi.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
8,3,https://i.imgur.com/GWz1uJG.png,,1,https://i.imgur.com/EQISUMO.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
9,1,https://i.imgur.com/R7p2VZX.png,,1,https://i.imgur.com/O7CjsBY.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
10,3,https://i.imgur.com/i2zapwB.png,,5,https://i.imgur.com/cfZSLGY.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
11,3,https://i.imgur.com/J2IA79R.png,,1,https://i.imgur.com/IMhwn0n.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
12,1,https://i.imgur.com/NLWcz85.png,,1,https://i.imgur.com/srWkVXV.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
13,3,https://i.imgur.com/wXweaHu.png,,1,https://i.imgur.com/v9RIfKg.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
14,4,https://i.imgur.com/HsuGP25.png,,1,https://i.imgur.com/XzF2WPT.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
15,4,https://i.imgur.com/SChzB0i.png,,1,https://i.imgur.com/EWd9xWY.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
16,2,https://i.imgur.com/91PL0I5.png,,1,https://i.imgur.com/WEa9c8B.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
1,4,https://i.imgur.com/OHlpHDp.png,,2,https://i.imgur.com/9fXsU5X.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
2,1,https://i.imgur.com/kJZARI7.png,,2,https://i.imgur.com/AyaozzB.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
3,3,https://i.imgur.com/QhEJH1J.png,,1,https://i.imgur.com/z60cFUY.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
4,4,https://i.imgur.com/iEqpNYV.png,,1,https://i.imgur.com/airbM0e.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
5,1,https://i.imgur.com/ujv8bE1.png,,1,https://i.imgur.com/R1Ff1Yj.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
6,4,https://i.imgur.com/JRRIWL3.png,,1,https://i.imgur.com/KLGhopk.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
7,2,https://i.imgur.com/xraIY6a.png,,1,https://i.imgur.com/8xVod4S.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
8,1,https://i.imgur.com/1AWTfm7.png,,2,https://i.imgur.com/CVCQili.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
9,1,https://i.imgur.com/85TyYKI.png,,2,https://i.imgur.com/CAbJNXq.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
10,1,https://i.imgur.com/iKV9rnl.png,,1,https://i.imgur.com/LUW7FN6.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
11,3,https://i.imgur.com/7W2MQKk.png,,8,https://i.imgur.com/C9cswan.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
12,4,https://i.imgur.com/0qFNXik.png,,1,https://i.imgur.com/950G2I9.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
13,2,https://i.imgur.com/j7DXJHe.png,,1,https://i.imgur.com/EqsKJL0.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
14,1,https://i.imgur.com/sm0cYwt.png,,1,https://i.imgur.com/qLh6Nqy.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
15,1,https://i.imgur.com/AI4Y8o0.png,,1,https://i.imgur.com/Da1Aoip.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
16,3,https://i.imgur.com/OuZIhPx.png,,1,https://i.imgur.com/yUn4W94.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
17,3,https://i.imgur.com/qxP6knl.png,,1,https://i.imgur.com/ScsaVMZ.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
18,4,https://i.imgur.com/gPcgW8G.png,,1,https://i.imgur.com/RQimTpq.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
19,1,https://i.imgur.com/pn8uRfL.png,,1,https://i.imgur.com/2uvsHB7.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
20,1,https://i.imgur.com/PC1c2m3.png,,1,https://i.imgur.com/8aJyJ64.png,Maths,A,B,C,D,9.1,ssc,Bi,Kiran Maths,Number System
