sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
15,1,https://i.imgur.com/k0xf54m.png,,"1,7",https://i.imgur.com/8a6QPMK.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
17,1,https://i.imgur.com/MeyZfNP.png,,"1,7",https://i.imgur.com/fREjLjA.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
18,4,https://i.imgur.com/PKNtNHq.png,,"1,7",https://i.imgur.com/35fhC9A.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
19,3,https://i.imgur.com/XPNz6qz.png,,"1,7",https://i.imgur.com/CRaYWKQ.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
21,3,https://i.imgur.com/iPnHcBM.png,,"1,7",https://i.imgur.com/5yVjo4E.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
22,3,https://i.imgur.com/GZ9CxSy.png,,"1,7",https://i.imgur.com/mF2Sif6.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
23,1,https://i.imgur.com/xSuoiIR.png,,"1,7",https://i.imgur.com/r0lbRAL.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
24,1,https://i.imgur.com/rZhroRn.png,,"1,5,6,7",https://i.imgur.com/3ZZK0UV.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,3,https://i.imgur.com/tgRj0rL.png,,1,https://i.imgur.com/QvqMgYw.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,4,https://i.imgur.com/ynZDEE4.png,,1,https://i.imgur.com/9TE9u4A.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,3,https://i.imgur.com/c31xzvf.png,,1,https://i.imgur.com/K7HIFft.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,2,https://i.imgur.com/Sghlqav.png,,"1,7",https://i.imgur.com/9b11sSo.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
6,2,https://i.imgur.com/R2lBoWT.png,,1,https://i.imgur.com/Nz3eV5g.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,1,https://i.imgur.com/2fQPZ9G.png,,1,https://i.imgur.com/BkSLaeM.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
8,2,https://i.imgur.com/7eIM2qB.png,,1,https://i.imgur.com/XqPfZfz.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
9,2,https://i.imgur.com/HB7g3xk.png,,"1,8",https://i.imgur.com/M6R44dp.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,2,https://i.imgur.com/SFzP203.png,,"1,9",https://i.imgur.com/XiXVxjL.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,1,https://i.imgur.com/zpihXs6.png,,"1,9",https://i.imgur.com/Pgw4rPH.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,2,https://i.imgur.com/EySFfy4.png,,"1,9",https://i.imgur.com/JfKx9jx.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,1,https://i.imgur.com/2m4Bbp5.png,,"1,9",https://i.imgur.com/p00uu5v.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
6,2,https://i.imgur.com/oZL2pbZ.png,,"1,9",https://i.imgur.com/osR6WTP.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,3,https://i.imgur.com/dGSLT2Q.png,,"1,9",https://i.imgur.com/R8RJpR5.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
8,1,https://i.imgur.com/QzQZnuJ.png,,"1,9",https://i.imgur.com/PgENVlD.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
9,2,https://i.imgur.com/X7xtunt.png,,"1,9",https://i.imgur.com/kARG6qN.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
10,3,https://i.imgur.com/VOj80w1.png,,"1,9",https://i.imgur.com/fBjnSvo.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
11,2,https://i.imgur.com/yP49EBt.png,,"1,9",https://i.imgur.com/ceOnM8d.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
12,1,https://i.imgur.com/27BeKnQ.png,,"1,9",https://i.imgur.com/GuXQzYj.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
13,2,https://i.imgur.com/UjSUOA9.png,,"1,9",https://i.imgur.com/ryNRgrA.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
14,4,https://i.imgur.com/YSTnmpB.png,,"1,9",https://i.imgur.com/4e6949X.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,3,https://i.imgur.com/lrJLxJw.png,,1,https://i.imgur.com/JbrRyPr.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,3,https://i.imgur.com/CS52zGE.png,,"1,6",https://i.imgur.com/KCeV4se.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,3,https://i.imgur.com/ayEYS91.png,,By simplification,https://i.imgur.com/6ehjRMt.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,1,https://i.imgur.com/S5RcxAr.png,,1,https://i.imgur.com/lRK2Ooa.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,2,https://i.imgur.com/rOaFbxD.png,,1,https://i.imgur.com/Q1zezRC.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,3,https://i.imgur.com/UGcGDPC.png,,"1,6,8",https://i.imgur.com/r5CY1Sd.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,2,https://i.imgur.com/WTCEC38.png,,"1,8",https://i.imgur.com/G6cTSVl.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,2,https://i.imgur.com/qqllc0l.png,,"1,8",https://i.imgur.com/uTd7HYE.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,3,https://i.imgur.com/bsqIPrR.png,,"1,8",https://i.imgur.com/hb0cdTC.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
6,3,https://i.imgur.com/Atato8q.png,,"1,6,7,8",https://i.imgur.com/sNtq3jc.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,2,https://i.imgur.com/BtPIQUi.png,,"1,8",https://i.imgur.com/YaWCwbG.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
8,1,https://i.imgur.com/rIArsqA.png,,"1,5,8",https://i.imgur.com/pA58n2q.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
9,2,https://i.imgur.com/VgFPv7x.png,,"1,5,8",https://i.imgur.com/G3YBc7h.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
10,3,https://i.imgur.com/SE44oYa.png,,"1,6,8",https://i.imgur.com/cuDw6SV.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
11,1,https://i.imgur.com/Pn3X201.png,,"1,8",https://i.imgur.com/IQoLHLK.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
12,3,https://i.imgur.com/NWlSDBF.png,,"1,5,7",https://i.imgur.com/cBHPLRo.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,3,https://i.imgur.com/Mv0fztM.png,,1,https://i.imgur.com/22KqxqV.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,1,https://i.imgur.com/iknpNeC.png,,1,https://i.imgur.com/6s6HApS.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,1,https://i.imgur.com/lL3dqAM.png,,1,https://i.imgur.com/9DguZ4G.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,4,https://i.imgur.com/sr7IuKk.png,,1,https://i.imgur.com/ZGSudlR.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,1,https://i.imgur.com/u6B9DRO.png,,1,https://i.imgur.com/Ka1YScF.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,2,https://i.imgur.com/j5G8xi1.png,,"1,5,6",https://i.imgur.com/zQNbGiA.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,3,https://i.imgur.com/mpioHxZ.png,,"1,5,6",https://i.imgur.com/cyxgKoI.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,3,https://i.imgur.com/Ukjl3dA.png,,"1,5,6",https://i.imgur.com/QHreMS2.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,4,https://i.imgur.com/9U4DsZr.png,,"1,5,6",https://i.imgur.com/3h0OUaX.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,1,https://i.imgur.com/S8jvsuw.png,,"1,3,6",https://i.imgur.com/ORXHSGu.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,1,https://i.imgur.com/hTdZ4rc.png,,1,https://i.imgur.com/JKOVuOU.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,2,https://i.imgur.com/uqk13v6.png,,1,https://i.imgur.com/fN8aR9p.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,3,https://i.imgur.com/dPXdk6d.png,,1,https://i.imgur.com/iox3EMw.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,3,https://i.imgur.com/UB2tUYX.png,,1,https://i.imgur.com/gcz4YZ2.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,2,https://i.imgur.com/2H5kOyh.png,,1,https://i.imgur.com/ayGpCDf.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
6,2,https://i.imgur.com/DFCPG3f.png,,1,https://i.imgur.com/4fB2I60.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,1,https://i.imgur.com/tbF0Ay2.png,,1,https://i.imgur.com/4avtiDR.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
8,2,https://i.imgur.com/rOLQknf.png,,"1,5,7,8",https://i.imgur.com/XTP3irs.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
9,2,https://i.imgur.com/NT9nJYG.png,,"1,8",https://i.imgur.com/epxZr3A.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
11,1,https://i.imgur.com/KvgaCrs.png,,simplify,https://i.imgur.com/meo41SL.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
12,1,https://i.imgur.com/9qJAIiH.png,,1,https://i.imgur.com/Vro89jH.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
13,2,https://i.imgur.com/x8QJb1P.png,,"1,3",https://i.imgur.com/rL9DYJh.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
15,2,https://i.imgur.com/ELKYUzd.png,,1,https://i.imgur.com/Ucwdr0M.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
16,4,https://i.imgur.com/yVncOGJ.png,,1,https://i.imgur.com/nQarFhY.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
17,4,https://i.imgur.com/Ys7lbcN.png,,1,https://i.imgur.com/ePactsp.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
1,4,https://i.imgur.com/UAoopgv.png,,1,https://i.imgur.com/ML0LgWs.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
2,2,https://i.imgur.com/g8hCY9l.png,,"1,3",https://i.imgur.com/Cc3SizA.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
3,1,https://i.imgur.com/roHXm95.png,,1,https://i.imgur.com/FGZXFTn.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
4,2,https://i.imgur.com/c9reInr.png,,simple calculations,https://i.imgur.com/C0TQ6nG.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
5,1,https://i.imgur.com/pPOiVUR.png,,1,https://i.imgur.com/1VJ0ILX.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
6,4,https://i.imgur.com/xqvHoL9.png,,1,https://i.imgur.com/0JrZw9R.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
7,3,https://i.imgur.com/8qSgdN5.png,,"1,5",https://i.imgur.com/MoK1mcg.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
8,2,https://i.imgur.com/caaW7uw.png,,"1,6",https://i.imgur.com/tjmpQoy.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
9,4,https://i.imgur.com/FelSPjM.png,,"1,5",https://i.imgur.com/44OLRaB.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
10,1,https://i.imgur.com/vUDH8DP.png,,"1,5",https://i.imgur.com/IusgRCa.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
11,2,https://i.imgur.com/j12PLZS.png,,"1,3,5",https://i.imgur.com/fuz4nPE.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
12,3,https://i.imgur.com/LvUibf3.png,,"1,8",https://i.imgur.com/4AFEgDR.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
13,4,https://i.imgur.com/4M05kMz.png,,"1,8,3",https://i.imgur.com/KLCUMcL.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
14,4,https://i.imgur.com/4TI44FJ.png,,"1,3,6",https://i.imgur.com/OSC7qa2.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
15,1,https://i.imgur.com/dLTzMCW.png,,1,https://i.imgur.com/k9dj1u2.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
17,2,https://i.imgur.com/aIg2O6w.png,,"1,7",https://i.imgur.com/xckk5Bf.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
18,3,https://i.imgur.com/f8t9pAE.png,,"1,5,7",https://i.imgur.com/7qTqQ20.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
19,1,https://i.imgur.com/VY4mbWy.png,,"1,5,7",https://i.imgur.com/nhflJjt.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
20,3,https://i.imgur.com/OwnRVLv.png,,1,https://i.imgur.com/KmvqLlT.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
21,1,https://i.imgur.com/b4bXEee.png,,1,https://i.imgur.com/TGF6OlG.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
22,2,https://i.imgur.com/u1EBJyb.png,,1,https://i.imgur.com/sjK0kb4.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
23,2,https://i.imgur.com/zkCetXj.png,,"1,9",https://i.imgur.com/oDhrgpq.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
24,1,https://i.imgur.com/bleYYYZ.png,,"1,9",https://i.imgur.com/OA4DFXD.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
25,3,https://i.imgur.com/iTYTrag.png,,"1,9",https://i.imgur.com/4bOkBOI.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
26,2,https://i.imgur.com/st6yXai.png,,"1,9",https://i.imgur.com/3AC4RVq.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
27,2,https://i.imgur.com/rxAtamb.png,,"1,9",https://i.imgur.com/iPp7fCh.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
28,1,https://i.imgur.com/869Xnxu.png,,"1,9",https://i.imgur.com/OiufLMy.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
29,2,https://i.imgur.com/kqd2mLt.png,,1,https://i.imgur.com/maLn7a1.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
30,3,https://i.imgur.com/sAyEWAU.png,,"1,6",https://i.imgur.com/NYJfMFj.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
31,2,https://i.imgur.com/Laa78ZM.png,,"1,7",https://i.imgur.com/yKXDtcp.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
32,2,https://i.imgur.com/D7h8NwE.png,,1,https://i.imgur.com/v9rzve7.png,Maths,A,B,C,D,16.1,ssc,Bi,Kiran Maths,Speed & Distance
