sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
7,2,https://i.imgur.com/efSwaVq.png,,3,https://i.imgur.com/oGAoSKR.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,1,https://i.imgur.com/5Rl9UlU.png,,7,https://i.imgur.com/86Y8mgD.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,2,https://i.imgur.com/w6Lzxw1.png,,"2,7",https://i.imgur.com/zmIvb3i.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,4,https://i.imgur.com/Ih3c2DB.png,,2,https://i.imgur.com/IUV9n8n.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,1,https://i.imgur.com/5BW0RF6.png,,2,https://i.imgur.com/bBCokCY.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,4,https://i.imgur.com/pInMSfj.png,,2,https://i.imgur.com/3HnaNvv.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
5,4,https://i.imgur.com/kAqJF7J.png,,"2,3",https://i.imgur.com/n7e7T1Y.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,3,https://i.imgur.com/pCSAe2c.png,,"2,3",https://i.imgur.com/YiX6SvK.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,4,https://i.imgur.com/mDB3Bs0.png,,"2,3",https://i.imgur.com/dAGZmuK.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,4,https://i.imgur.com/ISq9tZZ.png,,4,https://i.imgur.com/s8HGNnV.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
10,3,https://i.imgur.com/QZYaPYL.png,,6,https://i.imgur.com/PPU8otI.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
11,1,https://i.imgur.com/z8ZXSU5.png,,"1,2",https://i.imgur.com/0ydG4no.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
12,2,https://i.imgur.com/1JxTZ8n.png,,Substituting,https://i.imgur.com/TwRjlLD.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,3,https://i.imgur.com/Ee7gdIh.png,,"2,3",https://i.imgur.com/K2JnDT2.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,4,https://i.imgur.com/GTgjY1T.png,,2,https://i.imgur.com/oHxfFye.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,4,https://i.imgur.com/jOG4Vk7.png,,simplifying,https://i.imgur.com/8Rx3enO.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
1,2,https://i.imgur.com/yxCA69F.png,,"2,7",https://i.imgur.com/efdki4m.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
2,3,https://i.imgur.com/9Jp7T5p.png,,4,https://i.imgur.com/UEphgLl.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
3,1,https://i.imgur.com/Atmpvqw.png,,"2,3",https://i.imgur.com/RmZOVBx.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
4,2,https://i.imgur.com/MRzIbD5.png,,3,https://i.imgur.com/r1jXIKJ.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
6,4,https://i.imgur.com/VpDKknB.png,,"2,3",https://i.imgur.com/foDmNJw.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
7,2,https://i.imgur.com/MQ8q2af.png,,8,https://i.imgur.com/5qYeNqZ.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
8,2,https://i.imgur.com/kAKhOnn.png,,4,https://i.imgur.com/kizXUCO.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
10,2,https://i.imgur.com/MLoUuFV.png,,7,https://i.imgur.com/ECQCJhY.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
11,2,https://i.imgur.com/2SjL9xq.png,,4,https://i.imgur.com/zfNt3xy.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
12,4,https://i.imgur.com/6HHmnaa.png,,3,https://i.imgur.com/RIHe4SP.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
14,4,https://i.imgur.com/VOZ6Nrf.png,,"2,3",https://i.imgur.com/Lp1jcws.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
15,3,https://i.imgur.com/gxDi25q.png,,"2,6",https://i.imgur.com/wQ47quN.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
16,4,https://i.imgur.com/28nJ5dq.png,,2,https://i.imgur.com/bbZD2nU.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
17,4,https://i.imgur.com/geyl3rE.png,,7,https://i.imgur.com/6E6cevC.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
18,1,https://i.imgur.com/XKt3s1T.png,,2,https://i.imgur.com/9gIpiMv.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
19,1,https://i.imgur.com/azrv6t2.png,,7,https://i.imgur.com/zeWkjt5.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
20,3,https://i.imgur.com/j4jSQhK.png,,7,https://i.imgur.com/foyzS6o.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
21,2,https://i.imgur.com/G5yCMaI.png,,2,https://i.imgur.com/eHr4tpe.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
23,1,https://i.imgur.com/kydi11P.png,,"2,3",https://i.imgur.com/AiYT2Gm.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
24,2,https://i.imgur.com/UvwkE22.png,,4,https://i.imgur.com/xwg5joS.png,Maths,A,B,C,D,11.1,ssc,Bi,Kiran Maths,Pipe And Cistern
