sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
23,3,https://i.imgur.com/6Sy1I7z.png,,1,https://i.imgur.com/EiNkmT0.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
24,4,https://i.imgur.com/MyLx91n.png,,1,https://i.imgur.com/XGZptY9.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
25,2,https://i.imgur.com/urmL75J.png,,1,https://i.imgur.com/LlgT3zi.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
26,3,https://i.imgur.com/TH9mxp2.png,,1,https://i.imgur.com/6rEmIYo.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
27,3,https://i.imgur.com/CKy3t8T.png,,1,https://i.imgur.com/xUBG7En.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
28,2,https://i.imgur.com/PACfrX0.png,,1,https://i.imgur.com/2BJcuGW.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,3,https://i.imgur.com/6tbccUn.png,,1,https://i.imgur.com/ddeMCyh.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,4,https://i.imgur.com/k4wDiEi.png,,1,https://i.imgur.com/0JAcotj.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/r4lLAEc.png,,1,https://i.imgur.com/eirolRN.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,3,https://i.imgur.com/VVHHV8T.png,,1,https://i.imgur.com/o1lLFIl.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,4,https://i.imgur.com/euB1CoL.png,,1,https://i.imgur.com/XMNsFeT.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,2,https://i.imgur.com/aCeBNw4.png,,1,https://i.imgur.com/lrjffAy.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,3,https://i.imgur.com/DTrn1iO.png,,1,https://i.imgur.com/u871UGo.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,1,https://i.imgur.com/ZHomn3Z.png,,1,https://i.imgur.com/KDByHAP.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,3,https://i.imgur.com/Ui6mM2E.png,,1,https://i.imgur.com/yYSTptt.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
10,3,https://i.imgur.com/GePvueU.png,,1,https://i.imgur.com/pKbPnj1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
11,1,https://i.imgur.com/8ehL7WV.png,,1,https://i.imgur.com/1ln0gBm.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
12,1,https://i.imgur.com/sWZclss.png,,1,https://i.imgur.com/WYgA2HY.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
13,3,https://i.imgur.com/5VilOGP.png,,1,https://i.imgur.com/BLNXgwa.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,2,https://i.imgur.com/IhU0F4s.png,,3,https://i.imgur.com/JbiE9pk.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,2,https://i.imgur.com/7a41WYQ.png,,3,https://i.imgur.com/pveBFSo.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,4,https://i.imgur.com/XKdEKVc.png,,1,https://i.imgur.com/c1GzqTi.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,2,https://i.imgur.com/hML6Cld.png,,1,https://i.imgur.com/eZWkkdJ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,1,https://i.imgur.com/8mgp2LS.png,,1,https://i.imgur.com/B7DG8mr.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,1,https://i.imgur.com/dZe501b.png,,1,https://i.imgur.com/26QaTHd.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,4,https://i.imgur.com/pxoednS.png,,,https://i.imgur.com/j9N4rz1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,3,https://i.imgur.com/JptQkNM.png,,1,https://i.imgur.com/416mSjz.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,4,https://i.imgur.com/Q1a8OfL.png,,1,https://i.imgur.com/QJl3XTM.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
10,2,https://i.imgur.com/Uk3EWk8.png,,2(b),https://i.imgur.com/S1E5wFH.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
11,2,https://i.imgur.com/y6rncsy.png,,1,https://i.imgur.com/GvIVDMv.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
12,2,https://i.imgur.com/riJDKwa.png,,1,https://i.imgur.com/SGeQMJp.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
13,1,https://i.imgur.com/QuTQPwS.png,,1,https://i.imgur.com/Bw6CUEQ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,2,https://i.imgur.com/w7uVk8X.png,,1,https://i.imgur.com/nGVf2k5.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,4,https://i.imgur.com/fRg6OkZ.png,,1,https://i.imgur.com/IhMm5TX.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,2,https://i.imgur.com/oNkQ7Td.png,,1,https://i.imgur.com/nGRC2ET.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,4,https://i.imgur.com/1Cnq7Qy.png,,1,https://i.imgur.com/Sh3Lby1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,3,https://i.imgur.com/sOZUC02.png,,1,https://i.imgur.com/mGzuKVT.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,4,https://i.imgur.com/rlC9IeV.png,,1,https://i.imgur.com/R6m9KRk.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,1,https://i.imgur.com/QgHbuDc.png,,1,https://i.imgur.com/WjWrjRV.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,4,https://i.imgur.com/iJe83Y0.png,,1,https://i.imgur.com/iDM6MVf.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,3,https://i.imgur.com/IgdikOQ.png,,1,https://i.imgur.com/0NFISEq.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,3,https://i.imgur.com/l4Tz58V.png,,1,https://i.imgur.com/Su4RQQn.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/qfSub2I.png,,1,https://i.imgur.com/RGPynSV.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,1,https://i.imgur.com/VfjM265.png,,1,https://i.imgur.com/RXMhoDQ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,1,https://i.imgur.com/4LVIs1o.png,,1,https://i.imgur.com/Cu5VFpv.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,1,https://i.imgur.com/EVuZnW5.png,,1,https://i.imgur.com/sSSDvh1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,2,https://i.imgur.com/5ZFFueo.png,,1,https://i.imgur.com/Q2kmSmd.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,3,https://i.imgur.com/K4RhPkw.png,,1,https://i.imgur.com/s9j8uPC.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,1,https://i.imgur.com/JL04M6e.png,,1,https://i.imgur.com/IPMe8J9.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
10,2,https://i.imgur.com/POxobwT.png,,1,https://i.imgur.com/DvAiLMh.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
11,4,https://i.imgur.com/VhnWrEO.png,,1,https://i.imgur.com/7vwgZZn.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
12,1,https://i.imgur.com/VeuUYXt.png,,1,https://i.imgur.com/6XvmkcU.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
13,1,https://i.imgur.com/RfrqkTo.png,,1,https://i.imgur.com/Tzzgr1W.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
14,3,https://i.imgur.com/N1ozaBM.png,,1,https://i.imgur.com/neNYknY.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
15,3,https://i.imgur.com/3oOooom.png,,1,https://i.imgur.com/shh7IJ3.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
16,2,https://i.imgur.com/jOgGr2L.png,,1,https://i.imgur.com/bBnCnXW.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
17,2,https://i.imgur.com/lYhrF2a.png,,1,https://i.imgur.com/5dz6Mn0.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
18,4,https://i.imgur.com/F0a5VvS.png,,1,https://i.imgur.com/mVNtyMk.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
19,1,https://i.imgur.com/7sdMpWV.png,,1,https://i.imgur.com/QwmC9y9.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
20,3,https://i.imgur.com/x1Dh1nU.png,,1,https://i.imgur.com/iUKJFLg.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
22,1,https://i.imgur.com/2uAfxeI.png,,1,https://i.imgur.com/h0kH7b1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
23,4,https://i.imgur.com/etOQnNZ.png,,1,https://i.imgur.com/N3ahkmN.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
24,2,https://i.imgur.com/N1cBwD7.png,,1,https://i.imgur.com/qho7Qiv.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
25,4,https://i.imgur.com/grjZm6k.png,,1,https://i.imgur.com/D0TclBO.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
26,4,https://i.imgur.com/cM9sPlc.png,,1,https://i.imgur.com/pF1EKzL.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
27,1,https://i.imgur.com/P4QXpNn.png,,1,https://i.imgur.com/7NADx1z.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
28,2,https://i.imgur.com/HlyN7GM.png,,1,https://i.imgur.com/yXf6QrA.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,1,https://i.imgur.com/DorZ4DM.png,,1,https://i.imgur.com/YRvje1P.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,3,https://i.imgur.com/k5UxQIX.png,,1,https://i.imgur.com/KkcTLue.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,2,https://i.imgur.com/gqiYcXb.png,,1,https://i.imgur.com/jTtmTcl.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,4,https://i.imgur.com/UPHNReB.png,,1,https://i.imgur.com/OgCoOCJ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,4,https://i.imgur.com/NISTB7I.png,,1,https://i.imgur.com/JEWgFOP.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,3,https://i.imgur.com/FdoMTyd.png,,1,https://i.imgur.com/cKFGnp4.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,2,https://i.imgur.com/l64s8gl.png,,1,https://i.imgur.com/pZaMK4p.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,1,https://i.imgur.com/J8J4KB1.png,,1,https://i.imgur.com/hoaVQWz.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,4,https://i.imgur.com/dlPWDLG.png,,1,https://i.imgur.com/EBhV6pr.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,3,https://i.imgur.com/oXwBTAs.png,,1,https://i.imgur.com/p2dj7YR.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/jeTytIL.png,,1,https://i.imgur.com/3G6REnD.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,2,https://i.imgur.com/E0VGJ6Y.png,,1,https://i.imgur.com/tqWA2Xf.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,3,https://i.imgur.com/ilsstgX.png,,1,https://i.imgur.com/VYA6t3Q.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,1,https://i.imgur.com/tnK07I1.png,,1,https://i.imgur.com/KQ2W6u7.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,1,https://i.imgur.com/9UMi20L.png,,1,https://i.imgur.com/D4vTCJt.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,2,https://i.imgur.com/K0PBBIe.png,,1,https://i.imgur.com/EW0cC85.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,2,https://i.imgur.com/V6Vvx2z.png,,1,https://i.imgur.com/5TaBJ3Z.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,4,https://i.imgur.com/QOpXHZd.png,,1,https://i.imgur.com/OykTG5m.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/i8KMcBf.png,,1,https://i.imgur.com/UKWoBML.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,2,https://i.imgur.com/UHYm3oj.png,,1,https://i.imgur.com/98nyazt.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,1,https://i.imgur.com/mBwnRA6.png,,1,https://i.imgur.com/j7oMJRX.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,2,https://i.imgur.com/u0jqBQl.png,,1,https://i.imgur.com/knAs75P.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,4,https://i.imgur.com/6Bb8ram.png,,1,https://i.imgur.com/YyBGrt2.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,2,https://i.imgur.com/DLgfQZU.png,,1,https://i.imgur.com/GzO42EO.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
11,3,https://i.imgur.com/dpVANSg.png,,1,https://i.imgur.com/YTRk0BE.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
12,1,https://i.imgur.com/EcGDV60.png,,1,https://i.imgur.com/QfBNxgk.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
13,3,https://i.imgur.com/LVcwNmE.png,,1,https://i.imgur.com/KVEkmAC.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
14,4,https://i.imgur.com/wRrg2sU.png,,1,https://i.imgur.com/Gp9jW5h.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
15,1,https://i.imgur.com/VhuzEyS.png,,1,https://i.imgur.com/ZGAWsJn.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,1,https://i.imgur.com/osPvoAm.png,,1,https://i.imgur.com/0xcNmkY.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,3,https://i.imgur.com/LjMi5dG.png,,1,https://i.imgur.com/431OJHt.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/vRX45AT.png,,1,https://i.imgur.com/paubVwE.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,1,https://i.imgur.com/hi2pp70.png,,1,https://i.imgur.com/uUFmc0b.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,1,https://i.imgur.com/kV4uywf.png,,1,https://i.imgur.com/vhOdvPj.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,2,https://i.imgur.com/ggx5Zgx.png,,1,https://i.imgur.com/68XVOYN.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/TCccyGP.png,,1,https://i.imgur.com/KXxPEqh.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,3,https://i.imgur.com/WCi4pTY.png,,1,https://i.imgur.com/5i340FN.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,1,https://i.imgur.com/FaINK8z.png,,1,https://i.imgur.com/0XzxfSI.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,3,https://i.imgur.com/tbWXobc.png,,1,https://i.imgur.com/cVFYeKy.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,2,https://i.imgur.com/JR4BKvM.png,,1,https://i.imgur.com/X4LCQjF.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
1,1,https://i.imgur.com/0b5BbgN.png,,1,https://i.imgur.com/aVBYTqJ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
2,4,https://i.imgur.com/zyScd3z.png,,1,https://i.imgur.com/5eQMBul.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
3,3,https://i.imgur.com/PN7ypbZ.png,,1,https://i.imgur.com/GptJrLs.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
4,3,https://i.imgur.com/VUhQ6v0.png,,1,https://i.imgur.com/D5DrWun.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
5,4,https://i.imgur.com/efyqAPA.png,,1,https://i.imgur.com/D1vO33R.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
6,3,https://i.imgur.com/WP9USRW.png,,1,https://i.imgur.com/QLkJPN1.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
7,3,https://i.imgur.com/jBTWOnF.png,,1,https://i.imgur.com/sRLazqF.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
8,2,https://i.imgur.com/v4rUXyF.png,,3,https://i.imgur.com/bmNRHHh.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
9,3,https://i.imgur.com/Gagky4U.png,,3,https://i.imgur.com/A9lSV38.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
10,4,https://i.imgur.com/Bf88KjT.png,,1,https://i.imgur.com/Wcjqk6H.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
11,2,https://i.imgur.com/BStAOcg.png,,3,https://i.imgur.com/8U9LF4g.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
12,4,https://i.imgur.com/bky9CG7.png,,3,https://i.imgur.com/VjunpL2.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
13,1,https://i.imgur.com/ole6KYf.png,,3,https://i.imgur.com/Ag9PQll.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
14,3,https://i.imgur.com/mYhBdZz.png,,1,https://i.imgur.com/vEzJ02K.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
15,2,https://i.imgur.com/D7c5HVT.png,,1,https://i.imgur.com/eFZeuxk.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
16,1,https://i.imgur.com/zHIVu4q.png,,1,https://i.imgur.com/kin7Ljs.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
17,4,https://i.imgur.com/5fzAjcg.png,,1,https://i.imgur.com/8Vntmz5.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
19,2,https://i.imgur.com/WQuXrcL.png,,1,https://i.imgur.com/FC2JiOD.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
20,2,https://i.imgur.com/o98KB50.png,,1,https://i.imgur.com/rZ4VmWZ.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
21,4,https://i.imgur.com/QXeAVYa.png,,1,https://i.imgur.com/m907mVg.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
22,1,https://i.imgur.com/XnBstQq.png,,1,https://i.imgur.com/WTkeExt.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
23,3,https://i.imgur.com/fgIWGj1.png,,1,https://i.imgur.com/x1OL6jI.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
24,1,https://i.imgur.com/Flf4LOi.png,,1,https://i.imgur.com/tpSAsxH.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
25,2,https://i.imgur.com/YGWRhAk.png,,1,https://i.imgur.com/SoDMrZP.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
26,3,https://i.imgur.com/bB3GJPw.png,,1,https://i.imgur.com/CRLb6b4.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
27,2,https://i.imgur.com/2CxRgMY.png,,1,https://i.imgur.com/xh9rUu9.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
28,1,https://i.imgur.com/eqXgQlb.png,,1,https://i.imgur.com/PjJf8jm.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
29,3,https://i.imgur.com/gPwLxjw.png,,3,https://i.imgur.com/KFPJ1rG.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
30,2,https://i.imgur.com/TlEst57.png,,1,https://i.imgur.com/NUvJ2hV.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
31,3,https://i.imgur.com/RLPPQ9h.png,,1,https://i.imgur.com/rQ0ntlF.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
32,1,https://i.imgur.com/0Afn7Fu.png,,1,https://i.imgur.com/MUnKLgV.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
33,1,https://i.imgur.com/5I8uNqW.png,,1,https://i.imgur.com/qNE9T0N.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
34,3,https://i.imgur.com/Aa9sV7q.png,,1,https://i.imgur.com/bSXyf2n.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
35,2,https://i.imgur.com/oBDCZET.png,,1,https://i.imgur.com/bGXFN4G.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
36,4,https://i.imgur.com/Ell0rug.png,,1,https://i.imgur.com/sU3Azki.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
37,4,https://i.imgur.com/PcZQwHg.png,,1,https://i.imgur.com/aOhUH9F.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
38,3,https://i.imgur.com/rT3oG8j.png,,1,https://i.imgur.com/aBcZP5L.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
39,2,https://i.imgur.com/d0XVqDt.png,,1,https://i.imgur.com/F5FUvhE.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
40,2,https://i.imgur.com/ap2X5Jy.png,,1,https://i.imgur.com/LMd8hBe.png,Maths,A,B,C,D,4.1,ssc,Bi,Kiran Maths,Average
