sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
33,3,https://i.imgur.com/bJkAeTy.png,,49,https://i.imgur.com/ePFDIYF.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
34,2,https://i.imgur.com/m6FoXRJ.png,,6,https://i.imgur.com/4V6XZvk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
35,3,https://i.imgur.com/nGsJjSt.png,,10,https://i.imgur.com/gXSLEN9.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
36,4,https://i.imgur.com/iLbncxi.png,,49,https://i.imgur.com/e2zHVkR.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
37,4,https://i.imgur.com/XTU4Ibd.png,,16,https://i.imgur.com/b1pV4qv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
38,1,https://i.imgur.com/UyQpwWs.png,,6,https://i.imgur.com/r9dA6NI.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
39,1,https://i.imgur.com/0pZbd85.png,,49,https://i.imgur.com/a0mv4dg.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
40,2,https://i.imgur.com/PziXR6Q.png,,6,https://i.imgur.com/5KeIhpP.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
41,3,https://i.imgur.com/kXXCAnc.png,,49,https://i.imgur.com/dbuTbBu.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
42,4,https://i.imgur.com/IgPGU9n.png,,49,https://i.imgur.com/kgc7Jlj.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
43,3,https://i.imgur.com/zgrAgsY.png,,49,https://i.imgur.com/k5SJ3fk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
44,1,https://i.imgur.com/uiZnixp.png,,49,https://i.imgur.com/soP39Pj.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
45,4,https://i.imgur.com/HEoGVyV.png,,6,https://i.imgur.com/Ey4l8pi.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
46,3,https://i.imgur.com/DoH2vUp.png,,49,https://i.imgur.com/omFUtpr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
47,1,https://i.imgur.com/9Gq3Pia.png,,49,https://i.imgur.com/ASNAGPE.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
48,3,https://i.imgur.com/MmWsEhd.png,,49,https://i.imgur.com/pN9DUvH.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
49,3,https://i.imgur.com/pwwbynt.png,,17,https://i.imgur.com/1m8FYbw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
1,2,https://i.imgur.com/w256tJu.png,,18,https://i.imgur.com/57EnrKp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
2,2,https://i.imgur.com/5JA8wU8.png,,19,https://i.imgur.com/sNWHMGu.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
3,3,https://i.imgur.com/nDWwAcY.png,,19,https://i.imgur.com/BGWSDyY.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
4,1,https://i.imgur.com/7288wbp.png,,19,https://i.imgur.com/9OZRC8A.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
5,3,https://i.imgur.com/qISnynS.png,,18,https://i.imgur.com/1WUsS31.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
6,1,https://i.imgur.com/qiYNVcP.png,,20,https://i.imgur.com/VF9f9pG.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
7,3,https://i.imgur.com/RLiu9aw.png,,"9,14",https://i.imgur.com/hmsNhHA.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
8,3,https://i.imgur.com/yAAPLzF.png,,19,https://i.imgur.com/YyWPwYO.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
9,3,https://i.imgur.com/8akFIcH.png,,19,https://i.imgur.com/rYh4eVV.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
10,3,https://i.imgur.com/LmzRkpp.png,,18,https://i.imgur.com/SzcSPJs.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
11,3,https://i.imgur.com/3TAatEP.png,,18,https://i.imgur.com/Xy39Pvr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
12,1,https://i.imgur.com/nSZNRq8.png,,19,https://i.imgur.com/G9enTir.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
13,3,https://i.imgur.com/xcFsNvW.png,,18,https://i.imgur.com/cLG1KTH.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
14,2,https://i.imgur.com/zUoTIwB.png,,19,https://i.imgur.com/Z2M1COI.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
15,2,https://i.imgur.com/dvUMi9k.png,,19,https://i.imgur.com/8I4Lmvr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
16,4,https://i.imgur.com/f3FNoRH.png,,19,https://i.imgur.com/H223JFN.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
17,3,https://i.imgur.com/igKG5iG.png,,"6,7",https://i.imgur.com/y05CBTR.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
18,2,https://i.imgur.com/HzzUhMn.png,,9,https://i.imgur.com/0xcfvwb.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
19,4,https://i.imgur.com/L9FvabM.png,,18,https://i.imgur.com/okkXVDd.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
20,2,https://i.imgur.com/xE8diRt.png,,20,https://i.imgur.com/CCEbsMA.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
21,1,https://i.imgur.com/l61Xg92.png,,18,https://i.imgur.com/ZG6533M.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
22,3,https://i.imgur.com/KUnpBzw.png,,19,https://i.imgur.com/BCUqhtp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
23,3,https://i.imgur.com/AKeoXRY.png,,"13,19",https://i.imgur.com/5atAR2k.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
24,3,https://i.imgur.com/fIefK3Y.png,,"1,18",https://i.imgur.com/OLVdFm1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
25,4,https://i.imgur.com/cIym4ob.png,,19,https://i.imgur.com/R1KYqNg.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
26,2,https://i.imgur.com/95FHpmm.png,,19,https://i.imgur.com/XAWTzn5.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
27,4,https://i.imgur.com/QJ53PI4.png,,"6,18",https://i.imgur.com/wazMVN4.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
28,2,https://i.imgur.com/0MT62Op.png,,"13,19",https://i.imgur.com/MniAsp1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
29,4,https://i.imgur.com/mz6FNnh.png,,By taking an example,https://i.imgur.com/9K4ccsY.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
30,1,https://i.imgur.com/DtBmTS6.png,,By division,https://i.imgur.com/hFnyVaa.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
31,1,https://i.imgur.com/nylBOzp.png,,19,https://i.imgur.com/3WUqB37.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
32,3,https://i.imgur.com/m2FUURJ.png,,21,https://i.imgur.com/luUVbs3.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
33,3,https://i.imgur.com/ApJAs6a.png,,49,https://i.imgur.com/3wrhhbf.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
34,2,https://i.imgur.com/L6RNrT3.png,,"6,20",https://i.imgur.com/LDeQVsv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
35,1,https://i.imgur.com/YdED2S2.png,,18,https://i.imgur.com/StPwpbW.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
36,4,https://i.imgur.com/dRpmUXq.png,,6,https://i.imgur.com/Ve8TZDp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
37,4,https://i.imgur.com/1ULZyQn.png,,22,https://i.imgur.com/VdVMfnR.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
38,1,https://i.imgur.com/g3q4rl3.png,,49,https://i.imgur.com/K65kxRp.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
39,3,https://i.imgur.com/TfNsZBs.png,,20,https://i.imgur.com/FCwKxIO.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
40,2,https://i.imgur.com/fdfjEvh.png,,20,https://i.imgur.com/2Ie5117.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
41,1,https://i.imgur.com/k8yP8sR.png,,6,https://i.imgur.com/KAIwEV8.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
42,1,https://i.imgur.com/yG790EI.png,,"2,6",https://i.imgur.com/Aq1fIc7.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
43,2,https://i.imgur.com/92qSODv.png,,23,https://i.imgur.com/bk7Lv91.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
44,2,https://i.imgur.com/Dtg9LAo.png,,"6,18",https://i.imgur.com/Ze4x9fD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
45,3,https://i.imgur.com/sBICqcD.png,,24,https://i.imgur.com/eoL4wQn.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
46,4,https://i.imgur.com/7DTE96j.png,,25,https://i.imgur.com/Tnf8BBk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
47,1,https://i.imgur.com/OkdY5cT.png,,10,https://i.imgur.com/NoTB79H.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
48,3,https://i.imgur.com/m7Def96.png,,18,https://i.imgur.com/3vjOFx0.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
49,3,https://i.imgur.com/UdwJ2lq.png,,13,https://i.imgur.com/btsWB1w.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
50,2,https://i.imgur.com/pzH89qo.png,,"6,18",https://i.imgur.com/cetgfdw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
51,1,https://i.imgur.com/DCb4wyS.png,,"7,13",https://i.imgur.com/GcEP1UQ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
52,3,https://i.imgur.com/Yk9zeeD.png,,49,https://i.imgur.com/jcmy3mN.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
53,1,https://i.imgur.com/ujbp6kO.png,,26,https://i.imgur.com/KKODRYe.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
54,1,https://i.imgur.com/Ub3Ssck.png,,division,https://i.imgur.com/44Q681O.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
55,2,https://i.imgur.com/bEUeQae.png,,"6,7",https://i.imgur.com/P6e8k25.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
56,1,https://i.imgur.com/xigZBB9.png,,49,https://i.imgur.com/aFqPODk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
57,2,https://i.imgur.com/ZHK6f07.png,,18,https://i.imgur.com/MBfseAL.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
58,1,https://i.imgur.com/K7AWO52.png,,6,https://i.imgur.com/ysnxAFY.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
59,4,https://i.imgur.com/SjcxIQt.png,,49,https://i.imgur.com/iGBUqzv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
60,2,https://i.imgur.com/7WkAAe0.png,,49,https://i.imgur.com/Nynxq5d.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
61,3,https://i.imgur.com/rbCOzOW.png,,18,https://i.imgur.com/4yGlqGD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
62,1,https://i.imgur.com/XC2PhOr.png,,7,https://i.imgur.com/KRHojYA.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
63,2,https://i.imgur.com/96IV1P3.png,,49,https://i.imgur.com/THMKJv1.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
64,4,https://i.imgur.com/HzCgEZt.png,,49,https://i.imgur.com/sPEg16V.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
65,4,https://i.imgur.com/04Mj01i.png,,49,https://i.imgur.com/kNCSn1Z.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
66,3,https://i.imgur.com/6OQmyBX.png,,49,https://i.imgur.com/gkY1ANu.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
67,4,https://i.imgur.com/REUzFq3.png,,18,https://i.imgur.com/BotXjDj.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
68,4,https://i.imgur.com/wlmfYFq.png,,49,https://i.imgur.com/rkZ7Dq0.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
69,3,https://i.imgur.com/Sr2q93f.png,,49,https://i.imgur.com/THk6Dev.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
70,1,https://i.imgur.com/zToQicp.png,,6,https://i.imgur.com/BbPIaCj.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
71,1,https://i.imgur.com/T0yiGul.png,,"6,7",https://i.imgur.com/DxnioVH.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
72,2,https://i.imgur.com/wZqkYqZ.png,,20,https://i.imgur.com/csdTrdJ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
73,2,https://i.imgur.com/7gwaD9e.png,,"6,19",https://i.imgur.com/ahQF7hQ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
74,3,https://i.imgur.com/6hUgqGN.png,,20,https://i.imgur.com/jYNPeMd.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
75,2,https://i.imgur.com/aW6LQRK.png,,"2,6,13",https://i.imgur.com/vGHS1mq.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
76,1,https://i.imgur.com/iWbVMbD.png,,49,https://i.imgur.com/EOlgNoI.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
77,4,https://i.imgur.com/X5a7ywx.png,,18,https://i.imgur.com/VR5FlJ8.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
78,4,https://i.imgur.com/DjxDWLT.png,,49,https://i.imgur.com/7xA2Z88.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
79,2,https://i.imgur.com/7LhnoRV.png,,"6,7",https://i.imgur.com/n7vaiPE.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
80,2,https://i.imgur.com/9gEjQ8t.png,,"6,7",https://i.imgur.com/tUxs19c.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
81,3,https://i.imgur.com/S2Stkgx.png,,"6,7",https://i.imgur.com/tQeAdjh.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
82,4,https://i.imgur.com/Q7ze8QE.png,,"6,7",https://i.imgur.com/kc8w9dC.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
83,4,https://i.imgur.com/Ep7LlRQ.png,,7,https://i.imgur.com/XUQ8ony.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
84,4,https://i.imgur.com/7kjdpcP.png,,7,https://i.imgur.com/GZf4FtD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
85,2,https://i.imgur.com/H3DBYol.png,,"6,7",https://i.imgur.com/Z0vJhYD.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
86,1,https://i.imgur.com/DTeB020.png,,"6,7",https://i.imgur.com/C0FTBzw.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
87,2,https://i.imgur.com/LDIIlvO.png,,19,https://i.imgur.com/ESGLVAh.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
88,4,https://i.imgur.com/7aZQg4f.png,,7,https://i.imgur.com/ezSDDCN.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
89,2,https://i.imgur.com/xlBffKk.png,,6,https://i.imgur.com/zD6e8Zr.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
90,3,https://i.imgur.com/fKy0ajh.png,,7,https://i.imgur.com/uAlOIRZ.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
91,1,https://i.imgur.com/ySfhyFq.png,,"6,7",https://i.imgur.com/v9FNjRm.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
93,3,https://i.imgur.com/WZUN8wf.png,,13,https://i.imgur.com/ih33UhL.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
94,3,https://i.imgur.com/5r91EEw.png,,13,https://i.imgur.com/OK2Jijn.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
95,2,https://i.imgur.com/QKa22pi.png,,19,https://i.imgur.com/HPVpgy9.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
96,1,https://i.imgur.com/wnjQGMV.png,,49,https://i.imgur.com/P6yzVeI.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
97,4,https://i.imgur.com/zrdpgay.png,,"6,18",https://i.imgur.com/5SZOYGO.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
98,3,https://i.imgur.com/XDDyjbI.png,,"6,7",https://i.imgur.com/DgR9oqk.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
99,2,https://i.imgur.com/5R929pg.png,,13,https://i.imgur.com/EBmQfPy.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
100,3,https://i.imgur.com/0LpMzZO.png,,19,https://i.imgur.com/X7Cll1q.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
101,3,https://i.imgur.com/Zwa0Nz1.png,,"13,7",https://i.imgur.com/RwUMG8X.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
102,3,https://i.imgur.com/dBZnMV1.png,,18,https://i.imgur.com/ueAOFMb.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
103,4,https://i.imgur.com/wFDS1rC.png,,19,https://i.imgur.com/BuQDiFV.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
104,1,https://i.imgur.com/YfFGLVt.png,,13,https://i.imgur.com/HkodQKV.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
105,4,https://i.imgur.com/vzfxOVf.png,,"7,19",https://i.imgur.com/eG4lAkm.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
106,4,https://i.imgur.com/bg4lgPL.png,,19,https://i.imgur.com/EiNg7rX.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
107,3,https://i.imgur.com/J8qvUHb.png,,18,https://i.imgur.com/Ox0pqi6.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
108,3,https://i.imgur.com/az0Gq3R.png,,18,https://i.imgur.com/iVqP6KR.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
109,4,https://i.imgur.com/Bd5vA7k.png,,19,https://i.imgur.com/lv1Bl0c.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
110,3,https://i.imgur.com/OZDHXTR.png,,49,https://i.imgur.com/ZcN9Lt8.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
111,1,https://i.imgur.com/HXuPhK7.png,,18,https://i.imgur.com/mAqfkXy.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
112,1,https://i.imgur.com/WSXSFe6.png,,18,https://i.imgur.com/2AdsEk7.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
113,2,https://i.imgur.com/EAUCRjr.png,,18,https://i.imgur.com/0jaA3Am.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
1,3,https://i.imgur.com/6aazp3q.png,,49,https://i.imgur.com/I0GDEQH.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
2,2,https://i.imgur.com/rXeW9vC.png,,49,https://i.imgur.com/sk8Xjl2.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
3,2,https://i.imgur.com/tJwFU0S.png,,"6,27",https://i.imgur.com/LoifGjv.png,Maths,A,B,C,D,32.1,ssc,Bi,Kiran Maths,Algebra
