sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
3,3,https://i.imgur.com/Rsw1AvC.png,,1,https://i.imgur.com/bjpKYTc.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
4,1,https://i.imgur.com/FxgQWHu.png,,1,https://i.imgur.com/gGOj9BE.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
5,2,https://i.imgur.com/pGDN0dn.png,,1,https://i.imgur.com/zTtJVPk.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
7,4,https://i.imgur.com/2waySSi.png,,"1,3",https://i.imgur.com/SXEbOFd.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
9,3,https://i.imgur.com/rzfkZ3y.png,,1,https://i.imgur.com/gbUCKGM.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
10,3,https://i.imgur.com/rfL0VRg.png,,4,https://i.imgur.com/EAaDfJG.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
11,1,https://i.imgur.com/BLUxuWv.png,,4,https://i.imgur.com/mv60A3W.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
12,1,https://i.imgur.com/yFESfhJ.png,,5,https://i.imgur.com/XfrtAUy.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
13,4,https://i.imgur.com/Ni8Xn2m.png,,5,https://i.imgur.com/Cu9Wrca.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
14,1,https://i.imgur.com/axJxuXO.png,,5,https://i.imgur.com/YFNNxXd.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
15,2,https://i.imgur.com/yHHQWcr.png,,1,https://i.imgur.com/g3j8hpy.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
16,2,https://i.imgur.com/3TMqRSs.png,,"1,3",https://i.imgur.com/MUgCnM3.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
1,4,https://i.imgur.com/jmz3VFF.png,,1,https://i.imgur.com/6l1pG6l.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
2,2,https://i.imgur.com/MhWwRGH.png,,"1,3",https://i.imgur.com/X8Vfl0e.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
3,4,https://i.imgur.com/xFe22Cy.png,,"1,3",https://i.imgur.com/ntchMb3.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
4,4,https://i.imgur.com/z5cJJ5Z.png,,"1,3",https://i.imgur.com/OKt914b.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
5,1,https://i.imgur.com/ZshExoM.png,,1,https://i.imgur.com/I0dVAGP.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
6,4,https://i.imgur.com/ZdPUZA3.png,,"1,3",https://i.imgur.com/29RNEP0.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
7,1,https://i.imgur.com/qzkfEY9.png,,"1,3",https://i.imgur.com/c4byvl0.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
1,4,https://i.imgur.com/3oWT1HJ.png,,1,https://i.imgur.com/g30tV3n.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
2,4,https://i.imgur.com/YlOtksx.png,,1,https://i.imgur.com/NrvFWSG.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
3,3,https://i.imgur.com/Twxe4aZ.png,,4,https://i.imgur.com/oG703uQ.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
5,1,https://i.imgur.com/4SkOWgE.png,,1,https://i.imgur.com/SiCbwXs.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
6,4,https://i.imgur.com/97t1USA.png,,1,https://i.imgur.com/OSajDtg.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
7,1,https://i.imgur.com/xQRXxTh.png,,1,https://i.imgur.com/BTGoDuk.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
8,3,https://i.imgur.com/dQonHek.png,,1,https://i.imgur.com/R9IwRP8.png,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
1,3,https://i.imgur.com/oDZ4N1g.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
2,3,https://i.imgur.com/O8FpK5B.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
3,1,https://i.imgur.com/B4js0Vt.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
4,4,https://i.imgur.com/lWNDVyO.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
5,1,https://i.imgur.com/jQsrvhh.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
6,1,https://i.imgur.com/Ao5nqF6.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
7,4,https://i.imgur.com/EsxX9iB.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
8,2,https://i.imgur.com/6GGiVeC.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
9,3,https://i.imgur.com/4u3v06n.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
10,1,https://i.imgur.com/IksL14U.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
11,1,https://i.imgur.com/hAKuwFc.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
12,2,https://i.imgur.com/9Fwa0ag.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
13,4,https://i.imgur.com/dLNC3h1.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
14,1,https://i.imgur.com/FkkRfcm.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
15,2,https://i.imgur.com/7Wedeqh.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
16,2,https://i.imgur.com/j2MeQND.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
18,1,https://i.imgur.com/zegwJva.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
19,1,https://i.imgur.com/CbiglbB.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
20,1,https://i.imgur.com/IEUishA.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
21,4,https://i.imgur.com/Yl2evl2.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
22,3,https://i.imgur.com/7DSE6LU.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
23,1,https://i.imgur.com/qZN8GTK.png,,5,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
24,1,https://i.imgur.com/wsmKbZR.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
25,3,https://i.imgur.com/TPErf5c.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
26,2,https://i.imgur.com/qRsct56.png,,1,,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
27,2,https://i.imgur.com/4MDs9UI.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
28,3,https://i.imgur.com/0njn1Do.png,,"1,3",,Maths,A,B,C,D,14.1,ssc,Bi,Kiran Maths,Simple Interest
