sl.no,correct,QuestionLink,direction,concepts,explanation,section_type,optA,optB,optC,optD,category,usedFor,lang,source,name
14,4,https://i.imgur.com/Pysrbsn.png,,2,https://i.imgur.com/hILvviD.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
15,2,https://i.imgur.com/qq06Lw8.png,,1,https://i.imgur.com/w4bFXDl.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
16,2,https://i.imgur.com/ra3LRjL.png,,1,https://i.imgur.com/KxcLHBp.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
17,2,https://i.imgur.com/YER02BD.png,,1,https://i.imgur.com/qerCGQV.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
18,1,https://i.imgur.com/6jbBA6J.png,,1,https://i.imgur.com/tsYvirN.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
19,3,https://i.imgur.com/4q5z1qe.png,,2,https://i.imgur.com/QaZwse4.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
20,4,https://i.imgur.com/21PLMpA.png,,2,https://i.imgur.com/FUow8pf.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
21,3,https://i.imgur.com/ebwSTv4.png,,1,https://i.imgur.com/SligAp5.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
23,1,https://i.imgur.com/xAMm8zk.png,,2,https://i.imgur.com/ZAvHzGs.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
24,3,https://i.imgur.com/bcWPqCF.png,,2,https://i.imgur.com/3FG6C29.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
25,4,https://i.imgur.com/tl1XU36.png,,2,https://i.imgur.com/Ac9fjFQ.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/QVJOAT6.png,,2,https://i.imgur.com/nHTsQ3J.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
27,3,https://i.imgur.com/qaJjRw3.png,,1,https://i.imgur.com/ixISWL1.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/azYtFYb.png,,2,https://i.imgur.com/bkvWuJf.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
30,3,https://i.imgur.com/Gn1eGrv.png,,1,https://i.imgur.com/qtkjw0a.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
31,3,https://i.imgur.com/AGKL4XW.png,,2,https://i.imgur.com/GGaLz2d.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
32,4,https://i.imgur.com/3t2k8aP.png,,1,https://i.imgur.com/C7GmdxP.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
33,3,https://i.imgur.com/w88AuvD.png,,2,https://i.imgur.com/9zJHhnn.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
34,3,https://i.imgur.com/IrvCr9v.png,,1,https://i.imgur.com/GEfOpc2.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
35,2,https://i.imgur.com/6NKNELN.png,,1,https://i.imgur.com/7qB9B87.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
36,4,https://i.imgur.com/W92r940.png,,2,https://i.imgur.com/UIYhbvX.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
37,4,https://i.imgur.com/elulm5e.png,,1,https://i.imgur.com/E2uIPQ8.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
38,3,https://i.imgur.com/RDyLHVk.png,,2,https://i.imgur.com/IxeclMi.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
39,1,https://i.imgur.com/NhyrZSj.png,,1,https://i.imgur.com/P23lZf8.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
40,3,https://i.imgur.com/OwzSOFu.png,,2,https://i.imgur.com/GWGrcni.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
41,4,https://i.imgur.com/ujaGQuy.png,,2,https://i.imgur.com/rv4lIG0.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
42,1,https://i.imgur.com/DyTw4LM.png,,2,https://i.imgur.com/usvYoBV.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
43,3,https://i.imgur.com/ZI7wXkm.png,,1,https://i.imgur.com/gmgD2Uv.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
44,1,https://i.imgur.com/Rl4XJ7o.png,,2,https://i.imgur.com/lQswWrz.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
45,2,https://i.imgur.com/WlsTLSJ.png,,2,https://i.imgur.com/NA1VftY.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
46,4,https://i.imgur.com/ylEOrwj.png,,2,https://i.imgur.com/RCKIxMy.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
47,1,https://i.imgur.com/J0bthF4.png,,2,https://i.imgur.com/IwUrtHO.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
48,4,https://i.imgur.com/xDvrshQ.png,,1,https://i.imgur.com/WIRRGKs.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
49,3,https://i.imgur.com/vpVMd7S.png,,2,https://i.imgur.com/Xz4yU5x.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
50,2,https://i.imgur.com/K8el8Fe.png,,1,https://i.imgur.com/UkRseXj.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
51,1,https://i.imgur.com/wBd93mc.png,,7,https://i.imgur.com/0NDVsCl.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
52,1,https://i.imgur.com/DaCPiYr.png,,1,https://i.imgur.com/KWmUxTP.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
53,3,https://i.imgur.com/VJmnUYY.png,,1,https://i.imgur.com/BnHgR2K.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
54,1,https://i.imgur.com/0Df47ei.png,,1,https://i.imgur.com/Xa0ZC9a.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
55,3,https://i.imgur.com/Ipr0Wbc.png,,1,https://i.imgur.com/ASM2GSy.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
56,1,https://i.imgur.com/znGOwxF.png,,2,https://i.imgur.com/QHsGafI.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
57,3,https://i.imgur.com/xqUzrxN.png,,2,https://i.imgur.com/AojkxRa.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
58,1,https://i.imgur.com/JKGRBxu.png,,"1, 2",https://i.imgur.com/2qECaBg.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
59,1,https://i.imgur.com/FpM6SRB.png,,8,https://i.imgur.com/5J7hcjm.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
60,4,https://i.imgur.com/738kyiG.png,,1,https://i.imgur.com/48YUv7P.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,3,https://i.imgur.com/t8VaXOp.png,,2,https://i.imgur.com/OdXBzFt.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/quswJj2.png,,1,https://i.imgur.com/41mXzuU.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/zTV6mMe.png,,"1, 2",https://i.imgur.com/71OS3VU.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/U4uBWPg.png,,"1, 2",https://i.imgur.com/wvnFTrB.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,4,https://i.imgur.com/njldU2L.png,,"1, 2",https://i.imgur.com/6J2IbsB.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/nMRm9Gf.png,,"1, 2",https://i.imgur.com/35XEdfu.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/8viP3SN.png,,2,https://i.imgur.com/16JyQmj.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
8,3,https://i.imgur.com/Nj86vTB.png,,2,https://i.imgur.com/8VvP6Cz.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
9,4,https://i.imgur.com/FI0kOx8.png,,"1, 2",https://i.imgur.com/B1Ylid7.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
10,4,https://i.imgur.com/iUCnIT8.png,,2,https://i.imgur.com/GqCngnE.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
11,3,https://i.imgur.com/1NGii6Q.png,,2,https://i.imgur.com/KYC35HC.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/7uzkI0U.png,,"1, 2",https://i.imgur.com/YIMMDy0.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/WHwN0Qf.png,,"1, 2",https://i.imgur.com/mdmUQoU.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
14,2,https://i.imgur.com/YojT1Eu.png,,1,https://i.imgur.com/zswtHy2.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
15,4,https://i.imgur.com/DXeyXNx.png,,"1, 2",https://i.imgur.com/WviyeI2.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
16,2,https://i.imgur.com/QzAYVZi.png,,"1, 2",https://i.imgur.com/Wb8DOvA.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
17,2,https://i.imgur.com/RQnmsdc.png,,1,https://i.imgur.com/ye99OSS.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
18,3,https://i.imgur.com/YaAFAhx.png,,"1, 2",https://i.imgur.com/I9lRAnL.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
19,2,https://i.imgur.com/CAhJLoE.png,,"1, 2",https://i.imgur.com/G1DHKk5.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
20,2,https://i.imgur.com/JVs1GtK.png,,1,https://i.imgur.com/JZWP01s.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
21,4,https://i.imgur.com/bgNW5UO.png,,1,https://i.imgur.com/yxYyJFA.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
22,3,https://i.imgur.com/SElgxQV.png,,"1, 2",https://i.imgur.com/YCi7Z8d.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
23,4,https://i.imgur.com/2NREs2e.png,,1,https://i.imgur.com/b37eTDg.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
24,4,https://i.imgur.com/K2zo3vN.png,,2,https://i.imgur.com/K2BeQ7P.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
25,2,https://i.imgur.com/PcjhGFV.png,,"1, 2",https://i.imgur.com/LeTPwSS.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/jiFVSN4.png,,1,https://i.imgur.com/fxlsoz0.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
27,1,https://i.imgur.com/tCXxoLP.png,,2,https://i.imgur.com/BL4YKMl.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
28,1,https://i.imgur.com/r7ICcHB.png,,"1, 2",https://i.imgur.com/NU2e3fs.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/kYoJRp9.png,,"1, 2",https://i.imgur.com/TMdarLL.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,4,https://i.imgur.com/sCAsPsa.png,,1,https://i.imgur.com/cW811cx.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/aCef9a2.png,,1,https://i.imgur.com/3sZ4WRE.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/F3kMytT.png,,"1, 2",https://i.imgur.com/pgCf8Rv.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,2,https://i.imgur.com/P2WGSHE.png,,1,https://i.imgur.com/IlIMScD.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,2,https://i.imgur.com/nXF38Tb.png,,1,https://i.imgur.com/CcITnfb.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,2,https://i.imgur.com/sQBoIgo.png,,2,https://i.imgur.com/ZWpTpbz.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/ia3uVzg.png,,2,https://i.imgur.com/0WRvRtp.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/u8QSo41.png,,"1, 2",https://i.imgur.com/uZPzfFc.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/l2j3uTu.png,,2,https://i.imgur.com/t02dsCi.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,1,https://i.imgur.com/CYjtu6B.png,,"1, 2",https://i.imgur.com/n3geOKj.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,4,https://i.imgur.com/Fytr3my.png,,2,https://i.imgur.com/rvtDtW1.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
7,4,https://i.imgur.com/gX0O8EE.png,,1,https://i.imgur.com/V8VdkXL.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
8,3,https://i.imgur.com/IXdGHLN.png,,2,https://i.imgur.com/lT481jK.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
9,4,https://i.imgur.com/wZxZNwp.png,,"1, 2",https://i.imgur.com/8VPCeLc.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
10,3,https://i.imgur.com/fm0dIWE.png,,"1, 2",https://i.imgur.com/tdf1z17.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
11,3,https://i.imgur.com/iRdJ8ot.png,,2,https://i.imgur.com/eJt6BWt.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
12,3,https://i.imgur.com/2INoA83.png,,2,https://i.imgur.com/bnbvSZf.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/5PUd5wX.png,,2,https://i.imgur.com/PgzNXh4.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,4,https://i.imgur.com/ImIPnH4.png,,"1, 2",https://i.imgur.com/RyQNWAH.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,3,https://i.imgur.com/vysQ9N8.png,,"1, 2",https://i.imgur.com/F8bmtCG.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,3,https://i.imgur.com/PTkqGZ8.png,,1,https://i.imgur.com/Ih5CqRk.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,4,https://i.imgur.com/GRj4mwf.png,,"1, 2",https://i.imgur.com/jAoibIy.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,1,https://i.imgur.com/My7runY.png,,"1, 2",https://i.imgur.com/Qr72BHp.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,3,https://i.imgur.com/peaV2lY.png,,2,https://i.imgur.com/w4SpTs6.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,1,https://i.imgur.com/hbKgP39.png,,2,https://i.imgur.com/3NNLT69.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,3,https://i.imgur.com/amHzCtt.png,,2,https://i.imgur.com/o1vFQuY.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/Hv4EGui.png,,2,https://i.imgur.com/qRbq6a3.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/WLBivwx.png,,2,https://i.imgur.com/Nppl6JW.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/P5GAa8Y.png,,2,https://i.imgur.com/HndEgmE.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/qUcYK3E.png,,"1, 2",https://i.imgur.com/PN8DmT8.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/mAGxnYO.png,,2,https://i.imgur.com/K9f2vwg.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/rXpuey0.png,,2,https://i.imgur.com/cXZaOAI.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,1,https://i.imgur.com/2i01zy4.png,,2,https://i.imgur.com/FSSqloZ.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/Ib5D6uN.png,,"1, 2",https://i.imgur.com/pSJed8B.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,3,https://i.imgur.com/JKycd9I.png,,2,https://i.imgur.com/OpYeAV5.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/2f6pH70.png,,2,https://i.imgur.com/RPWgzR7.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,2,https://i.imgur.com/3wMwhby.png,,"1, 2",https://i.imgur.com/03WVNc8.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
7,1,https://i.imgur.com/57O1aov.png,,"1, 2",https://i.imgur.com/tkuugnj.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
8,4,https://i.imgur.com/G70ZK0N.png,,2,https://i.imgur.com/B4CPjBs.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
9,3,https://i.imgur.com/x2KfAfV.png,,"1, 2",https://i.imgur.com/IMV6Ok9.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
10,1,https://i.imgur.com/3YRGGzA.png,,"1, 2",https://i.imgur.com/LnWva9U.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
11,1,https://i.imgur.com/Dz9k8YS.png,,"1, 2",https://i.imgur.com/NTCNOeu.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/2zVs0uC.png,,"1, 2",https://i.imgur.com/YTKxV28.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
13,3,https://i.imgur.com/bzW3hc3.png,,"1, 2",https://i.imgur.com/UCfGvob.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
14,2,https://i.imgur.com/hFbzDcw.png,,"1, 2",https://i.imgur.com/G2M3H5A.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
15,2,https://i.imgur.com/Ic3Ark8.png,,"1, 2",https://i.imgur.com/uko1eRC.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
16,3,https://i.imgur.com/ouZT3ql.png,,2,https://i.imgur.com/pXxrCtd.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
17,3,https://i.imgur.com/eXscJQq.png,,2,https://i.imgur.com/5XsroZH.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
18,2,https://i.imgur.com/3Oo4OXo.png,,"1, 2",https://i.imgur.com/sZQkaYe.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
19,4,https://i.imgur.com/uLWWDvs.png,,2,https://i.imgur.com/d0yHPJI.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
21,4,https://i.imgur.com/p3Q84Fm.png,,"1, 2",https://i.imgur.com/T8P7Lfs.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
22,1,https://i.imgur.com/Ggo63jR.png,,2,https://i.imgur.com/IdKq090.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
23,4,https://i.imgur.com/ju9fAYn.png,,"1, 2",https://i.imgur.com/UFnMSTJ.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
24,3,https://i.imgur.com/SwcfveR.png,,"1, 2",https://i.imgur.com/JFVbSbw.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
25,1,https://i.imgur.com/vHUiw9b.png,,"1, 2",https://i.imgur.com/37ALpgq.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
26,2,https://i.imgur.com/0PMr0WW.png,,2,https://i.imgur.com/fFyt4Im.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
27,2,https://i.imgur.com/TuASKs9.png,,2,https://i.imgur.com/sKgztUS.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
28,3,https://i.imgur.com/Qcwlnjg.png,,2,https://i.imgur.com/svMYO1C.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
29,4,https://i.imgur.com/rUsyhZo.png,,"1, 2",https://i.imgur.com/r9MqdBT.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
30,4,https://i.imgur.com/0xfokSG.png,,"1, 2",https://i.imgur.com/1h1Tp1b.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
31,4,https://i.imgur.com/F64exM9.png,,2,https://i.imgur.com/p5zfuMR.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
32,2,https://i.imgur.com/7GDpwho.png,,"1, 2",https://i.imgur.com/12rkKzz.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
34,2,https://i.imgur.com/Ap970Xx.png,,"1, 2",https://i.imgur.com/vD4vRHg.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,1,https://i.imgur.com/G5BymGv.png,,2,https://i.imgur.com/E4HhSXG.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,4,https://i.imgur.com/hhpMN4O.png,,2,https://i.imgur.com/d8K1Gg5.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
3,1,https://i.imgur.com/Ijk4gcv.png,,2,https://i.imgur.com/wgYWRUe.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
4,1,https://i.imgur.com/b20SAyH.png,,"1, 2",https://i.imgur.com/C5lGPCe.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
5,3,https://i.imgur.com/1ONswoM.png,,2,https://i.imgur.com/zwNKCDp.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
6,1,https://i.imgur.com/HI8dK6R.png,,2,https://i.imgur.com/L2eFFAO.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
7,3,https://i.imgur.com/ItTxrxi.png,,2,https://i.imgur.com/OzQKTEU.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
8,2,https://i.imgur.com/Ghg2Ibk.png,,2,https://i.imgur.com/WxwUHCL.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
10,4,https://i.imgur.com/lVf5z3N.png,,2,https://i.imgur.com/tXfqBYD.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
11,1,https://i.imgur.com/HpIxtAt.png,,2,https://i.imgur.com/CPy8tSX.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
12,2,https://i.imgur.com/oMgA14W.png,,2,https://i.imgur.com/2KXbvai.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
13,1,https://i.imgur.com/YTYGEkB.png,,2,https://i.imgur.com/UOjfn61.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
1,2,https://i.imgur.com/FOaoVxp.png,,2,https://i.imgur.com/FRa8RgM.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
2,2,https://i.imgur.com/qDgIWtA.png,,2,https://i.imgur.com/5stVTnC.png,Maths,A,B,C,D,13.1,ssc,Bi,Kiran Maths,Ratio
