,correct,QuestionLink,Direction,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
32,a,https://i.imgur.com/QoZtC94.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
33,c,https://i.imgur.com/qUqAVPK.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,b,https://i.imgur.com/CcFjygB.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,e,https://i.imgur.com/B2NFR6f.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
36,a,https://i.imgur.com/U1E01ix.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
37,e,https://i.imgur.com/Nw9Bl3n.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
38,d,https://i.imgur.com/wSBdTyn.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
39,e,https://i.imgur.com/8nkH7N9.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
40,a,https://i.imgur.com/988jLMF.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
1,d,https://i.imgur.com/bsbJu2O.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
2,d,https://i.imgur.com/pZFN7rq.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
3,d,https://i.imgur.com/HzOzm3X.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
4,c,https://i.imgur.com/YJHZFj6.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
5,c,https://i.imgur.com/lTTOVIs.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
6,b,https://i.imgur.com/eZQy81m.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
8,a,https://i.imgur.com/jH0GLJ8.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
10,c,https://i.imgur.com/zREh8XJ.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
12,c,https://i.imgur.com/VTJrIHy.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
14,c,https://i.imgur.com/vlfJa7v.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
16,a,https://i.imgur.com/KgooP5D.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
18,a,https://i.imgur.com/4UQpeQn.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
20,c,https://i.imgur.com/GKYcSiV.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
22,c,https://i.imgur.com/j8BFxM8.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
23,a,https://i.imgur.com/2MkRxhS.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
24,a,https://i.imgur.com/kNzCOrm.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
25,d,https://i.imgur.com/5HPNnc3.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
26,a,https://i.imgur.com/yONubBs.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
27,c,https://i.imgur.com/C3MHIXb.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,b,https://i.imgur.com/M2xMMSI.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
29,a,https://i.imgur.com/Q0fC7Ft.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,d,https://i.imgur.com/nEuCWYu.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,a,https://i.imgur.com/Mf91HGE.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,b,https://i.imgur.com/sgBw3ln.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
33,a,https://i.imgur.com/NCPQmAI.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,d,https://i.imgur.com/eYjVWze.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,d,https://i.imgur.com/gotSj3Q.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
36,c,https://i.imgur.com/GAvhJ6y.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
37,c,https://i.imgur.com/S7UaJQf.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
38,c,https://i.imgur.com/sUrnT2K.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
39,d,https://i.imgur.com/ROLnaED.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
40,b,https://i.imgur.com/aTS9lJX.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
41,a,https://i.imgur.com/gcKVp6t.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
42,a,https://i.imgur.com/bV8TL0h.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
44,b,https://i.imgur.com/eKyGu4i.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
45,b,https://i.imgur.com/LN8HywL.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
46,d,https://i.imgur.com/NGknYF7.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
47,a,https://i.imgur.com/nvm8zMB.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
48,c,https://i.imgur.com/FIgkYwR.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
49,a,https://i.imgur.com/d9TYy34.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
50,a,https://i.imgur.com/GELWbHD.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
51,d,https://i.imgur.com/kxcxazl.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
52,b,https://i.imgur.com/HP8QAed.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
53,b,https://i.imgur.com/n7m3wso.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
54,a,https://i.imgur.com/VL9FqMq.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
55,a,https://i.imgur.com/d8CcAhZ.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
56,c,https://i.imgur.com/fbU2MqK.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
57,c,https://i.imgur.com/zboCawe.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
58,c,https://i.imgur.com/pRt2qqz.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
59,a,https://i.imgur.com/1Giabp0.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
60,a,https://i.imgur.com/VjAJYZn.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
61,b,https://i.imgur.com/7t9YxBs.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
62,a,https://i.imgur.com/tlhSnvv.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
63,d,https://i.imgur.com/QhQTp77.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
65,b,https://i.imgur.com/mSWKgLO.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
67,d,https://i.imgur.com/qx2kelN.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
69,b,https://i.imgur.com/lpQXeOd.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
71,b,https://i.imgur.com/soXSu2g.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
73,c,https://i.imgur.com/Wyhsbna.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
75,a,https://i.imgur.com/jZ9KQBp.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
77,d,https://i.imgur.com/hxXBSJO.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
79,d,https://i.imgur.com/Lo9eFm9.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
81,b,https://i.imgur.com/M7NtA7h.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
83,c,https://i.imgur.com/kcpgCIJ.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
85,c,https://i.imgur.com/wTN79HQ.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
86,c,https://i.imgur.com/pEZYqN4.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
88,b,https://i.imgur.com/To6ZWJK.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
89,a,https://i.imgur.com/8HLyRmI.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
90,c,https://i.imgur.com/7CNvsnR.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
92,c,https://i.imgur.com/erS8ON1.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
93,a,https://i.imgur.com/ye0HElz.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
94,a,https://i.imgur.com/HMsXCqY.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
95,c,https://i.imgur.com/ueCclzW.png,,18.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
