,correct,QuestionLink,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
114,d,https://i.imgur.com/Zo54oV1.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
115,c,https://i.imgur.com/hNxBQNR.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
116,a,https://i.imgur.com/ZcPVmPU.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
117,c,https://i.imgur.com/VpDfRrH.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
118,d,https://i.imgur.com/EECz04K.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
119,b,https://i.imgur.com/92o5Q0p.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
120,a,https://i.imgur.com/Zkmo3gN.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
121,a,https://i.imgur.com/78ctC9m.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
122,a,https://i.imgur.com/BA56N8b.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
123,d,https://i.imgur.com/0sr7qiI.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
124,d,https://i.imgur.com/5lA5rrt.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
125,d,https://i.imgur.com/zRLRsSV.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
126,b,https://i.imgur.com/7V1cqOF.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
128,b,https://i.imgur.com/tVwVqxd.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
129,a,https://i.imgur.com/MReTPNM.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
130,a,https://i.imgur.com/Sm1isI6.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
131,d,https://i.imgur.com/uyWxghp.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
132,a,https://i.imgur.com/oilWJU4.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
133,b,https://i.imgur.com/QvqqcUo.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
134,d,https://i.imgur.com/O3HztKV.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
135,d,https://i.imgur.com/3t4TBEK.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
136,c,https://i.imgur.com/LKjtMAF.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
137,c,https://i.imgur.com/buSzJFd.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
138,d,https://i.imgur.com/aussjjZ.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
139,a,https://i.imgur.com/1kwAqMS.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
140,d,https://i.imgur.com/iEB0LLE.png,16.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
