,correct,QuestionLink,Direction,category,optA,optB,optC,optD,sectionType,usedFor,lang,source
18,a,https://i.imgur.com/OXeukwT.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
19,b,https://i.imgur.com/Vx94fEm.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
21,b,https://i.imgur.com/ndGjFlI.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
22,a,https://i.imgur.com/MvCDyO2.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
23,c,https://i.imgur.com/UbKvPo5.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
25,d,https://i.imgur.com/ZLRKsuR.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
26,b,https://i.imgur.com/moAuB6h.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
27,c,https://i.imgur.com/kpuCGox.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,d,https://i.imgur.com/JYbuemY.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,a,https://i.imgur.com/v0iYWOd.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,d,https://i.imgur.com/8oUJEBy.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,c,https://i.imgur.com/4fmahES.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
52,d,https://i.imgur.com/H6MxPuZ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
53,c,https://i.imgur.com/j4ccoxL.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
55,d,https://i.imgur.com/NWIj248.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
56,a,https://i.imgur.com/9Ka3N6k.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
57,b,https://i.imgur.com/iJBy7oq.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
58,d,https://i.imgur.com/nWT8Vap.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
59,c,https://i.imgur.com/gS7Bk3x.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
60,d,https://i.imgur.com/hnn6oJN.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
61,c,https://i.imgur.com/eMMlm4g.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
62,d,https://i.imgur.com/0nA3MvN.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
63,b,https://i.imgur.com/AcvJNF4.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
64,c,https://i.imgur.com/dCfKvJd.png,https://i.imgur.com/V68Xymd.png,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
65,a,https://i.imgur.com/Pp7E8TS.png,https://i.imgur.com/V68Xymd.png,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
66,b,https://i.imgur.com/SJsH1ie.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
68,d,https://i.imgur.com/81PvNGF.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
69,c,https://i.imgur.com/1EBfAMQ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
71,b,https://i.imgur.com/wqJFEPx.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
72,b,https://i.imgur.com/YFz6ECO.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
74,a,https://i.imgur.com/BACvG8y.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
75,d,https://i.imgur.com/KeHBTrA.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
76,d,https://i.imgur.com/OvRoozb.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
78,a,https://i.imgur.com/PeHJIGf.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
79,d,https://i.imgur.com/mAttUqJ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
80,d,https://i.imgur.com/A7u8jn3.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
82,d,https://i.imgur.com/oXKluUJ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
83,c,https://i.imgur.com/1RcWsK9.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
84,a,https://i.imgur.com/FlUUHLN.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
85,e,https://i.imgur.com/WNR6NIv.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
86,c,https://i.imgur.com/HPrquXw.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
87,c,https://i.imgur.com/YGzKjgm.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
88,e,https://i.imgur.com/VLSm0Ml.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
89,b,https://i.imgur.com/ay66ohn.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
90,a,https://i.imgur.com/wncCMNH.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
91,e,https://i.imgur.com/GMFqLQI.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
93,a,https://i.imgur.com/ofmRdZm.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
94,d,https://i.imgur.com/EDcEP66.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
95,b,https://i.imgur.com/OLpuWwz.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
96,b,https://i.imgur.com/WP9UNJO.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
97,c,https://i.imgur.com/bvG0kER.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
98,d,https://i.imgur.com/fMAUjH4.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
1,a,https://i.imgur.com/W7HLNnW.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
2,b,https://i.imgur.com/A6h4695.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
3,d,https://i.imgur.com/D6jUxM0.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
4,c,https://i.imgur.com/zh6o4H7.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
6,d,https://i.imgur.com/wvbKBR9.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
7,c,https://i.imgur.com/Q9K6W05.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
8,b,https://i.imgur.com/tPdDw8V.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
10,d,https://i.imgur.com/e6qwHLC.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
11,a,https://i.imgur.com/ron1ZnV.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
12,a,https://i.imgur.com/nrIYqhg.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
13,a,https://i.imgur.com/Zek73BY.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
14,a,https://i.imgur.com/UuZuGz7.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
15,c,https://i.imgur.com/nXaKp12.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
16,d,https://i.imgur.com/7kp2pG7.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
17,a,https://i.imgur.com/MvtCa97.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
18,d,https://i.imgur.com/8VbNOtG.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
19,c,https://i.imgur.com/ZjSwToI.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
20,c,https://i.imgur.com/AcvLLjS.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
22,b,https://i.imgur.com/Uowl1Ve.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
23,d,https://i.imgur.com/9VIfzcU.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
24,c,https://i.imgur.com/QarKHbK.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
25,a,https://i.imgur.com/3rzUOaZ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
26,c,https://i.imgur.com/CxqUoYc.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
27,d,https://i.imgur.com/8hn3Axm.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
28,d,https://i.imgur.com/p63jf22.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
30,b,https://i.imgur.com/3mFNZSu.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
31,b,https://i.imgur.com/TNuDwij.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
32,a,https://i.imgur.com/VvywAXc.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
34,b,https://i.imgur.com/F6cKPGF.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
35,a,https://i.imgur.com/qpdOFmH.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
36,c,https://i.imgur.com/SBPSSyM.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
37,d,https://i.imgur.com/FaeJyhC.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
38,b,https://i.imgur.com/xxLR2DE.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
39,b,https://i.imgur.com/HJwTRq8.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
40,b,https://i.imgur.com/1eem9sX.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
42,c,https://i.imgur.com/5KvcZFi.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
43,a,https://i.imgur.com/zexlU4L.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
44,d,https://i.imgur.com/sJJxqAz.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
45,d,https://i.imgur.com/lWzLJpT.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
46,b,https://i.imgur.com/ZRajgVe.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
47,b,https://i.imgur.com/MjeKpRi.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
48,d,https://i.imgur.com/DLTj6zf.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
49,b,https://i.imgur.com/g7WxVwQ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
51,c,https://i.imgur.com/RMCtgA0.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
52,b,https://i.imgur.com/fy2yceL.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
53,b,https://i.imgur.com/hWWx3PW.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
54,c,https://i.imgur.com/nDmqYzs.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
55,c,https://i.imgur.com/c4J1U16.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
57,b,https://i.imgur.com/nkQOaWa.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
58,d,https://i.imgur.com/nGlMdnm.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
59,a,https://i.imgur.com/a5EC6e8.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
60,b,https://i.imgur.com/dBmFOz2.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
62,d,https://i.imgur.com/5hrmHWZ.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
63,b,https://i.imgur.com/xvP8C7V.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
64,c,https://i.imgur.com/cX8iEC5.png,,19.1,A,B,C,D,Reasoning,sscReasoning,Bi,Rakesh yadav
