sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
123,c,https://i.imgur.com/z5jaet2.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,a,https://i.imgur.com/9EykZrC.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,d,https://i.imgur.com/3OmnVza.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,c,https://i.imgur.com/LmjVb7m.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,a,https://i.imgur.com/QUcyVHh.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,a,https://i.imgur.com/o9vINtY.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
130,c,https://i.imgur.com/N5UJ3Kc.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
131,b,https://i.imgur.com/G0Us73y.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,b,https://i.imgur.com/h9A4IQ7.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,c,https://i.imgur.com/fDlLDcj.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,d,https://i.imgur.com/Nm4WJZg.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,b,https://i.imgur.com/BV7QYT2.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,c,https://i.imgur.com/JS99bxk.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,d,https://i.imgur.com/ITBlX5C.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,a,https://i.imgur.com/cUHUgYN.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,a,https://i.imgur.com/0n9KpXC.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
140,b,https://i.imgur.com/SaNUmdT.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,b,https://i.imgur.com/tnlt9Yz.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,c,https://i.imgur.com/wq4ct9y.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,c,https://i.imgur.com/OyZAs5m.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
144,b,https://i.imgur.com/PNiObhE.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
145,c,https://i.imgur.com/1fuQftS.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
146,a,https://i.imgur.com/5idMP6S.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
147,c,https://i.imgur.com/wb3Tlze.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
148,a,https://i.imgur.com/0ZWeMB3.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
149,a,https://i.imgur.com/QDDhQRt.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
150,a,https://i.imgur.com/3ajL8fj.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
151,c,https://i.imgur.com/d9JGoa6.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
152,b,https://i.imgur.com/zU9O1w0.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
153,b,https://i.imgur.com/LzR9yDG.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
154,a,https://i.imgur.com/JO0yBVL.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
155,c,https://i.imgur.com/jj9e1Uv.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
156,c,https://i.imgur.com/fwhqnPJ.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
157,b,https://i.imgur.com/65Id7BN.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
158,b,https://i.imgur.com/iFQERX6.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
159,c,https://i.imgur.com/mHMOIqb.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
160,b,https://i.imgur.com/yFw35D0.png,locopilot_electrical,A,B,C,D,12.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
