,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
24,c,https://i.imgur.com/ymCcPzG.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,c,https://i.imgur.com/2y3BLI2.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,d,https://i.imgur.com/b0ad2z4.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,c,https://i.imgur.com/BNULevV.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,c,https://i.imgur.com/DGCl4av.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,d,https://i.imgur.com/i2IxHli.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://i.imgur.com/bn7QRP2.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,b,https://i.imgur.com/yR94Iq3.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,c,https://i.imgur.com/FnfJfZs.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,a,https://i.imgur.com/AWEp9xR.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,a,https://i.imgur.com/ywdtPnP.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,c,https://i.imgur.com/xgKv5T7.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,c,https://i.imgur.com/mjKIdPu.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,d,https://i.imgur.com/njDZuD9.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,b,https://i.imgur.com/HotgXx8.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,c,https://i.imgur.com/7eMjRDW.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,c,https://i.imgur.com/i2xvHYd.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,c,https://i.imgur.com/VtNWWIN.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,d,https://i.imgur.com/wno9WTp.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,c,https://i.imgur.com/d8tA6zT.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,a,https://i.imgur.com/rk7Elrp.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,c,https://i.imgur.com/Zl2fHR1.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://i.imgur.com/t2FQjOf.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/vexVpF8.png,locopilot_electrical,A,B,C,D,14.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
