,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
82,a,https://i.imgur.com/tXgwgfC.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,b,https://i.imgur.com/Mb8IU65.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,a,https://i.imgur.com/7iT25yE.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,b,https://i.imgur.com/T3kXGql.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,b,https://i.imgur.com/SadAJ5n.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,b,https://i.imgur.com/M7TmrXA.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,d,https://i.imgur.com/bQiDCLb.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,a,https://i.imgur.com/E2OzUEP.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,b,https://i.imgur.com/gBSynVd.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,a,https://i.imgur.com/WLJIcRz.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,c,https://i.imgur.com/IcsDGwo.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,c,https://i.imgur.com/3kCjiVT.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,b,https://i.imgur.com/rxWLpOj.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,d,https://i.imgur.com/uoGQr9m.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,c,https://i.imgur.com/Lr1e0Zq.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,a,https://i.imgur.com/QOqm2zW.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,d,https://i.imgur.com/4m5LrUd.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,a,https://i.imgur.com/LJJ7ZLH.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,a,https://i.imgur.com/12aQh78.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,d,https://i.imgur.com/zNztdKh.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,a,https://i.imgur.com/0NVKtiQ.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,a,https://i.imgur.com/wZZTaEF.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,a,https://i.imgur.com/G2FDMZV.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,b,https://i.imgur.com/032tTSk.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,a,https://i.imgur.com/8OTDlfw.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,b,https://i.imgur.com/OSRmTHQ.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,b,https://i.imgur.com/6JBtMcq.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
110,a,https://i.imgur.com/8o5Lchc.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,a,https://i.imgur.com/2jk5pNA.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,b,https://i.imgur.com/n4uXLWF.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,a,https://i.imgur.com/NIcAWBy.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,b,https://i.imgur.com/lRGcVDL.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,a,https://i.imgur.com/zxNYreO.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,a,https://i.imgur.com/wqMr9iS.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,b,https://i.imgur.com/bmqnNum.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,a,https://i.imgur.com/oX5M5P5.png,locopilot_electrical,A,B,C,D,8.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
