SL.NO.,correct,QuestionLink,section Type,optA,optB,optC,optD,category,usedFor,lang,source
27,A,https://i.imgur.com/Lje1GNI.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,A,https://i.imgur.com/8xdj3sM.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,A,https://i.imgur.com/9BGYv0o.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,A,https://i.imgur.com/fz7SnXl.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,C,https://i.imgur.com/YKWrtiT.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,B,https://i.imgur.com/xZyEae0.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,B,https://i.imgur.com/g7xBnfD.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,A,https://i.imgur.com/fQgN7zR.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,B,https://i.imgur.com/JlyLroO.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,A,https://i.imgur.com/l7570WE.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,A,https://i.imgur.com/PqXMUHP.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,A,https://i.imgur.com/g781K7L.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,B,https://i.imgur.com/FyiuRUc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,D,https://i.imgur.com/Z8gGNDi.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,A,https://i.imgur.com/Xft7SIH.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,A,https://i.imgur.com/eSyqez8.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,A,https://i.imgur.com/oMHkwaq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,C,https://i.imgur.com/W4Bj5o5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,A,https://i.imgur.com/pV6Finy.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,D,https://i.imgur.com/UVenwV8.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,A,https://i.imgur.com/OY2MTbx.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,B,https://i.imgur.com/inpsY2c.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,A,https://i.imgur.com/J3Z4Nxs.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,B,https://i.imgur.com/ubeAPtG.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,C,https://i.imgur.com/i7jrqkl.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,B,https://i.imgur.com/uwKArnq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,A,https://i.imgur.com/cW3GUGF.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,B,https://i.imgur.com/ni6Cs3W.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,B,https://i.imgur.com/k2DPDm5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
58,A,https://i.imgur.com/j0u4VtD.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,B,https://i.imgur.com/hUjG464.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,D,https://i.imgur.com/4fQIY7h.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,A,https://i.imgur.com/utL710G.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,D,https://i.imgur.com/1vRTUYZ.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,B,https://i.imgur.com/UTgET1L.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,A,https://i.imgur.com/YNNPGI2.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,B,https://i.imgur.com/kzRKjDu.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,B,https://i.imgur.com/D6rTb6T.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,A,https://i.imgur.com/DwGdBtE.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,A,https://i.imgur.com/OdiG5mt.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,B,https://i.imgur.com/yzfpoc7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,C,https://i.imgur.com/0NXOqxW.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,A,https://i.imgur.com/hKMbYRY.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,B,https://i.imgur.com/BNP0Agd.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,B,https://i.imgur.com/whTDl8V.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,A,https://i.imgur.com/UtZZTsQ.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,C,https://i.imgur.com/UFqS2GD.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
78,D,https://i.imgur.com/6TsY0r9.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,D,https://i.imgur.com/PI6ZBAp.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,A,https://i.imgur.com/x2Ens4t.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,B,https://i.imgur.com/Jj768hv.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,B,https://i.imgur.com/0OEJkt1.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,D,https://i.imgur.com/maaaOkU.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,C,https://i.imgur.com/4kO74M9.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,B,https://i.imgur.com/06OnuCl.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,D,https://i.imgur.com/pAA0fjF.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,A,https://i.imgur.com/ssgCybM.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
88,A,https://i.imgur.com/ftjXXxo.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,C,https://i.imgur.com/GqHTVoX.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,B,https://i.imgur.com/LPYU6gf.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,C,https://i.imgur.com/vxIscoY.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,D,https://i.imgur.com/Boo6Wb6.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,C,https://i.imgur.com/Yw7GmKo.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,C,https://i.imgur.com/rfZbZB7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,C,https://i.imgur.com/4EhXhzX.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,A,https://i.imgur.com/yq56ebU.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,A,https://i.imgur.com/G2qkcjT.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,B,https://i.imgur.com/qt6C53y.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,C,https://i.imgur.com/CmID9m7.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,A,https://i.imgur.com/lu2zhSQ.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,B,https://i.imgur.com/0yRSxtL.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,C,https://i.imgur.com/vUTazlh.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,C,https://i.imgur.com/kBtCXhA.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,A,https://i.imgur.com/jktziE8.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,B,https://i.imgur.com/8RW26ty.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
107,D,https://i.imgur.com/olfpdLT.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,A,https://i.imgur.com/ft6Fcdk.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,B,https://i.imgur.com/8Ppy9Hq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,D,https://i.imgur.com/3PGDIDm.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
113,A,https://i.imgur.com/m6Rw89v.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,C,https://i.imgur.com/0CAnybG.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,D,https://i.imgur.com/vSBQdiA.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
116,C,https://i.imgur.com/gQl9QKi.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,C,https://i.imgur.com/ROSJpQG.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,C,https://i.imgur.com/0Fp33jq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,D,https://i.imgur.com/kiCzjOd.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
120,A,https://i.imgur.com/mUCnwtz.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
121,C,https://i.imgur.com/j3879ra.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
122,B,https://i.imgur.com/Qqxp2Ox.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
123,A,https://i.imgur.com/YgoFfU5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,C,https://i.imgur.com/JSaon2a.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,A,https://i.imgur.com/yiQmO9v.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,B,https://i.imgur.com/ZBBZ1xM.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,B,https://i.imgur.com/XftrN1e.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
128,A,https://i.imgur.com/Wh16W6j.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,B,https://i.imgur.com/mJFfB5n.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
130,C,https://i.imgur.com/gJGx7q9.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
131,A,https://i.imgur.com/qsEj56m.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,C,https://i.imgur.com/wbX5kSe.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,B,https://i.imgur.com/wEj5Qpz.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,B,https://i.imgur.com/JLNd5Mg.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,D,https://i.imgur.com/zkhp8n9.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,A,https://i.imgur.com/r5mVFWG.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,B,https://i.imgur.com/4EMcQOq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,D,https://i.imgur.com/typ5dQ4.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,A,https://i.imgur.com/coqmGWN.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
140,B,https://i.imgur.com/yBAfXbm.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,A,https://i.imgur.com/1MprOXI.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,B,https://i.imgur.com/dLKyoL3.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,C,https://i.imgur.com/OV4Wdve.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
145,A,https://i.imgur.com/SpGMOeu.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
146,C,https://i.imgur.com/CFoqgOC.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
147,A,https://i.imgur.com/Wae832e.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
148,B,https://i.imgur.com/4eQJVwf.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
149,A,https://i.imgur.com/r8HNdrk.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
150,B,https://i.imgur.com/jumn20A.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
151,A,https://i.imgur.com/ZvNQW9C.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
152,A,https://i.imgur.com/BIq2jXu.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
153,A,https://i.imgur.com/2u33uIX.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
154,D,https://i.imgur.com/Ho3CsvU.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
155,A,https://i.imgur.com/V1EGpMc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
156,D,https://i.imgur.com/oHBKeEv.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
157,A,https://i.imgur.com/wIfvmni.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
158,C,https://i.imgur.com/4orVihk.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
160,A,https://i.imgur.com/pidlbrh.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
161,C,https://i.imgur.com/TRS7rEL.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
162,D,https://i.imgur.com/1Ubzj5I.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
163,C,https://i.imgur.com/D8aisnH.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
164,A,https://i.imgur.com/lesCWHt.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
165,D,https://i.imgur.com/5McKMpq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
166,C,https://i.imgur.com/lf4O3VY.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
167,C,https://i.imgur.com/C57qQeg.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
168,B,https://i.imgur.com/xfPbDDZ.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
169,A,https://i.imgur.com/HUYW9hT.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
170,B,https://i.imgur.com/CbMNt9f.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
171,B,https://i.imgur.com/Kx98Yqr.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
172,B,https://i.imgur.com/A1PU9PW.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
173,A,https://i.imgur.com/QZjixVj.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
174,C,https://i.imgur.com/AXqoIMA.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
175,C,https://i.imgur.com/gi23Ss5.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
176,C,https://i.imgur.com/7MFQc5e.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
178,A,https://i.imgur.com/OJPXnfj.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
179,B,https://i.imgur.com/3S733p2.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
180,D,https://i.imgur.com/oU6LH0H.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
181,D,https://i.imgur.com/zkhxFCu.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
182,D,https://i.imgur.com/jBtCVZe.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
183,A,https://i.imgur.com/ezsqXvc.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
185,B,https://i.imgur.com/XyjFyMZ.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
186,C,https://i.imgur.com/M3rLOvx.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
187,D,https://i.imgur.com/ETEa8uw.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
188,B,https://i.imgur.com/QlwnEzq.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
190,D,https://i.imgur.com/qIdpG5J.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
191,B,https://i.imgur.com/o3NErDD.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
192,A,https://i.imgur.com/hI0eOXO.png,locopilot_electrical,A,B,C,D,2.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
