sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
26,b,https://i.imgur.com/2eHzEx8.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,a,https://i.imgur.com/ShyJHnT.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,c,https://i.imgur.com/mVYk1HV.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,a,https://i.imgur.com/rv7qyzM.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://i.imgur.com/STh1LLl.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,a,https://i.imgur.com/KYVMCws.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,d,https://i.imgur.com/YcPDrgK.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,a,https://i.imgur.com/U2etDkm.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,c,https://i.imgur.com/8Ma4F4z.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,a,https://i.imgur.com/pZYyB19.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,b,https://i.imgur.com/J1qJOfj.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,a,https://i.imgur.com/H6WTAym.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,c,https://i.imgur.com/7JsbVwc.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,c,https://i.imgur.com/lNgVkOr.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,a,https://i.imgur.com/a5Uc5kw.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,d,https://i.imgur.com/acsfSaS.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,a,https://i.imgur.com/QIK4ME8.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,a,https://i.imgur.com/yfO5YeN.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,a,https://i.imgur.com/JicSdce.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,a,https://i.imgur.com/nAhdIjo.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,a,https://i.imgur.com/QIASAVO.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://i.imgur.com/IGhEuVF.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,d,https://i.imgur.com/bUkxT0Y.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/2XFkLEN.png,locopilot_fitter,A,B,C,D,6.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
