sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
25,b,https://i.imgur.com/nkc9lp3.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,a,https://i.imgur.com/rmRbNFb.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,a,https://i.imgur.com/iWtOzD0.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,b,https://i.imgur.com/JP9BvVa.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,b,https://i.imgur.com/Y2ry9hO.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,c,https://i.imgur.com/RQot6Gd.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
1,a,https://i.imgur.com/Pm1z1tA.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,c,https://i.imgur.com/54YlG8n.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,a,https://i.imgur.com/moTnLYz.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,a,https://i.imgur.com/Biev9rC.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,a,https://i.imgur.com/dxksmVh.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,a,https://i.imgur.com/tQlgLxM.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,a,https://i.imgur.com/okrDBUq.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,d,https://i.imgur.com/0F3Afqd.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,a,https://i.imgur.com/JnXLz2m.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,a,https://i.imgur.com/KQtsZYs.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,b,https://i.imgur.com/jvnYb5c.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,c,https://i.imgur.com/IlX4ZpC.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,c,https://i.imgur.com/mPKBc6R.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,d,https://i.imgur.com/wD7XwPb.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,c,https://i.imgur.com/oB84YW4.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,d,https://i.imgur.com/Mtpgort.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://i.imgur.com/4GxFJHR.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,a,https://i.imgur.com/mwIOTyf.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/6FKEFxK.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,c,https://i.imgur.com/7F0XH0T.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,d,https://i.imgur.com/gV6dnXL.png,locopilot_fitter,A,B,C,D,16.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
