sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
24,d,https://i.imgur.com/6MYeN8a.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,c,https://i.imgur.com/jZsvzUY.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,d,https://i.imgur.com/uKiHLnM.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,d,https://i.imgur.com/5nMrtem.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,d,https://i.imgur.com/9lRAaP4.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://i.imgur.com/AHsNTlf.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,b,https://i.imgur.com/Simfwmk.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,a,https://i.imgur.com/RkbDBwQ.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,b,https://i.imgur.com/BFkFnoU.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,a,https://i.imgur.com/zeGBOUP.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,a,https://i.imgur.com/1lhviyK.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,b,https://i.imgur.com/oLTtVmL.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,a,https://i.imgur.com/XFmkv1s.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,a,https://i.imgur.com/qfaw6Ig.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,d,https://i.imgur.com/jhbFEsM.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,b,https://i.imgur.com/J2nKgf9.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,c,https://i.imgur.com/YAPDdpP.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,a,https://i.imgur.com/yOzeYX8.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,c,https://i.imgur.com/8knRObK.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,b,https://i.imgur.com/1CqDN4Y.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,a,https://i.imgur.com/1s5tCkJ.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,b,https://i.imgur.com/qGR8FpR.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://i.imgur.com/FKPhOJ7.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,c,https://i.imgur.com/oWFBqCz.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/LNJOBMh.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,b,https://i.imgur.com/2cJykNT.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,c,https://i.imgur.com/KoOZGPH.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,a,https://i.imgur.com/WQdv4kW.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
54,b,https://i.imgur.com/WFA673Y.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
55,b,https://i.imgur.com/4WFS8xw.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
56,b,https://i.imgur.com/9aiXq6c.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
57,b,https://i.imgur.com/xpfBuUo.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
59,c,https://i.imgur.com/04RvDsl.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
60,d,https://i.imgur.com/yGYvexG.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
61,c,https://i.imgur.com/RCXmCkE.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
62,c,https://i.imgur.com/RVQixGS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
63,c,https://i.imgur.com/CP5S2HS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
64,d,https://i.imgur.com/F1cijI0.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
65,b,https://i.imgur.com/VRXoeJq.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
66,a,https://i.imgur.com/ghtYRVj.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
67,b,https://i.imgur.com/FlB8Zaq.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
68,a,https://i.imgur.com/dAdYQMU.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
70,a,https://i.imgur.com/3yGPFqL.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
71,c,https://i.imgur.com/khnUCzP.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
72,c,https://i.imgur.com/oWP32CX.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
73,c,https://i.imgur.com/SbtoZ9E.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
74,b,https://i.imgur.com/wrVpbLC.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
75,b,https://i.imgur.com/NO8RwR7.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
76,d,https://i.imgur.com/TfFo8B6.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
77,a,https://i.imgur.com/5mgRIC2.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
79,b,https://i.imgur.com/9JeJOeN.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
80,b,https://i.imgur.com/qrolXP2.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
81,c,https://i.imgur.com/CEZgfPN.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
82,c,https://i.imgur.com/wk15qay.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
83,a,https://i.imgur.com/YhGnqvs.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
84,b,https://i.imgur.com/7alAklY.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
85,b,https://i.imgur.com/Z8ELkUI.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
86,d,https://i.imgur.com/89ZLZwm.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
87,d,https://i.imgur.com/i4nbBJl.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
89,d,https://i.imgur.com/tIDOtyg.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
90,c,https://i.imgur.com/RzVgpXM.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
91,d,https://i.imgur.com/pCPUiRC.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
92,b,https://i.imgur.com/a1tGINX.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
93,b,https://i.imgur.com/v3wQ9Ng.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
94,c,https://i.imgur.com/I722tV1.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
95,c,https://i.imgur.com/n2XfKXi.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
96,a,https://i.imgur.com/6baqMPC.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
97,a,https://i.imgur.com/wJ6erD7.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
98,b,https://i.imgur.com/lGOjmVv.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
99,d,https://i.imgur.com/AVs6Pc5.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
100,c,https://i.imgur.com/AMT5mGs.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
101,a,https://i.imgur.com/fVr2thH.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
102,a,https://i.imgur.com/OZ4UE4D.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
103,a,https://i.imgur.com/0IygRWY.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
104,c,https://i.imgur.com/apqnqIQ.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
105,,https://i.imgur.com/mT6xtGk.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
106,b,https://i.imgur.com/EBC3Lgk.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
108,b,https://i.imgur.com/Q0LIt9D.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
109,b,https://i.imgur.com/DiBJuB1.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
110,b,https://i.imgur.com/PuOfoNW.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
111,b,https://i.imgur.com/CKCfeXf.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
112,c,https://i.imgur.com/0klN8Wg.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
114,c,https://i.imgur.com/LgHZsLu.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
115,b,https://i.imgur.com/OMBr3oL.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
116,c,https://i.imgur.com/6LKm0AU.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
117,a,https://i.imgur.com/nscLeun.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
118,c,https://i.imgur.com/eGTCODg.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
119,c,https://i.imgur.com/4fJZaJd.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
120,d,https://i.imgur.com/SmXcmcK.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
121,a,https://i.imgur.com/hlydn9Y.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
122,a,https://i.imgur.com/c8BrA4T.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
123,b,https://i.imgur.com/3YTJUia.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
124,b,https://i.imgur.com/s5l6t4a.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
125,c,https://i.imgur.com/lpkHhIk.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
126,a,https://i.imgur.com/rVkwa0B.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
127,b,https://i.imgur.com/3R0nVec.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
128,d,https://i.imgur.com/AYvmINW.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
129,a,https://i.imgur.com/1inGEFt.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
131,d,https://i.imgur.com/3eOgZ1K.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
132,a,https://i.imgur.com/1SQ0B9l.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
133,b,https://i.imgur.com/iwGjY5Z.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
134,b,https://i.imgur.com/mS9gzqS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
135,a,https://i.imgur.com/Fo6MeCm.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
136,a,https://i.imgur.com/JOvIc9W.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
137,b,https://i.imgur.com/aTfmNBu.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
138,d,https://i.imgur.com/1lROQOR.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
139,a,https://i.imgur.com/XspQ5aR.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
141,c,https://i.imgur.com/bv9BZC5.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
142,a,https://i.imgur.com/oQ2VKZy.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
143,a,https://i.imgur.com/pHF6nAh.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
144,b,https://i.imgur.com/kY8vU28.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
145,a,https://i.imgur.com/dR23sJD.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
146,d,https://i.imgur.com/9RfY2mF.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
147,d,https://i.imgur.com/M68y4IZ.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
148,a,https://i.imgur.com/pTGlLhO.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
150,d,https://i.imgur.com/xYWPVA6.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
151,c,https://i.imgur.com/UAeYVeB.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
152,b,https://i.imgur.com/vCwLrmM.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
153,a,https://i.imgur.com/eVzUeJS.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
154,c,https://i.imgur.com/6ZGjHyx.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
155,d,https://i.imgur.com/ddKceXW.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
157,c,https://i.imgur.com/mewhthL.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
158,a,https://i.imgur.com/IH1Sh9w.png,locopilot_electrical,A,B,C,D,18.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
