sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
37,a,https://i.imgur.com/a47T7M9.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,a,https://i.imgur.com/nEeHLsM.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,a,https://i.imgur.com/urlmO4e.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,a,https://i.imgur.com/Jgtad8L.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,a,https://i.imgur.com/0kI1JBb.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,a,https://i.imgur.com/D1eRspN.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,b,https://i.imgur.com/yGmcMjW.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,c,https://i.imgur.com/S93GNwG.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,b,https://i.imgur.com/CrsZHYr.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,d,https://i.imgur.com/fn6ifJZ.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,d,https://i.imgur.com/em0nMCi.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,b,https://i.imgur.com/Uq8Dn9Y.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,d,https://i.imgur.com/0ewheu5.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,b,https://i.imgur.com/qPbH62V.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,c,https://i.imgur.com/wAsvP5N.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
52,b,https://i.imgur.com/fWsaFNv.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
53,a,https://i.imgur.com/pq2HqkT.png,locopilot_fitter,A,B,C,D,9.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
