sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
25,a,https://i.imgur.com/RvQS8k2.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,c,https://i.imgur.com/cEH6yyU.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,a,https://i.imgur.com/Lc7vw3i.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,c,https://i.imgur.com/PvQqOBL.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,a,https://i.imgur.com/eX7S5F1.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,a,https://i.imgur.com/aAOk3Sg.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,d,https://i.imgur.com/5FUOtnA.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
32,a,https://i.imgur.com/K9NS4no.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,c,https://i.imgur.com/QyMSzbp.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,d,https://i.imgur.com/0NwFuT1.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,a,https://i.imgur.com/MXtv7XZ.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,c,https://i.imgur.com/i4BJfBQ.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,b,https://i.imgur.com/L2NlZy5.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,d,https://i.imgur.com/ZgIUnkF.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,d,https://i.imgur.com/ldi2paC.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
40,d,https://i.imgur.com/a3wYxnu.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,c,https://i.imgur.com/0KfXEX3.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,c,https://i.imgur.com/Wgf35yJ.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,a,https://i.imgur.com/NRt3JZL.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,c,https://i.imgur.com/0txdtJq.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,d,https://i.imgur.com/NZnu4cO.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,b,https://i.imgur.com/X8LRi4x.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,a,https://i.imgur.com/cMkxrkM.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,a,https://i.imgur.com/jV2yiSD.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/O6mJ9Di.png,locopilot_fitter,A,B,C,D,10.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
