sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
18,a,https://i.imgur.com/AAD3olb.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,a,https://i.imgur.com/ZpQWTrc.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/j9C4Y3E.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/SWIN1eu.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,b,https://i.imgur.com/yMjN1gk.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,b,https://i.imgur.com/y1FPa3O.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,a,https://i.imgur.com/wwlWGXm.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
25,c,https://i.imgur.com/vF8byzS.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
26,a,https://i.imgur.com/QvkdBbM.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,d,https://i.imgur.com/SSPqetM.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,a,https://i.imgur.com/17OEGj7.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,a,https://i.imgur.com/iPhmkcL.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,a,https://i.imgur.com/YuIgbMS.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
1,c,https://i.imgur.com/PwElde5.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
2,a,https://i.imgur.com/7KJTvBM.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
3,a,https://i.imgur.com/KrYygY3.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
4,a,https://i.imgur.com/UURxmfY.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
5,d,https://i.imgur.com/gTYHdkX.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
6,a,https://i.imgur.com/GNiLEKx.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
7,c,https://i.imgur.com/dkUdXLK.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
8,a,https://i.imgur.com/iI2bKQa.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
9,a,https://i.imgur.com/0tSHa9I.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
10,c,https://i.imgur.com/ZUMKLem.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
11,a,https://i.imgur.com/eWqnBbC.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
12,a,https://i.imgur.com/BqJCq50.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
13,a,https://i.imgur.com/JeObDbt.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
14,d,https://i.imgur.com/qaud9Cs.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
15,a,https://i.imgur.com/0xXLePV.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
16,a,https://i.imgur.com/8Qo8589.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
17,a,https://i.imgur.com/Y1L7eP8.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
18,a,https://i.imgur.com/WitoaqW.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
19,a,https://i.imgur.com/yr9foUN.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
20,a,https://i.imgur.com/oWpYBxH.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
21,a,https://i.imgur.com/Sdtxdmo.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
22,a,https://i.imgur.com/qiTDtTG.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
23,a,https://i.imgur.com/vv1fnPq.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
24,a,https://i.imgur.com/iPnjrwI.png,locopilot_fitter,A,B,C,D,17.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
