sl.no.,correct,QuestionLink,section type,optA,optB,optC,optD,category,usedFor,lang,source
26,c,https://i.imgur.com/RSfI2wU.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
27,d,https://i.imgur.com/JSkNj1Y.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
28,b,https://i.imgur.com/jSNxgzJ.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
29,a,https://i.imgur.com/OsuAt4E.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
30,d,https://i.imgur.com/pICyOrp.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
31,c,https://i.imgur.com/iVO4Zgx.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
33,b,https://i.imgur.com/a2SaZli.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
34,c,https://i.imgur.com/Dme7opB.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
35,c,https://i.imgur.com/qLB5HyO.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
36,b,https://i.imgur.com/W0wpHA7.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
37,d,https://i.imgur.com/QI9KX72.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
38,a,https://i.imgur.com/s2ma5nd.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
39,a,https://i.imgur.com/Ek6SrCP.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
41,a,https://i.imgur.com/nshfpln.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
42,a,https://i.imgur.com/1gnGpV9.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
43,d,https://i.imgur.com/A6XaVKT.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
44,a,https://i.imgur.com/EYrYfH1.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
45,d,https://i.imgur.com/xNJqR1E.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
46,b,https://i.imgur.com/ex4986q.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
47,c,https://i.imgur.com/14pPRcT.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
48,c,https://i.imgur.com/W2aqCtA.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
49,b,https://i.imgur.com/shICpj1.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
50,a,https://i.imgur.com/EUpvXrj.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
51,a,https://i.imgur.com/9hwywbh.png,locopilot_fitter,A,B,C,D,13.1,LOCOPILOT_ELECTRICAL,Hindi,JEN
