,QuestionLink,category,concepts,correct,direction,explanation,lang,name,optA,optB,optC,optD,optE,sectionType,sl.no,source,usedFor
23,https://i.imgur.com/g640jyg.png,5.1,"2,3",3,,https://i.imgur.com/3bfwiO1.png,Bi,Boat And Stream,A,B,C,D,,Maths,5,Kiran Maths,ssc
24,https://i.imgur.com/7nRTNC9.png,5.1,"2,3",3,,https://i.imgur.com/0GhkWAN.png,Bi,Boat And Stream,A,B,C,D,,Maths,6,Kiran Maths,ssc
25,https://i.imgur.com/XO4LKQ3.png,5.1,"2,3",4,,https://i.imgur.com/FiZ8nTd.png,Bi,Boat And Stream,A,B,C,D,,Maths,7,Kiran Maths,ssc
26,https://i.imgur.com/eOkwapH.png,5.1,"2,3",4,,https://i.imgur.com/2zYvDJe.png,Bi,Boat And Stream,A,B,C,D,,Maths,8,Kiran Maths,ssc
27,https://i.imgur.com/1trhzfd.png,5.1,"3,4",2,,https://i.imgur.com/m07lOJX.png,Bi,Boat And Stream,A,B,C,D,,Maths,1,Kiran Maths,ssc
28,https://i.imgur.com/1EGlSUe.png,5.1,"1,3",1,,https://i.imgur.com/zIlg3VR.png,Bi,Boat And Stream,A,B,C,D,,Maths,2,Kiran Maths,ssc
29,https://i.imgur.com/iTdYvPK.png,5.1,"3,4",1,,https://i.imgur.com/RWrm43b.png,Bi,Boat And Stream,A,B,C,D,,Maths,3,Kiran Maths,ssc
30,https://i.imgur.com/S5YE9jW.png,5.1,"2,3",3,,https://i.imgur.com/MpS2QiY.png,Bi,Boat And Stream,A,B,C,D,,Maths,4,Kiran Maths,ssc
31,https://i.imgur.com/qjjWMvs.png,5.1,1,4,,https://i.imgur.com/hXbFmEq.png,Bi,Boat And Stream,A,B,C,D,,Maths,5,Kiran Maths,ssc
32,https://i.imgur.com/NivPily.png,5.1,"2,3",4,,https://i.imgur.com/GNIHf4A.png,Bi,Boat And Stream,A,B,C,D,,Maths,6,Kiran Maths,ssc
33,https://i.imgur.com/FsfVyrY.png,5.1,"3,4",3,,https://i.imgur.com/gqpw0Bs.png,Bi,Boat And Stream,A,B,C,D,,Maths,7,Kiran Maths,ssc
34,https://i.imgur.com/g4NDhZ7.png,5.1,"1,3",4,,https://i.imgur.com/3ARIg4w.png,Bi,Boat And Stream,A,B,C,D,,Maths,8,Kiran Maths,ssc
35,https://i.imgur.com/3lBqDk3.png,5.1,"1,3",2,,https://i.imgur.com/OxLNoKq.png,Bi,Boat And Stream,A,B,C,D,,Maths,9,Kiran Maths,ssc
36,https://i.imgur.com/RyzG0S0.png,5.1,"2,3",3,,https://i.imgur.com/KKoRxlf.png,Bi,Boat And Stream,A,B,C,D,,Maths,10,Kiran Maths,ssc
37,https://i.imgur.com/cVLrQoB.png,5.1,"2,3",3,,https://i.imgur.com/4jNjWK1.png,Bi,Boat And Stream,A,B,C,D,,Maths,11,Kiran Maths,ssc
38,https://i.imgur.com/rxu45XV.png,5.1,"2,3",2,,https://i.imgur.com/M95ZEds.png,Bi,Boat And Stream,A,B,C,D,,Maths,12,Kiran Maths,ssc
39,https://i.imgur.com/tljF4Wj.png,5.1,"2,3",4,,https://i.imgur.com/3hEURFW.png,Bi,Boat And Stream,A,B,C,D,,Maths,13,Kiran Maths,ssc
40,https://i.imgur.com/edfG1yl.png,5.1,"2,3",1,,https://i.imgur.com/ZJOF9KN.png,Bi,Boat And Stream,A,B,C,D,,Maths,15,Kiran Maths,ssc
41,https://i.imgur.com/1SYpiyz.png,5.1,"2,3",3,,https://i.imgur.com/X7JQjuV.png,Bi,Boat And Stream,A,B,C,D,,Maths,16,Kiran Maths,ssc
42,https://i.imgur.com/u0O9PpW.png,5.1,"1,3",3,,https://i.imgur.com/aUZJ73C.png,Bi,Boat And Stream,A,B,C,D,,Maths,17,Kiran Maths,ssc
43,https://i.imgur.com/BoYucEI.png,5.1,"2,3",3,,https://i.imgur.com/WVEMEiG.png,Bi,Boat And Stream,A,B,C,D,,Maths,18,Kiran Maths,ssc
44,https://i.imgur.com/IpcZKws.png,5.1,"2,3",1,,https://i.imgur.com/HRnOy0P.png,Bi,Boat And Stream,A,B,C,D,,Maths,19,Kiran Maths,ssc
45,https://i.imgur.com/pcSI9XD.png,5.1,1,1,,https://i.imgur.com/bpRRy8p.png,Bi,Boat And Stream,A,B,C,D,,Maths,20,Kiran Maths,ssc
46,https://i.imgur.com/V7VlM0v.png,5.1,"2,3",4,,https://i.imgur.com/o0JaVZl.png,Bi,Boat And Stream,A,B,C,D,,Maths,21,Kiran Maths,ssc
0,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (01).png,15.1,"1,2",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (01).png,Bi,Simplification,A,B,C,D,,Maths,1,Kiran Maths,ssc
1,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (02).png,15.1,"1,2",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (02).png,Bi,Simplification,A,B,C,D,,Maths,2,Kiran Maths,ssc
2,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (03).png,15.1,"1,2",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (03).png,Bi,Simplification,A,B,C,D,,Maths,3,Kiran Maths,ssc
3,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (04).png,15.1,"1,2",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (04).png,Bi,Simplification,A,B,C,D,,Maths,4,Kiran Maths,ssc
4,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (05).png,15.1,"1,2,3",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (05).png,Bi,Simplification,A,B,C,D,,Maths,5,Kiran Maths,ssc
5,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (06).png,15.1,"1,2,3,4",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (06).PNG,Bi,Simplification,A,B,C,D,,Maths,6,Kiran Maths,ssc
6,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (07).png,15.1,"1,2",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (07).png,Bi,Simplification,A,B,C,D,,Maths,7,Kiran Maths,ssc
7,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (08).png,15.1,"1,2,3,4",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (08).png,Bi,Simplification,A,B,C,D,,Maths,8,Kiran Maths,ssc
8,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (09).png,15.1,"1,2",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (09).png,Bi,Simplification,A,B,C,D,,Maths,9,Kiran Maths,ssc
9,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (10).png,15.1,5,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (10).png,Bi,Simplification,A,B,C,D,,Maths,1,Kiran Maths,ssc
10,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (11).png,15.1,6,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (11).png,Bi,Simplification,A,B,C,D,,Maths,2,Kiran Maths,ssc
11,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (12).png,15.1,7,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (12).png,Bi,Simplification,A,B,C,D,,Maths,3,Kiran Maths,ssc
12,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (13).png,15.1,"6,8",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (13).png,Bi,Simplification,A,B,C,D,,Maths,4,Kiran Maths,ssc
13,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (14).png,15.1,"6,8",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (14).png,Bi,Simplification,A,B,C,D,,Maths,5,Kiran Maths,ssc
14,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (15).png,15.1,7,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (15).png,Bi,Simplification,A,B,C,D,,Maths,6,Kiran Maths,ssc
15,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (16).png,15.1,7,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (16).png,Bi,Simplification,A,B,C,D,,Maths,7,Kiran Maths,ssc
16,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (17).png,15.1,"1,6",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (17).png,Bi,Simplification,A,B,C,D,,Maths,8,Kiran Maths,ssc
17,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (18).png,15.1,9,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (18).png,Bi,Simplification,A,B,C,D,,Maths,9,Kiran Maths,ssc
18,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (19).png,15.1,10,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (19).png,Bi,Simplification,A,B,C,D,,Maths,10,Kiran Maths,ssc
19,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (20).png,15.1,7,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (20).png,Bi,Simplification,A,B,C,D,,Maths,11,Kiran Maths,ssc
21,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (22).png,15.1,7,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (22).png,Bi,Simplification,A,B,C,D,,Maths,13,Kiran Maths,ssc
22,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (23).png,15.1,1,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (23).png,Bi,Simplification,A,B,C,D,,Maths,14,Kiran Maths,ssc
23,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (24).png,15.1,7,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (24).png,Bi,Simplification,A,B,C,D,,Maths,15,Kiran Maths,ssc
24,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (25).png,15.1,1,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (25).png,Bi,Simplification,A,B,C,D,,Maths,1,Kiran Maths,ssc
25,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (26).png,15.1,11,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (26).png,Bi,Simplification,A,B,C,D,,Maths,2,Kiran Maths,ssc
26,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (27).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (27).png,Bi,Simplification,A,B,C,D,,Maths,3,Kiran Maths,ssc
27,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (28).png,15.1,"1,12",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (28).png,Bi,Simplification,A,B,C,D,,Maths,4,Kiran Maths,ssc
28,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (29).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (29).png,Bi,Simplification,A,B,C,D,,Maths,5,Kiran Maths,ssc
29,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (30).png,15.1,11,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (30).png,Bi,Simplification,A,B,C,D,,Maths,6,Kiran Maths,ssc
30,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (31).png,15.1,12,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (31).png,Bi,Simplification,A,B,C,D,,Maths,7,Kiran Maths,ssc
31,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (32).png,15.1,"8,12",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (32).png,Bi,Simplification,A,B,C,D,,Maths,8,Kiran Maths,ssc
32,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (33).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (33).png,Bi,Simplification,A,B,C,D,,Maths,9,Kiran Maths,ssc
33,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (34).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (34).png,Bi,Simplification,A,B,C,D,,Maths,10,Kiran Maths,ssc
34,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (35).png,15.1,"1,12",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (35).png,Bi,Simplification,A,B,C,D,,Maths,11,Kiran Maths,ssc
35,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (36).png,15.1,12,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (36).png,Bi,Simplification,A,B,C,D,,Maths,12,Kiran Maths,ssc
36,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (37).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (37).png,Bi,Simplification,A,B,C,D,,Maths,13,Kiran Maths,ssc
37,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (38).png,15.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (38).png,Bi,Simplification,A,B,C,D,,Maths,15,Kiran Maths,ssc
38,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (39).png,15.1,"12,13",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (39).png,Bi,Simplification,A,B,C,D,,Maths,16,Kiran Maths,ssc
39,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (40).png,15.1,12,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (40).png,Bi,Simplification,A,B,C,D,,Maths,17,Kiran Maths,ssc
40,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (41).png,15.1,"12,13",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (41).png,Bi,Simplification,A,B,C,D,,Maths,18,Kiran Maths,ssc
41,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (42).png,15.1,"12,13",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (42).png,Bi,Simplification,A,B,C,D,,Maths,19,Kiran Maths,ssc
42,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (43).png,15.1,12,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (43).png,Bi,Simplification,A,B,C,D,,Maths,20,Kiran Maths,ssc
43,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (44).png,15.1,12,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (44).png,Bi,Simplification,A,B,C,D,,Maths,21,Kiran Maths,ssc
44,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (45).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (45).png,Bi,Simplification,A,B,C,D,,Maths,22,Kiran Maths,ssc
45,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (46).png,15.1,"13,14",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (46).png,Bi,Simplification,A,B,C,D,,Maths,23,Kiran Maths,ssc
46,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (47).png,15.1,"13,14",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (47).png,Bi,Simplification,A,B,C,D,,Maths,24,Kiran Maths,ssc
47,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (48).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (48).png,Bi,Simplification,A,B,C,D,,Maths,25,Kiran Maths,ssc
48,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (49).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (49).png,Bi,Simplification,A,B,C,D,,Maths,26,Kiran Maths,ssc
49,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (50).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (50).png,Bi,Simplification,A,B,C,D,,Maths,27,Kiran Maths,ssc
50,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (51).png,15.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (51).png,Bi,Simplification,A,B,C,D,,Maths,28,Kiran Maths,ssc
51,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (52).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (52).png,Bi,Simplification,A,B,C,D,,Maths,29,Kiran Maths,ssc
52,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (53).png,15.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (53).png,Bi,Simplification,A,B,C,D,,Maths,30,Kiran Maths,ssc
53,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (54).png,15.1,7,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (54).png,Bi,Simplification,A,B,C,D,,Maths,31,Kiran Maths,ssc
54,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (55).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (55).png,Bi,Simplification,A,B,C,D,,Maths,32,Kiran Maths,ssc
55,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (56).png,15.1,"11,12",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (56).png,Bi,Simplification,A,B,C,D,,Maths,33,Kiran Maths,ssc
56,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (57).png,15.1,11,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (57).png,Bi,Simplification,A,B,C,D,,Maths,34,Kiran Maths,ssc
57,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (58).png,15.1,11,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (58).png,Bi,Simplification,A,B,C,D,,Maths,35,Kiran Maths,ssc
58,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (59).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (59).png,Bi,Simplification,A,B,C,D,,Maths,36,Kiran Maths,ssc
59,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (60).png,15.1,12,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (60).png,Bi,Simplification,A,B,C,D,,Maths,37,Kiran Maths,ssc
60,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (61).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (61).png,Bi,Simplification,A,B,C,D,,Maths,38,Kiran Maths,ssc
61,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (62).png,15.1,14,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (62).png,Bi,Simplification,A,B,C,D,,Maths,39,Kiran Maths,ssc
62,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (63).png,15.1,12,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (63).png,Bi,Simplification,A,B,C,D,,Maths,40,Kiran Maths,ssc
63,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (64).png,15.1,13,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (64).png,Bi,Simplification,A,B,C,D,,Maths,41,Kiran Maths,ssc
64,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (65).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (65).png,Bi,Simplification,A,B,C,D,,Maths,42,Kiran Maths,ssc
65,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (66).png,15.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (66).png,Bi,Simplification,A,B,C,D,,Maths,43,Kiran Maths,ssc
66,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (67).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (67).png,Bi,Simplification,A,B,C,D,,Maths,44,Kiran Maths,ssc
67,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (68).png,15.1,12,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (68).png,Bi,Simplification,A,B,C,D,,Maths,45,Kiran Maths,ssc
68,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (69).png,15.1,"12,13",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (69).png,Bi,Simplification,A,B,C,D,,Maths,46,Kiran Maths,ssc
69,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (70).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (70).png,Bi,Simplification,A,B,C,D,,Maths,1,Kiran Maths,ssc
70,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (71).png,15.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (71).png,Bi,Simplification,A,B,C,D,,Maths,2,Kiran Maths,ssc
71,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (72).png,15.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (72).png,Bi,Simplification,A,B,C,D,,Maths,3,Kiran Maths,ssc
72,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (73).png,15.1,13,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (73).png,Bi,Simplification,A,B,C,D,,Maths,4,Kiran Maths,ssc
73,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (74).png,15.1,"12,13",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (74).png,Bi,Simplification,A,B,C,D,,Maths,5,Kiran Maths,ssc
74,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipque/1 (75).png,15.1,13,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsimpipsol/1 (75).png,Bi,Simplification,A,B,C,D,,Maths,6,Kiran Maths,ssc
