,QuestionLink,category,correct,direction,explanation,lang,name,optA,optB,optC,optD,optE,sectionType,sl.no.,sources,usedFor
27,https://i.imgur.com/0ndBs9O.png,4.3,2,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/SCgQZIW.png,Bi,Spelling,A,B,C,D,,English,28,Vidya,ssc
28,https://i.imgur.com/hVAeTSs.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/0IpJuI0.png,Bi,Spelling,A,B,C,D,,English,29,Vidya,ssc
29,https://i.imgur.com/MAOdXkU.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/OHnNilf.png,Bi,Spelling,A,B,C,D,,English,30,Vidya,ssc
30,https://i.imgur.com/TYVzXOV.png,4.3,1,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/9Nu3JPw.png,Bi,Spelling,A,B,C,D,,English,31,Vidya,ssc
31,https://i.imgur.com/meCCgQd.png,4.3,3,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/jj5s20P.png,Bi,Spelling,A,B,C,D,,English,32,Vidya,ssc
32,https://i.imgur.com/a0CBEBT.png,4.3,2,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/HFMoVvB.png,Bi,Spelling,A,B,C,D,,English,33,Vidya,ssc
33,https://i.imgur.com/8DCgNpC.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/6TuKokk.png,Bi,Spelling,A,B,C,D,,English,34,Vidya,ssc
34,https://i.imgur.com/zRFUyi7.png,4.3,3,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/a3mij9y.png,Bi,Spelling,A,B,C,D,,English,35,Vidya,ssc
35,https://i.imgur.com/CSm4lur.png,4.3,1,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/hIiQqE4.png,Bi,Spelling,A,B,C,D,,English,36,Vidya,ssc
36,https://i.imgur.com/MiiSAyA.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/41cFsRv.png,Bi,Spelling,A,B,C,D,,English,37,Vidya,ssc
37,https://i.imgur.com/wyhvJAF.png,4.3,3,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/lJnS4QR.png,Bi,Spelling,A,B,C,D,,English,38,Vidya,ssc
38,https://i.imgur.com/Iys8gAu.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/hjnZo1h.png,Bi,Spelling,A,B,C,D,,English,39,Vidya,ssc
39,https://i.imgur.com/rYytWwh.png,4.3,1,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/fhMD8l4.png,Bi,Spelling,A,B,C,D,,English,40,Vidya,ssc
40,https://i.imgur.com/3DSx1Mi.png,4.3,2,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/57eL248.png,Bi,Spelling,A,B,C,D,,English,41,Vidya,ssc
41,https://i.imgur.com/UJDZaIf.png,4.3,1,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/nfrsew2.png,Bi,Spelling,A,B,C,D,,English,42,Vidya,ssc
42,https://i.imgur.com/xuWtr0g.png,4.3,4,https://i.imgur.com/2zJJVzJ.png,https://i.imgur.com/XOmZlvS.png,Bi,Spelling,A,B,C,D,,English,43,Vidya,ssc
43,https://i.imgur.com/OJVzasL.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/WA9FlCR.png,Bi,Spelling,A,B,C,D,,English,44,Vidya,ssc
44,https://i.imgur.com/Fc0e3s5.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/Sak2lFU.png,Bi,Spelling,A,B,C,D,,English,45,Vidya,ssc
45,https://i.imgur.com/bg1cUBw.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/TSGAZPi.png,Bi,Spelling,A,B,C,D,,English,46,Vidya,ssc
46,https://i.imgur.com/dyfWt9D.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/JcsCgGZ.png,Bi,Spelling,A,B,C,D,,English,47,Vidya,ssc
47,https://i.imgur.com/lH6Esvh.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/JwWknOw.png,Bi,Spelling,A,B,C,D,,English,48,Vidya,ssc
48,https://i.imgur.com/ORarfHl.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/JL0EUdJ.png,Bi,Spelling,A,B,C,D,,English,49,Vidya,ssc
49,https://i.imgur.com/MXvIt0v.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/X6tGkD0.png,Bi,Spelling,A,B,C,D,,English,50,Vidya,ssc
50,https://i.imgur.com/GBx98xo.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/SSfDJ6j.png,Bi,Spelling,A,B,C,D,,English,51,Vidya,ssc
51,https://i.imgur.com/gzfiyk0.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/LKuZ3jc.png,Bi,Spelling,A,B,C,D,,English,52,Vidya,ssc
52,https://i.imgur.com/iIzcIvn.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/T4OPYIN.png,Bi,Spelling,A,B,C,D,,English,53,Vidya,ssc
53,https://i.imgur.com/Br1ULmT.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/M0sYIOO.png,Bi,Spelling,A,B,C,D,,English,54,Vidya,ssc
54,https://i.imgur.com/081OwmY.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/OkYp80C.png,Bi,Spelling,A,B,C,D,,English,55,Vidya,ssc
55,https://i.imgur.com/RV5zByt.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/umXwUTd.png,Bi,Spelling,A,B,C,D,,English,56,Vidya,ssc
56,https://i.imgur.com/n9lOukY.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/vMbxWIc.png,Bi,Spelling,A,B,C,D,,English,57,Vidya,ssc
57,https://i.imgur.com/YL6JLME.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/IPf0Bz5.png,Bi,Spelling,A,B,C,D,,English,58,Vidya,ssc
58,https://i.imgur.com/OUbca5b.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/yfB5RgL.png,Bi,Spelling,A,B,C,D,,English,59,Vidya,ssc
59,https://i.imgur.com/mQD56VB.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/dxAKI3i.png,Bi,Spelling,A,B,C,D,,English,60,Vidya,ssc
60,https://i.imgur.com/bFqDIRu.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/G8mxuPV.png,Bi,Spelling,A,B,C,D,,English,61,Vidya,ssc
61,https://i.imgur.com/OInKCHn.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/5GNajG9.png,Bi,Spelling,A,B,C,D,,English,62,Vidya,ssc
62,https://i.imgur.com/A1Rr4Co.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/CTIHiCj.png,Bi,Spelling,A,B,C,D,,English,63,Vidya,ssc
63,https://i.imgur.com/oR0JCgo.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/Iw88Pg2.png,Bi,Spelling,A,B,C,D,,English,64,Vidya,ssc
64,https://i.imgur.com/vVPQPeZ.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/x7Su8rd.png,Bi,Spelling,A,B,C,D,,English,65,Vidya,ssc
65,https://i.imgur.com/6pSTTuY.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/sGJR9eN.png,Bi,Spelling,A,B,C,D,,English,66,Vidya,ssc
66,https://i.imgur.com/GkaOA3Q.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/bebuPbM.png,Bi,Spelling,A,B,C,D,,English,67,Vidya,ssc
67,https://i.imgur.com/ihyM5jR.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/22zQWTn.png,Bi,Spelling,A,B,C,D,,English,68,Vidya,ssc
68,https://i.imgur.com/sB2x53p.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/3cMqrFX.png,Bi,Spelling,A,B,C,D,,English,69,Vidya,ssc
69,https://i.imgur.com/Qc8hXSH.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/JDYNIBK.png,Bi,Spelling,A,B,C,D,,English,70,Vidya,ssc
70,https://i.imgur.com/rcMoSHM.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/FJqKUDp.png,Bi,Spelling,A,B,C,D,,English,71,Vidya,ssc
71,https://i.imgur.com/bFGSGRL.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/XkAMSYE.png,Bi,Spelling,A,B,C,D,,English,72,Vidya,ssc
72,https://i.imgur.com/uufgqh9.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/aLRpZj4.png,Bi,Spelling,A,B,C,D,,English,73,Vidya,ssc
73,https://i.imgur.com/iKPs3b1.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/7BczXZX.png,Bi,Spelling,A,B,C,D,,English,74,Vidya,ssc
74,https://i.imgur.com/gis09rL.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/AV43lsT.png,Bi,Spelling,A,B,C,D,,English,75,Vidya,ssc
75,https://i.imgur.com/TbSfu4e.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/3y9dIoY.png,Bi,Spelling,A,B,C,D,,English,76,Vidya,ssc
76,https://i.imgur.com/ne4OoXT.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/kFVY5Eb.png,Bi,Spelling,A,B,C,D,,English,77,Vidya,ssc
77,https://i.imgur.com/Aw6Aj92.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/q51k15U.png,Bi,Spelling,A,B,C,D,,English,78,Vidya,ssc
78,https://i.imgur.com/oBe3mjG.png,4.3,1,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/Qjv2PLR.png,Bi,Spelling,A,B,C,D,,English,79,Vidya,ssc
79,https://i.imgur.com/B9n5eBB.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/vfhsX2G.png,Bi,Spelling,A,B,C,D,,English,80,Vidya,ssc
80,https://i.imgur.com/fzmyTWc.png,4.3,3,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/2vgXw83.png,Bi,Spelling,A,B,C,D,,English,81,Vidya,ssc
81,https://i.imgur.com/74eQxuA.png,4.3,4,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/UI0lmg9.png,Bi,Spelling,A,B,C,D,,English,82,Vidya,ssc
82,https://i.imgur.com/5g7rA6c.png,4.3,2,https://i.imgur.com/veHPMYy.png,https://i.imgur.com/pSMj9OQ.png,Bi,Spelling,A,B,C,D,,English,83,Vidya,ssc
83,https://i.imgur.com/Gnxo68r.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/HYw2fKn.png,Bi,Spelling,A,B,C,D,,English,1,Vidya,ssc
84,https://i.imgur.com/4zgMoqf.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/X8i15XI.png,Bi,Spelling,A,B,C,D,,English,2,Vidya,ssc
85,https://i.imgur.com/Yw4orcy.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/GKZwBh2.png,Bi,Spelling,A,B,C,D,,English,3,Vidya,ssc
86,https://i.imgur.com/wGGtRLc.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/88rgHeN.png,Bi,Spelling,A,B,C,D,,English,4,Vidya,ssc
87,https://i.imgur.com/YcUYdXm.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/DBRNVad.png,Bi,Spelling,A,B,C,D,,English,5,Vidya,ssc
88,https://i.imgur.com/OzCxVHB.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/uIVoDVt.png,Bi,Spelling,A,B,C,D,,English,6,Vidya,ssc
89,https://i.imgur.com/lcK6nPy.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/qq2CyX9.png,Bi,Spelling,A,B,C,D,,English,7,Vidya,ssc
90,https://i.imgur.com/L8n6aCO.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/u0q2cvf.png,Bi,Spelling,A,B,C,D,,English,8,Vidya,ssc
91,https://i.imgur.com/HrmqKHA.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/zfC4Hkg.png,Bi,Spelling,A,B,C,D,,English,9,Vidya,ssc
92,https://i.imgur.com/lst0Ftz.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/iyNRP9D.png,Bi,Spelling,A,B,C,D,,English,10,Vidya,ssc
93,https://i.imgur.com/8f24Ycq.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/FMrRCzL.png,Bi,Spelling,A,B,C,D,,English,11,Vidya,ssc
94,https://i.imgur.com/qEXU1hW.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/kXkchqH.png,Bi,Spelling,A,B,C,D,,English,12,Vidya,ssc
95,https://i.imgur.com/DTUIC8V.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/tYZ4LWC.png,Bi,Spelling,A,B,C,D,,English,13,Vidya,ssc
96,https://i.imgur.com/cHqYU5H.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/NjI0HXw.png,Bi,Spelling,A,B,C,D,,English,14,Vidya,ssc
97,https://i.imgur.com/Luv0cb8.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/SUSGKng.png,Bi,Spelling,A,B,C,D,,English,15,Vidya,ssc
98,https://i.imgur.com/LeCE5dB.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/Lg5CXoQ.png,Bi,Spelling,A,B,C,D,,English,16,Vidya,ssc
99,https://i.imgur.com/FOYDR22.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/G2bnUlq.png,Bi,Spelling,A,B,C,D,,English,17,Vidya,ssc
100,https://i.imgur.com/UkkqrsT.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/XQIvMBG.png,Bi,Spelling,A,B,C,D,,English,18,Vidya,ssc
101,https://i.imgur.com/NinPirW.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/kqg4mCu.png,Bi,Spelling,A,B,C,D,,English,19,Vidya,ssc
102,https://i.imgur.com/UdIm6dI.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/DAVXZAc.png,Bi,Spelling,A,B,C,D,,English,20,Vidya,ssc
103,https://i.imgur.com/hz7WmXp.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/vxXamAZ.png,Bi,Spelling,A,B,C,D,,English,21,Vidya,ssc
104,https://i.imgur.com/nwz0L9B.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/8VdqUoX.png,Bi,Spelling,A,B,C,D,,English,22,Vidya,ssc
105,https://i.imgur.com/yM5ScgU.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/LjIi7EV.png,Bi,Spelling,A,B,C,D,,English,23,Vidya,ssc
106,https://i.imgur.com/Pd08lXD.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/TeFAVFp.png,Bi,Spelling,A,B,C,D,,English,24,Vidya,ssc
107,https://i.imgur.com/oc0xYTp.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/iRncEEV.png,Bi,Spelling,A,B,C,D,,English,25,Vidya,ssc
108,https://i.imgur.com/x6QF6F2.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/kxbyMaa.png,Bi,Spelling,A,B,C,D,,English,26,Vidya,ssc
109,https://i.imgur.com/xZQgOPB.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/4CtPKqN.png,Bi,Spelling,A,B,C,D,,English,27,Vidya,ssc
110,https://i.imgur.com/hyMD2Yw.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/TWJONUU.png,Bi,Spelling,A,B,C,D,,English,28,Vidya,ssc
111,https://i.imgur.com/LEGE85d.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/0X2MyqS.png,Bi,Spelling,A,B,C,D,,English,29,Vidya,ssc
112,https://i.imgur.com/Vrrmsqf.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/m5X9N62.png,Bi,Spelling,A,B,C,D,,English,30,Vidya,ssc
113,https://i.imgur.com/N6Xsgmz.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/2gcAvgo.png,Bi,Spelling,A,B,C,D,,English,31,Vidya,ssc
114,https://i.imgur.com/HMVJ71t.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/sLbqIdl.png,Bi,Spelling,A,B,C,D,,English,32,Vidya,ssc
115,https://i.imgur.com/SZ7Qo4J.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/FhVxOn0.png,Bi,Spelling,A,B,C,D,,English,33,Vidya,ssc
116,https://i.imgur.com/bIMyRZC.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/Xkg5tb0.png,Bi,Spelling,A,B,C,D,,English,34,Vidya,ssc
117,https://i.imgur.com/7t9GRsc.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/4RKjKJQ.png,Bi,Spelling,A,B,C,D,,English,35,Vidya,ssc
118,https://i.imgur.com/DeF0Vic.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/h039kaX.png,Bi,Spelling,A,B,C,D,,English,36,Vidya,ssc
119,https://i.imgur.com/VqQZ7dg.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/iClqybr.png,Bi,Spelling,A,B,C,D,,English,37,Vidya,ssc
120,https://i.imgur.com/PNtaFBb.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/LS0TteG.png,Bi,Spelling,A,B,C,D,,English,38,Vidya,ssc
121,https://i.imgur.com/RSKEtfF.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/KhkWAXv.png,Bi,Spelling,A,B,C,D,,English,39,Vidya,ssc
122,https://i.imgur.com/suy5bAX.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/rXeKeAH.png,Bi,Spelling,A,B,C,D,,English,40,Vidya,ssc
123,https://i.imgur.com/1JD2WdR.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/RXQTqx5.png,Bi,Spelling,A,B,C,D,,English,41,Vidya,ssc
124,https://i.imgur.com/TgZLoMh.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/ffqplm5.png,Bi,Spelling,A,B,C,D,,English,42,Vidya,ssc
125,https://i.imgur.com/P9Wj0rU.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/tvQCgLG.png,Bi,Spelling,A,B,C,D,,English,43,Vidya,ssc
126,https://i.imgur.com/Dqa7I1A.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/6KAi9FP.png,Bi,Spelling,A,B,C,D,,English,44,Vidya,ssc
127,https://i.imgur.com/OtDDAmZ.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/8I6GiTs.png,Bi,Spelling,A,B,C,D,,English,45,Vidya,ssc
128,https://i.imgur.com/3XlhvvE.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/CKiw7HR.png,Bi,Spelling,A,B,C,D,,English,46,Vidya,ssc
129,https://i.imgur.com/TtBDtms.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/JtBjZxh.png,Bi,Spelling,A,B,C,D,,English,47,Vidya,ssc
130,https://i.imgur.com/lWXDQ78.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/gIojQfC.png,Bi,Spelling,A,B,C,D,,English,48,Vidya,ssc
131,https://i.imgur.com/Lg0vWrj.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/WzT96st.png,Bi,Spelling,A,B,C,D,,English,49,Vidya,ssc
132,https://i.imgur.com/NQnYDmC.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/oS0XvsF.png,Bi,Spelling,A,B,C,D,,English,50,Vidya,ssc
133,https://i.imgur.com/wyxeqee.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/V3hwvu7.png,Bi,Spelling,A,B,C,D,,English,51,Vidya,ssc
134,https://i.imgur.com/5ZKSUh5.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/7DEOxDz.png,Bi,Spelling,A,B,C,D,,English,52,Vidya,ssc
135,https://i.imgur.com/uBJqLke.png,4.3,1,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/EYTOLcK.png,Bi,Spelling,A,B,C,D,,English,54,Vidya,ssc
136,https://i.imgur.com/EHpHJvy.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/CT20fb5.png,Bi,Spelling,A,B,C,D,,English,55,Vidya,ssc
137,https://i.imgur.com/eodZf5c.png,4.3,4,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/1y1nFtj.png,Bi,Spelling,A,B,C,D,,English,56,Vidya,ssc
138,https://i.imgur.com/1ctWwHO.png,4.3,3,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/jM4PORb.png,Bi,Spelling,A,B,C,D,,English,57,Vidya,ssc
139,https://i.imgur.com/06z9AR3.png,4.3,2,https://i.imgur.com/22i1Y9A.png,https://i.imgur.com/2gsyGwe.png,Bi,Spelling,A,B,C,D,,English,58,Vidya,ssc
