,QuestionLink,category,correct,direction,explanation,lang,name,optA,optB,optC,optD,optE,sectionType,sl.no.,sources,usedFor
11,https://i.imgur.com/CK71xx3.png,29.1,d,,https://i.imgur.com/ambl1tF.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,12,Paramount,ssc
12,https://i.imgur.com/tf4OCOc.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,13,Paramount,ssc
13,https://i.imgur.com/gX9Lr7X.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,14,Paramount,ssc
14,https://i.imgur.com/9q3gmkg.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,15,Paramount,ssc
15,https://i.imgur.com/7lbNyRg.png,29.1,c,,https://i.imgur.com/t3KMq2T.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,16,Paramount,ssc
16,https://i.imgur.com/bDEh1Wh.png,29.1,b,,https://i.imgur.com/BSfkOPV.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,18,Paramount,ssc
17,https://i.imgur.com/2JnpS0c.png,29.1,a,,https://i.imgur.com/OdTLLTs.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,19,Paramount,ssc
18,https://i.imgur.com/Ec7RGCO.png,29.1,c,,https://i.imgur.com/QmE0qj2.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,20,Paramount,ssc
19,https://i.imgur.com/2mUw6eQ.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,21,Paramount,ssc
20,https://i.imgur.com/a5WJZxA.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,22,Paramount,ssc
21,https://i.imgur.com/GRQngl5.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,23,Paramount,ssc
22,https://i.imgur.com/OffvFjg.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,24,Paramount,ssc
23,https://i.imgur.com/uCWu5Rs.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,25,Paramount,ssc
24,https://i.imgur.com/Hh5zsGD.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,26,Paramount,ssc
25,https://i.imgur.com/v3IeG6o.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,27,Paramount,ssc
26,https://i.imgur.com/pKW6Oi2.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,28,Paramount,ssc
27,https://i.imgur.com/GCjufRa.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,29,Paramount,ssc
28,https://i.imgur.com/tUepTwt.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,30,Paramount,ssc
29,https://i.imgur.com/4Q6qm21.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,31,Paramount,ssc
30,https://i.imgur.com/KRxHAVU.png,29.1,b,,https://i.imgur.com/tHSxW8i.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,32,Paramount,ssc
31,https://i.imgur.com/OO68bcK.png,29.1,c,,https://i.imgur.com/VhB3r03.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,33,Paramount,ssc
32,https://i.imgur.com/ADX9ZYr.png,29.1,d,,https://i.imgur.com/O5v3xVf.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,35,Paramount,ssc
33,https://i.imgur.com/OpnC8tC.png,29.1,d,,https://i.imgur.com/tQCI4MM.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,36,Paramount,ssc
34,https://i.imgur.com/PLbKyah.png,29.1,c,,https://i.imgur.com/DHV3fiB.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,37,Paramount,ssc
35,https://i.imgur.com/PGSMCgT.png,29.1,b,,https://i.imgur.com/sd6VQyR.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,38,Paramount,ssc
36,https://i.imgur.com/Bu1Brfv.png,29.1,d,,https://i.imgur.com/4JX0pJQ.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,39,Paramount,ssc
37,https://i.imgur.com/Lkis50R.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,40,Paramount,ssc
38,https://i.imgur.com/R8tb3nl.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,41,Paramount,ssc
39,https://i.imgur.com/xz7FvSE.png,29.1,b,,https://i.imgur.com/YzmwqOG.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,42,Paramount,ssc
40,https://i.imgur.com/HxGf8Dk.png,29.1,c,,https://i.imgur.com/Bq65I6Z.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,44,Paramount,ssc
41,https://i.imgur.com/viQjzBH.png,29.1,b,,https://i.imgur.com/bKPSU3D.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,45,Paramount,ssc
42,https://i.imgur.com/ao5MsBX.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,46,Paramount,ssc
43,https://i.imgur.com/omZc4HF.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,47,Paramount,ssc
44,https://i.imgur.com/1XggOTf.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,48,Paramount,ssc
45,https://i.imgur.com/UyK6Zub.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,49,Paramount,ssc
46,https://i.imgur.com/VqLT6n9.png,29.1,c,,https://i.imgur.com/iTHhHsa.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,50,Paramount,ssc
47,https://i.imgur.com/0L4H7K9.png,29.1,c,,https://i.imgur.com/HdpljpS.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,51,Paramount,ssc
48,https://i.imgur.com/zHDwnTX.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,52,Paramount,ssc
49,https://i.imgur.com/Qg9AGGA.png,29.1,a,,https://i.imgur.com/A0VLJT3.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,53,Paramount,ssc
50,https://i.imgur.com/w206Qrm.png,29.1,a,,https://i.imgur.com/nZ4s1Nj.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,54,Paramount,ssc
51,https://i.imgur.com/N40shDY.png,29.1,b,,https://i.imgur.com/NbWklk0.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,55,Paramount,ssc
52,https://i.imgur.com/j24Ait1.png,29.1,c,,https://i.imgur.com/TJPD1jz.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,56,Paramount,ssc
53,https://i.imgur.com/9K2ybi4.png,29.1,b,,https://i.imgur.com/75CRLtT.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,57,Paramount,ssc
54,https://i.imgur.com/m0PBgaF.png,29.1,d,,https://i.imgur.com/IV2SrQW.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,58,Paramount,ssc
55,https://i.imgur.com/lzXYi6M.png,29.1,b,,https://i.imgur.com/7ZgFMlu.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,59,Paramount,ssc
56,https://i.imgur.com/fhh0RZD.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,60,Paramount,ssc
57,https://i.imgur.com/0cL3qEs.png,29.1,b,,https://i.imgur.com/FQPMrfI.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,61,Paramount,ssc
58,https://i.imgur.com/E2tMSNg.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,62,Paramount,ssc
59,https://i.imgur.com/3SPBBwX.png,29.1,d,,https://i.imgur.com/s2ZPVWP.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,63,Paramount,ssc
60,https://i.imgur.com/BnYXPry.png,29.1,c,,https://i.imgur.com/hjiZrSW.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,65,Paramount,ssc
61,https://i.imgur.com/WS5gmgs.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,66,Paramount,ssc
62,https://i.imgur.com/bQ29O4S.png,29.1,c,,https://i.imgur.com/5a6IQoa.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,67,Paramount,ssc
63,https://i.imgur.com/9Iy9gaS.png,29.1,a,,https://i.imgur.com/8Ms7d8u.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,68,Paramount,ssc
64,https://i.imgur.com/QR6DHcQ.png,29.1,b,,https://i.imgur.com/LSQTzzZ.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,69,Paramount,ssc
65,https://i.imgur.com/S6sag7w.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,70,Paramount,ssc
66,https://i.imgur.com/l3PQKym.png,29.1,b,,https://i.imgur.com/VKDT2PQ.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,71,Paramount,ssc
67,https://i.imgur.com/OZnccoW.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,72,Paramount,ssc
68,https://i.imgur.com/s5RC9Hs.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,73,Paramount,ssc
69,https://i.imgur.com/2DLGDki.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,75,Paramount,ssc
70,https://i.imgur.com/IfRQ4jc.png,29.1,a,,https://i.imgur.com/2QWd4da.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,76,Paramount,ssc
71,https://i.imgur.com/2gNfjFw.png,29.1,a,,https://i.imgur.com/HVhV8sU.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,77,Paramount,ssc
72,https://i.imgur.com/ilajNC5.png,29.1,c,,https://i.imgur.com/UWSZqt6.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,78,Paramount,ssc
73,https://i.imgur.com/XQD6pBZ.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,79,Paramount,ssc
74,https://i.imgur.com/NvC7IL8.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,80,Paramount,ssc
75,https://i.imgur.com/BSQFuRd.png,29.1,a,,https://i.imgur.com/z7l9ywY.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,81,Paramount,ssc
76,https://i.imgur.com/ONzE7ZU.png,29.1,c,,https://i.imgur.com/4sw1j0P.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,82,Paramount,ssc
77,https://i.imgur.com/mjyMrxq.png,29.1,c,,https://i.imgur.com/2dKyiAT.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,83,Paramount,ssc
78,https://i.imgur.com/fUeT7mD.png,29.1,b,,https://i.imgur.com/K1DXfAW.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,84,Paramount,ssc
79,https://i.imgur.com/vh6LBzL.png,29.1,b,,https://i.imgur.com/KB9yLu0.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,85,Paramount,ssc
80,https://i.imgur.com/AW7N3H0.png,29.1,b,,https://i.imgur.com/p8y1qXp.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,86,Paramount,ssc
81,https://i.imgur.com/Ajty185.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,87,Paramount,ssc
82,https://i.imgur.com/nZozwl5.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,88,Paramount,ssc
83,https://i.imgur.com/hAZg2hX.png,29.1,b,,https://i.imgur.com/dPhTokN.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,89,Paramount,ssc
84,https://i.imgur.com/A5KcRpp.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,90,Paramount,ssc
85,https://i.imgur.com/i4ARLPa.png,29.1,a,,https://i.imgur.com/om0VZzI.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,91,Paramount,ssc
86,https://i.imgur.com/G5KBFwj.png,29.1,c,,https://i.imgur.com/0IVyVFq.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,92,Paramount,ssc
87,https://i.imgur.com/yHqJMpm.png,29.1,b,,https://i.imgur.com/8dC1aW6.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,93,Paramount,ssc
88,https://i.imgur.com/VINmhG2.png,29.1,b,,https://i.imgur.com/gSrb6Sa.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,94,Paramount,ssc
89,https://i.imgur.com/SRGCytu.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,95,Paramount,ssc
90,https://i.imgur.com/ugNaOf2.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,96,Paramount,ssc
91,https://i.imgur.com/leSYAz5.png,29.1,a,,https://i.imgur.com/vnXnVuL.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,97,Paramount,ssc
92,https://i.imgur.com/nze9HDM.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,98,Paramount,ssc
93,https://i.imgur.com/G8m2ZpX.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,99,Paramount,ssc
94,https://i.imgur.com/JKTWreI.png,29.1,c,,https://i.imgur.com/25BVTtw.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,100,Paramount,ssc
95,https://i.imgur.com/INduU3T.png,29.1,d,,https://i.imgur.com/pmeGGhZ.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,101,Paramount,ssc
96,https://i.imgur.com/m5v3fvN.png,29.1,c,,https://i.imgur.com/OVLB5NA.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,104,Paramount,ssc
97,https://i.imgur.com/nvOS81d.png,29.1,d,,https://i.imgur.com/LdzjXao.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,105,Paramount,ssc
98,https://i.imgur.com/GUehZ69.png,29.1,a,https://i.imgur.com/ykq7Xt1.png,https://i.imgur.com/8rDyGH1.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,106,Paramount,ssc
99,https://i.imgur.com/mKfe82p.png,29.1,b,https://i.imgur.com/ykq7Xt1.png,https://i.imgur.com/XVL4vCh.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,107,Paramount,ssc
100,https://i.imgur.com/Wwyi9dB.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,108,Paramount,ssc
101,https://i.imgur.com/uzL7h4H.png,29.1,b,,https://i.imgur.com/pQWihxz.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,109,Paramount,ssc
102,https://i.imgur.com/cRZhvEK.png,29.1,a,,https://i.imgur.com/YqF09JP.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,110,Paramount,ssc
103,https://i.imgur.com/ov1q4zh.png,29.1,c,https://i.imgur.com/2YiNj4v.png,https://i.imgur.com/XcHjS1w.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,112,Paramount,ssc
104,https://i.imgur.com/PFgidby.png,29.1,d,https://i.imgur.com/2YiNj4v.png,https://i.imgur.com/Bi9RWJe.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,113,Paramount,ssc
105,https://i.imgur.com/zaiDMPe.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,114,Paramount,ssc
106,https://i.imgur.com/JXXXyad.png,29.1,c,,https://i.imgur.com/t9xNq9F.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,115,Paramount,ssc
107,https://i.imgur.com/edrlB3H.png,29.1,d,,https://i.imgur.com/Zt5q7xp.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,116,Paramount,ssc
108,https://i.imgur.com/M7U9yWG.png,29.1,c,,https://i.imgur.com/EhCcg6K.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,117,Paramount,ssc
109,https://i.imgur.com/ypg10jL.png,29.1,b,https://i.imgur.com/dyuL5PS.png,https://i.imgur.com/4W7OmAz.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,118,Paramount,ssc
110,https://i.imgur.com/bHqiMdx.png,29.1,a,https://i.imgur.com/dyuL5PS.png,https://i.imgur.com/bt01eOj.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,119,Paramount,ssc
111,https://i.imgur.com/S6SfYS1.png,29.1,d,https://i.imgur.com/dyuL5PS.png,https://i.imgur.com/21NsF69.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,120,Paramount,ssc
112,https://i.imgur.com/DnFLE4A.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,121,Paramount,ssc
113,https://i.imgur.com/g4V9K4u.png,29.1,c,,https://i.imgur.com/7OVH3Qb.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,122,Paramount,ssc
114,https://i.imgur.com/Ylj4EPl.png,29.1,b,,https://i.imgur.com/ttihytB.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,123,Paramount,ssc
115,https://i.imgur.com/MDVfL23.png,29.1,d,,https://i.imgur.com/2WHo0XC.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,124,Paramount,ssc
116,https://i.imgur.com/SWtvpzX.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,125,Paramount,ssc
117,https://i.imgur.com/E85OVhD.png,29.1,c,,https://i.imgur.com/rAsWgVa.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,126,Paramount,ssc
118,https://i.imgur.com/rvPN9Vv.png,29.1,d,,https://i.imgur.com/iRrWKVE.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,127,Paramount,ssc
119,https://i.imgur.com/lRUdvks.png,29.1,b,,https://i.imgur.com/2sT2X6n.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,128,Paramount,ssc
120,https://i.imgur.com/6TNplhi.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,130,Paramount,ssc
121,https://i.imgur.com/O4W3SfW.png,29.1,c,,https://i.imgur.com/0GJaT2s.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,131,Paramount,ssc
122,https://i.imgur.com/KlBMzy8.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,132,Paramount,ssc
123,https://i.imgur.com/M5yqXXY.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,133,Paramount,ssc
124,https://i.imgur.com/dQfIHlS.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,134,Paramount,ssc
125,https://i.imgur.com/7d1U9Jd.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,135,Paramount,ssc
126,https://i.imgur.com/aJV8l72.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,136,Paramount,ssc
127,https://i.imgur.com/f2GN6LA.png,29.1,a,,https://i.imgur.com/tECxbyE.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,137,Paramount,ssc
128,https://i.imgur.com/nccOGSL.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,139,Paramount,ssc
129,https://i.imgur.com/2oQD406.png,29.1,b,,https://i.imgur.com/k6dDtyX.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,140,Paramount,ssc
130,https://i.imgur.com/ZCGI5SV.png,29.1,a,,https://i.imgur.com/gmi9jOl.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,141,Paramount,ssc
131,https://i.imgur.com/dMNCU2j.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,142,Paramount,ssc
132,https://i.imgur.com/UeVCJhy.png,29.1,b,,https://i.imgur.com/v1Cng55.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,143,Paramount,ssc
133,https://i.imgur.com/Zb7j3nW.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,144,Paramount,ssc
134,https://i.imgur.com/Oh6EJpk.png,29.1,c,,https://i.imgur.com/Nyu0kml.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,145,Paramount,ssc
135,https://i.imgur.com/X7BfJx0.png,29.1,a,,https://i.imgur.com/u0s0Ugp.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,146,Paramount,ssc
136,https://i.imgur.com/z4XEqBI.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,147,Paramount,ssc
137,https://i.imgur.com/uQCZ0xM.png,29.1,a,,https://i.imgur.com/cFKUbkF.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,148,Paramount,ssc
138,https://i.imgur.com/OG0MciH.png,29.1,d,,https://i.imgur.com/MMgOdTv.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,149,Paramount,ssc
139,https://i.imgur.com/4rUKzWH.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,150,Paramount,ssc
140,https://i.imgur.com/pJ2nLIX.png,29.1,c,,https://i.imgur.com/N1VFZcX.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,151,Paramount,ssc
141,https://i.imgur.com/3j0m7aX.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,152,Paramount,ssc
142,https://i.imgur.com/YCD9OIq.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,153,Paramount,ssc
143,https://i.imgur.com/4Sh0Otx.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,154,Paramount,ssc
144,https://i.imgur.com/pOvtyPl.png,29.1,c,,https://i.imgur.com/VQNBUpG.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,155,Paramount,ssc
145,https://i.imgur.com/LiuvWly.png,29.1,d,,https://i.imgur.com/KubxLZe.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,157,Paramount,ssc
146,https://i.imgur.com/yL30ieK.png,29.1,c,,https://i.imgur.com/1uwJyhx.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,158,Paramount,ssc
147,https://i.imgur.com/8bNtZnC.png,29.1,d,,https://i.imgur.com/A98AVoC.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,159,Paramount,ssc
148,https://i.imgur.com/Ko9qr28.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,160,Paramount,ssc
149,https://i.imgur.com/QDoLx71.png,29.1,a,,https://i.imgur.com/VorFdj2.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,161,Paramount,ssc
150,https://i.imgur.com/5LBRqLx.png,29.1,d,,https://i.imgur.com/2phj6oo.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,162,Paramount,ssc
151,https://i.imgur.com/MxEv2kK.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,163,Paramount,ssc
152,https://i.imgur.com/TFxtozC.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,164,Paramount,ssc
153,https://i.imgur.com/g7R7x5Z.png,29.1,b,,https://i.imgur.com/6OH2sHx.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,165,Paramount,ssc
154,https://i.imgur.com/TmFxXu4.png,29.1,d,,https://i.imgur.com/Tm8BNHp.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,166,Paramount,ssc
155,https://i.imgur.com/V36OfSB.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,167,Paramount,ssc
156,https://i.imgur.com/hIlfi5i.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,168,Paramount,ssc
157,https://i.imgur.com/PGXcE7s.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,169,Paramount,ssc
158,https://i.imgur.com/12Xi8Ly.png,29.1,a,,https://i.imgur.com/6hLnGIp.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,170,Paramount,ssc
159,https://i.imgur.com/JnKwK4P.png,29.1,c,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,171,Paramount,ssc
160,https://i.imgur.com/pU9bKaj.png,29.1,a,,https://i.imgur.com/6snQD02.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,172,Paramount,ssc
161,https://i.imgur.com/PS9e6Cr.png,29.1,d,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,173,Paramount,ssc
162,https://i.imgur.com/fUHdq1c.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,174,Paramount,ssc
163,https://i.imgur.com/L2xVX9i.png,29.1,b,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,175,Paramount,ssc
164,https://i.imgur.com/ek5AyUL.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,176,Paramount,ssc
165,https://i.imgur.com/oXEDWC0.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,177,Paramount,ssc
166,https://i.imgur.com/CqYPW8G.png,29.1,a,,https://i.imgur.com/LRSTQ7A.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,178,Paramount,ssc
167,https://i.imgur.com/t6zDf6k.png,29.1,a,,https://i.imgur.com/XXsgiZd.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,179,Paramount,ssc
168,https://i.imgur.com/T6JscNq.png,29.1,c,,https://i.imgur.com/SlfUQ2r.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,180,Paramount,ssc
169,https://i.imgur.com/NhPjmUY.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,181,Paramount,ssc
170,https://i.imgur.com/IqzIga0.png,29.1,a,,https://i.imgur.com/JztyqyG.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,182,Paramount,ssc
171,https://i.imgur.com/VvAAn6a.png,29.1,a,,,Hindi,Mensuration 3D,A,B,C,D,,Maths,184,Paramount,ssc
172,https://i.imgur.com/jKxyqpP.png,29.1,a,,https://i.imgur.com/ov5Frfl.png,Hindi,Mensuration 3D,A,B,C,D,,Maths,185,Paramount,ssc
