,QuestionLink,category,concepts,correct,direction,explanation,lang,name,optA,optB,optC,optD,optE,sectionType,sl.no,source,usedFor
32,https://i.imgur.com/xF677Qx.png,14.1,"1,3",2,,https://i.imgur.com/pPagu5i.png,Bi,Simple Interest,A,B,C,D,,Maths,6,Kiran Maths,ssc
33,https://i.imgur.com/YcP6SwN.png,14.1,"1,3",2,,https://i.imgur.com/VcyF61T.png,Bi,Simple Interest,A,B,C,D,,Maths,7,Kiran Maths,ssc
34,https://i.imgur.com/3WkFJNM.png,14.1,1,1,,https://i.imgur.com/gMpLwto.png,Bi,Simple Interest,A,B,C,D,,Maths,8,Kiran Maths,ssc
35,https://i.imgur.com/NsqdMPO.png,14.1,"1,3",1,,https://i.imgur.com/pNwislR.png,Bi,Simple Interest,A,B,C,D,,Maths,9,Kiran Maths,ssc
36,https://i.imgur.com/rnjQj7o.png,14.1,1,4,,https://i.imgur.com/FoxLsn9.png,Bi,Simple Interest,A,B,C,D,,Maths,1,Kiran Maths,ssc
37,https://i.imgur.com/NVCuNmo.png,14.1,1,1,,https://i.imgur.com/tKV0VoT.png,Bi,Simple Interest,A,B,C,D,,Maths,2,Kiran Maths,ssc
38,https://i.imgur.com/Rsw1AvC.png,14.1,1,3,,https://i.imgur.com/bjpKYTc.png,Bi,Simple Interest,A,B,C,D,,Maths,3,Kiran Maths,ssc
39,https://i.imgur.com/FxgQWHu.png,14.1,1,1,,https://i.imgur.com/gGOj9BE.png,Bi,Simple Interest,A,B,C,D,,Maths,4,Kiran Maths,ssc
40,https://i.imgur.com/pGDN0dn.png,14.1,1,2,,https://i.imgur.com/zTtJVPk.png,Bi,Simple Interest,A,B,C,D,,Maths,5,Kiran Maths,ssc
41,https://i.imgur.com/2waySSi.png,14.1,"1,3",4,,https://i.imgur.com/SXEbOFd.png,Bi,Simple Interest,A,B,C,D,,Maths,7,Kiran Maths,ssc
42,https://i.imgur.com/rzfkZ3y.png,14.1,1,3,,https://i.imgur.com/gbUCKGM.png,Bi,Simple Interest,A,B,C,D,,Maths,9,Kiran Maths,ssc
43,https://i.imgur.com/rfL0VRg.png,14.1,4,3,,https://i.imgur.com/EAaDfJG.png,Bi,Simple Interest,A,B,C,D,,Maths,10,Kiran Maths,ssc
44,https://i.imgur.com/BLUxuWv.png,14.1,4,1,,https://i.imgur.com/mv60A3W.png,Bi,Simple Interest,A,B,C,D,,Maths,11,Kiran Maths,ssc
45,https://i.imgur.com/yFESfhJ.png,14.1,5,1,,https://i.imgur.com/XfrtAUy.png,Bi,Simple Interest,A,B,C,D,,Maths,12,Kiran Maths,ssc
46,https://i.imgur.com/Ni8Xn2m.png,14.1,5,4,,https://i.imgur.com/Cu9Wrca.png,Bi,Simple Interest,A,B,C,D,,Maths,13,Kiran Maths,ssc
47,https://i.imgur.com/axJxuXO.png,14.1,5,1,,https://i.imgur.com/YFNNxXd.png,Bi,Simple Interest,A,B,C,D,,Maths,14,Kiran Maths,ssc
48,https://i.imgur.com/yHHQWcr.png,14.1,1,2,,https://i.imgur.com/g3j8hpy.png,Bi,Simple Interest,A,B,C,D,,Maths,15,Kiran Maths,ssc
49,https://i.imgur.com/3TMqRSs.png,14.1,"1,3",2,,https://i.imgur.com/MUgCnM3.png,Bi,Simple Interest,A,B,C,D,,Maths,16,Kiran Maths,ssc
50,https://i.imgur.com/jmz3VFF.png,14.1,1,4,,https://i.imgur.com/6l1pG6l.png,Bi,Simple Interest,A,B,C,D,,Maths,1,Kiran Maths,ssc
51,https://i.imgur.com/MhWwRGH.png,14.1,"1,3",2,,https://i.imgur.com/X8Vfl0e.png,Bi,Simple Interest,A,B,C,D,,Maths,2,Kiran Maths,ssc
52,https://i.imgur.com/xFe22Cy.png,14.1,"1,3",4,,https://i.imgur.com/ntchMb3.png,Bi,Simple Interest,A,B,C,D,,Maths,3,Kiran Maths,ssc
53,https://i.imgur.com/z5cJJ5Z.png,14.1,"1,3",4,,https://i.imgur.com/OKt914b.png,Bi,Simple Interest,A,B,C,D,,Maths,4,Kiran Maths,ssc
54,https://i.imgur.com/ZshExoM.png,14.1,1,1,,https://i.imgur.com/I0dVAGP.png,Bi,Simple Interest,A,B,C,D,,Maths,5,Kiran Maths,ssc
55,https://i.imgur.com/ZdPUZA3.png,14.1,"1,3",4,,https://i.imgur.com/29RNEP0.png,Bi,Simple Interest,A,B,C,D,,Maths,6,Kiran Maths,ssc
56,https://i.imgur.com/qzkfEY9.png,14.1,"1,3",1,,https://i.imgur.com/c4byvl0.png,Bi,Simple Interest,A,B,C,D,,Maths,7,Kiran Maths,ssc
57,https://i.imgur.com/3oWT1HJ.png,14.1,1,4,,https://i.imgur.com/g30tV3n.png,Bi,Simple Interest,A,B,C,D,,Maths,1,Kiran Maths,ssc
58,https://i.imgur.com/YlOtksx.png,14.1,1,4,,https://i.imgur.com/NrvFWSG.png,Bi,Simple Interest,A,B,C,D,,Maths,2,Kiran Maths,ssc
59,https://i.imgur.com/Twxe4aZ.png,14.1,4,3,,https://i.imgur.com/oG703uQ.png,Bi,Simple Interest,A,B,C,D,,Maths,3,Kiran Maths,ssc
60,https://i.imgur.com/4SkOWgE.png,14.1,1,1,,https://i.imgur.com/SiCbwXs.png,Bi,Simple Interest,A,B,C,D,,Maths,5,Kiran Maths,ssc
61,https://i.imgur.com/97t1USA.png,14.1,1,4,,https://i.imgur.com/OSajDtg.png,Bi,Simple Interest,A,B,C,D,,Maths,6,Kiran Maths,ssc
62,https://i.imgur.com/xQRXxTh.png,14.1,1,1,,https://i.imgur.com/BTGoDuk.png,Bi,Simple Interest,A,B,C,D,,Maths,7,Kiran Maths,ssc
63,https://i.imgur.com/dQonHek.png,14.1,1,3,,https://i.imgur.com/R9IwRP8.png,Bi,Simple Interest,A,B,C,D,,Maths,8,Kiran Maths,ssc
64,https://i.imgur.com/oDZ4N1g.png,14.1,1,3,,,Bi,Simple Interest,A,B,C,D,,Maths,1,Kiran Maths,ssc
65,https://i.imgur.com/O8FpK5B.png,14.1,"1,3",3,,,Bi,Simple Interest,A,B,C,D,,Maths,2,Kiran Maths,ssc
66,https://i.imgur.com/B4js0Vt.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,3,Kiran Maths,ssc
67,https://i.imgur.com/lWNDVyO.png,14.1,"1,3",4,,,Bi,Simple Interest,A,B,C,D,,Maths,4,Kiran Maths,ssc
68,https://i.imgur.com/jQsrvhh.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,5,Kiran Maths,ssc
69,https://i.imgur.com/Ao5nqF6.png,14.1,"1,3",1,,,Bi,Simple Interest,A,B,C,D,,Maths,6,Kiran Maths,ssc
70,https://i.imgur.com/EsxX9iB.png,14.1,"1,3",4,,,Bi,Simple Interest,A,B,C,D,,Maths,7,Kiran Maths,ssc
71,https://i.imgur.com/6GGiVeC.png,14.1,"1,3",2,,,Bi,Simple Interest,A,B,C,D,,Maths,8,Kiran Maths,ssc
72,https://i.imgur.com/4u3v06n.png,14.1,"1,3",3,,,Bi,Simple Interest,A,B,C,D,,Maths,9,Kiran Maths,ssc
73,https://i.imgur.com/IksL14U.png,14.1,"1,3",1,,,Bi,Simple Interest,A,B,C,D,,Maths,10,Kiran Maths,ssc
74,https://i.imgur.com/hAKuwFc.png,14.1,"1,3",1,,,Bi,Simple Interest,A,B,C,D,,Maths,11,Kiran Maths,ssc
75,https://i.imgur.com/9Fwa0ag.png,14.1,"1,3",2,,,Bi,Simple Interest,A,B,C,D,,Maths,12,Kiran Maths,ssc
76,https://i.imgur.com/dLNC3h1.png,14.1,1,4,,,Bi,Simple Interest,A,B,C,D,,Maths,13,Kiran Maths,ssc
77,https://i.imgur.com/FkkRfcm.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,14,Kiran Maths,ssc
78,https://i.imgur.com/7Wedeqh.png,14.1,1,2,,,Bi,Simple Interest,A,B,C,D,,Maths,15,Kiran Maths,ssc
79,https://i.imgur.com/j2MeQND.png,14.1,1,2,,,Bi,Simple Interest,A,B,C,D,,Maths,16,Kiran Maths,ssc
80,https://i.imgur.com/zegwJva.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,18,Kiran Maths,ssc
81,https://i.imgur.com/CbiglbB.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,19,Kiran Maths,ssc
82,https://i.imgur.com/IEUishA.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,20,Kiran Maths,ssc
83,https://i.imgur.com/Yl2evl2.png,14.1,1,4,,,Bi,Simple Interest,A,B,C,D,,Maths,21,Kiran Maths,ssc
84,https://i.imgur.com/7DSE6LU.png,14.1,1,3,,,Bi,Simple Interest,A,B,C,D,,Maths,22,Kiran Maths,ssc
85,https://i.imgur.com/qZN8GTK.png,14.1,5,1,,,Bi,Simple Interest,A,B,C,D,,Maths,23,Kiran Maths,ssc
86,https://i.imgur.com/wsmKbZR.png,14.1,1,1,,,Bi,Simple Interest,A,B,C,D,,Maths,24,Kiran Maths,ssc
87,https://i.imgur.com/TPErf5c.png,14.1,1,3,,,Bi,Simple Interest,A,B,C,D,,Maths,25,Kiran Maths,ssc
88,https://i.imgur.com/qRsct56.png,14.1,1,2,,,Bi,Simple Interest,A,B,C,D,,Maths,26,Kiran Maths,ssc
89,https://i.imgur.com/4MDs9UI.png,14.1,"1,3",2,,,Bi,Simple Interest,A,B,C,D,,Maths,27,Kiran Maths,ssc
90,https://i.imgur.com/0njn1Do.png,14.1,"1,3",3,,,Bi,Simple Interest,A,B,C,D,,Maths,28,Kiran Maths,ssc
0,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (01).png,31.1,"1,4",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (01).png,Bi,Geometry,A,B,C,D,,Maths,1,Kiran Maths,ssc
1,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (02).png,31.1,2,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (02).png,Bi,Geometry,A,B,C,D,,Maths,2,Kiran Maths,ssc
2,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (03).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (03).png,Bi,Geometry,A,B,C,D,,Maths,3,Kiran Maths,ssc
3,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (04).png,31.1,3,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (04).png,Bi,Geometry,A,B,C,D,,Maths,4,Kiran Maths,ssc
4,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (05).png,31.1,3,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (05).png,Bi,Geometry,A,B,C,D,,Maths,5,Kiran Maths,ssc
5,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (06).png,31.1,3,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (06).png,Bi,Geometry,A,B,C,D,,Maths,6,Kiran Maths,ssc
6,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (07).png,31.1,3,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (07).png,Bi,Geometry,A,B,C,D,,Maths,7,Kiran Maths,ssc
7,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (08).png,31.1,6,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (08).png,Bi,Geometry,A,B,C,D,,Maths,8,Kiran Maths,ssc
8,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (09).png,31.1,7,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (09).png,Bi,Geometry,A,B,C,D,,Maths,1,Kiran Maths,ssc
9,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (10).png,31.1,"4,8",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (10).png,Bi,Geometry,A,B,C,D,,Maths,2,Kiran Maths,ssc
10,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (11).png,31.1,5,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (11).png,Bi,Geometry,A,B,C,D,,Maths,3,Kiran Maths,ssc
11,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (12).png,31.1,5,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (12).png,Bi,Geometry,A,B,C,D,,Maths,4,Kiran Maths,ssc
12,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (13).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (13).png,Bi,Geometry,A,B,C,D,,Maths,5,Kiran Maths,ssc
13,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (14).png,31.1,9,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (14).png,Bi,Geometry,A,B,C,D,,Maths,6,Kiran Maths,ssc
14,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (15).png,31.1,"1,5,10",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (15).png,Bi,Geometry,A,B,C,D,,Maths,7,Kiran Maths,ssc
15,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (16).png,31.1,"4,10",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (16).png,Bi,Geometry,A,B,C,D,,Maths,8,Kiran Maths,ssc
16,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (17).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (17).png,Bi,Geometry,A,B,C,D,,Maths,9,Kiran Maths,ssc
17,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (18).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (18).png,Bi,Geometry,A,B,C,D,,Maths,10,Kiran Maths,ssc
18,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (19).png,31.1,5,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (19).png,Bi,Geometry,A,B,C,D,,Maths,11,Kiran Maths,ssc
19,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (20).png,31.1,"5,11",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (20).png,Bi,Geometry,A,B,C,D,,Maths,12,Kiran Maths,ssc
20,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (21).png,31.1,"5,9",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (21).png,Bi,Geometry,A,B,C,D,,Maths,13,Kiran Maths,ssc
21,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (22).png,31.1,9,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (22).png,Bi,Geometry,A,B,C,D,,Maths,14,Kiran Maths,ssc
22,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (23).png,31.1,12,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (23).png,Bi,Geometry,A,B,C,D,,Maths,15,Kiran Maths,ssc
23,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (24).png,31.1,"5,13",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (24).png,Bi,Geometry,A,B,C,D,,Maths,16,Kiran Maths,ssc
24,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (25).png,31.1,"5,14",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (25).png,Bi,Geometry,A,B,C,D,,Maths,17,Kiran Maths,ssc
25,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (26).png,31.1,15,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (26).png,Bi,Geometry,A,B,C,D,,Maths,19,Kiran Maths,ssc
26,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (27).png,31.1,"5,8,9",4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (27).png,Bi,Geometry,A,B,C,D,,Maths,20,Kiran Maths,ssc
27,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (28).png,31.1,5,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (28).png,Bi,Geometry,A,B,C,D,,Maths,21,Kiran Maths,ssc
28,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (29).png,31.1,16,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (29).png,Bi,Geometry,A,B,C,D,,Maths,22,Kiran Maths,ssc
29,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (30).png,31.1,9,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (30).png,Bi,Geometry,A,B,C,D,,Maths,23,Kiran Maths,ssc
30,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (31).png,31.1,"2,9",1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (31).png,Bi,Geometry,A,B,C,D,,Maths,24,Kiran Maths,ssc
31,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (32).png,31.1,5,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (32).png,Bi,Geometry,A,B,C,D,,Maths,25,Kiran Maths,ssc
32,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (33).png,31.1,"4,5,9",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (33).png,Bi,Geometry,A,B,C,D,,Maths,26,Kiran Maths,ssc
33,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (34).png,31.1,17,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (34).png,Bi,Geometry,A,B,C,D,,Maths,27,Kiran Maths,ssc
34,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (35).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (35).png,Bi,Geometry,A,B,C,D,,Maths,28,Kiran Maths,ssc
35,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (36).png,31.1,13,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (36).png,Bi,Geometry,A,B,C,D,,Maths,29,Kiran Maths,ssc
36,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (37).png,31.1,13,3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (37).png,Bi,Geometry,A,B,C,D,,Maths,30,Kiran Maths,ssc
37,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (38).png,31.1,13,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (38).png,Bi,Geometry,A,B,C,D,,Maths,31,Kiran Maths,ssc
38,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (39).png,31.1,"5,13",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (39).png,Bi,Geometry,A,B,C,D,,Maths,32,Kiran Maths,ssc
39,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (40).png,31.1,"5,18",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (40).png,Bi,Geometry,A,B,C,D,,Maths,33,Kiran Maths,ssc
40,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (41).png,31.1,17,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (41).png,Bi,Geometry,A,B,C,D,,Maths,34,Kiran Maths,ssc
41,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (42).png,31.1,5,4,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (42).png,Bi,Geometry,A,B,C,D,,Maths,35,Kiran Maths,ssc
42,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (43).png,31.1,5,2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (43).png,Bi,Geometry,A,B,C,D,,Maths,36,Kiran Maths,ssc
43,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (44).png,31.1,"5,13",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (44).png,Bi,Geometry,A,B,C,D,,Maths,37,Kiran Maths,ssc
44,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (45).png,31.1,"5,14",2,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (45).png,Bi,Geometry,A,B,C,D,,Maths,38,Kiran Maths,ssc
45,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (46).png,31.1,"4,5,9",3,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (46).png,Bi,Geometry,A,B,C,D,,Maths,39,Kiran Maths,ssc
46,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometryques/1 (47).png,31.1,19,1,,https://s3.amazonaws.com/trialgeometry2/kiranmathsgeometrysoll/1 (47).png,Bi,Geometry,A,B,C,D,,Maths,40,Kiran Maths,ssc
